#Transcript position	Transcript coverage profile
0.0	17458.568082965754
1.0	20505.315608544104
2.0	21698.710429069084
3.0	24034.50069444069
4.0	26714.87472225481
5.0	29742.101016053643
6.0	32319.365755919243
7.0	34008.47061073468
8.0	36017.28893904153
9.0	37624.820911980234
10.0	38626.06287412345
11.0	39486.74226297483
12.0	40453.87312710093
13.0	41036.153988913335
14.0	40974.73667382271
15.0	41028.86950669115
16.0	41126.686355097
17.0	41557.79665586327
18.0	41932.91197907804
19.0	42376.095288177086
20.0	42813.724693684126
21.0	42969.966150722306
22.0	43340.66813411579
23.0	43862.8310488945
24.0	43466.594692211154
25.0	42914.147532417555
26.0	42663.156904484706
27.0	42625.65525635279
28.0	42780.20707929992
29.0	42665.53428435336
30.0	42719.32083933842
31.0	42895.85384311616
32.0	43104.94471936292
33.0	43401.27637832028
34.0	43491.224680488565
35.0	43593.20931362808
36.0	43676.17310931445
37.0	43541.12029122
38.0	43406.1701578213
39.0	42947.338575196634
40.0	42746.611364393
41.0	42640.415614770885
42.0	42261.52280681537
43.0	42032.72031589962
44.0	41850.431833895134
45.0	41648.755522569
46.0	41463.769941606355
47.0	41529.28976933816
48.0	41426.51560950506
49.0	41201.086493896975
50.0	40736.975909191846
51.0	40426.637897215915
52.0	40233.08766840984
53.0	40197.95804458073
54.0	40378.01926306957
55.0	40505.762923273694
56.0	40440.61752003012
57.0	40627.439322897044
58.0	40457.407277219245
59.0	40353.044192990834
60.0	40340.147442125206
61.0	39955.0670904175
62.0	39685.631241960975
63.0	39502.281952000776
64.0	39427.33255805731
65.0	38999.14707012934
66.0	38798.95540509666
67.0	38647.12434471075
68.0	38597.49630764793
69.0	38652.06768074242
70.0	38700.07591864546
71.0	38827.44165616929
72.0	38873.30205260316
73.0	38805.47263580705
74.0	38786.98361276112
75.0	38662.44991180985
76.0	38650.01619257681
77.0	38678.834414634424
78.0	38459.99494018499
79.0	38442.55250615428
80.0	38133.36057342405
81.0	38080.97668597595
82.0	37799.81882763278
83.0	37356.725387326966
84.0	36560.9027523951
85.0	36107.56176606083
86.0	35765.548898597925
87.0	35406.11140873929
88.0	34914.886698679984
89.0	33790.39723676453
90.0	32668.42003497663
91.0	31584.301782516577
92.0	30276.243057479758
93.0	28468.35002013899
94.0	26279.805457159804
95.0	23107.407322874787
96.0	18688.360606799753
97.0	13229.330122932117
98.0	7518.684253308092
99.0	2182.9904609760115
