#Transcript position	Transcript coverage profile
0.0	2268.099123647989
1.0	2399.8732699649227
2.0	2688.2487383171074
3.0	3352.4812977284723
4.0	4032.375584409776
5.0	4850.815698015293
6.0	5438.985787675747
7.0	5518.731149977216
8.0	6026.578634845266
9.0	6559.756362401971
10.0	6825.785088621726
11.0	7427.155394686461
12.0	8343.688214067672
13.0	8521.369877870518
14.0	8404.142423064846
15.0	8110.144623353658
16.0	7798.939660536675
17.0	7483.098924986574
18.0	7399.841872878375
19.0	7466.577539216677
20.0	7702.05434317545
21.0	7670.462225236859
22.0	7594.597789822527
23.0	7606.4377603481125
24.0	7075.30234115569
25.0	6621.021037627899
26.0	6472.217414102564
27.0	6505.556927671184
28.0	6450.709706992102
29.0	6146.619025596221
30.0	6022.820909760016
31.0	6050.056497830414
32.0	6102.450522734842
33.0	6325.995814492718
34.0	6390.792410061576
35.0	6509.856962885458
36.0	6527.5683575028015
37.0	6342.4630019258675
38.0	6176.88305624852
39.0	5812.104444965617
40.0	5800.033034217036
41.0	5703.937603530825
42.0	5396.939287771704
43.0	5493.133221875822
44.0	5660.035566649393
45.0	5912.133265272578
46.0	6123.094394561672
47.0	6460.661286517601
48.0	6666.089452509049
49.0	6596.605821604334
50.0	6490.788323627439
51.0	6471.737277368649
52.0	6343.03723307801
53.0	6197.04081137201
54.0	6134.713922559351
55.0	6191.263139110001
56.0	6282.837714434217
57.0	6464.22129251931
58.0	6479.472231850176
59.0	6487.739457339572
60.0	6419.909499258804
61.0	6132.346899650739
62.0	5931.656504993507
63.0	5619.534919925682
64.0	5614.535428273759
65.0	5371.8000426137105
66.0	5403.276811149837
67.0	5467.905368913405
68.0	5455.157633915675
69.0	5607.428357655071
70.0	5543.655232472083
71.0	5506.286689123769
72.0	5378.266244896985
73.0	5180.962579018349
74.0	5127.009373745068
75.0	5039.888505931616
76.0	5199.133333449088
77.0	5355.642889441703
78.0	5329.243243276717
79.0	5639.015955979355
80.0	5652.576213876799
81.0	5839.093254604603
82.0	5831.777806268044
83.0	5717.300816829532
84.0	5415.3968929054145
85.0	5273.802976539832
86.0	5128.1125910460705
87.0	4870.048887169198
88.0	4790.123048694793
89.0	4234.943649342279
90.0	3941.3380441688387
91.0	3748.884779911663
92.0	3571.4530352241836
93.0	3375.314170958672
94.0	3107.3711600731904
95.0	2558.645502619887
96.0	1755.0928200612789
97.0	1281.0438863798413
98.0	835.0750556586081
99.0	297.87448698325335
