#Transcript position	Transcript coverage profile
0.0	1974.6712248118565
1.0	2189.4391267029296
2.0	2473.6301508759307
3.0	3108.963850545602
4.0	3672.880854275411
5.0	4398.494366185289
6.0	4967.144287527995
7.0	5139.7669561849425
8.0	5581.268502640198
9.0	6004.820425026542
10.0	6308.302807912113
11.0	7010.5782105044655
12.0	7903.830324548459
13.0	8117.440672077949
14.0	8039.451801178511
15.0	7852.777116801554
16.0	7473.815093068499
17.0	7026.9582159167785
18.0	6990.433763912869
19.0	6978.3878352348665
20.0	7194.416495149004
21.0	7212.121414759303
22.0	7150.531023326477
23.0	7171.068037213872
24.0	6674.441883827477
25.0	6213.060389920345
26.0	5954.77943399621
27.0	5873.165131410489
28.0	5803.345011619851
29.0	5596.632002646186
30.0	5451.363167662907
31.0	5442.16620223195
32.0	5531.4689272989435
33.0	5729.468562292297
34.0	5780.054951749731
35.0	5885.7645556026255
36.0	5933.010187473195
37.0	5798.197963242325
38.0	5669.81660977899
39.0	5353.611075835551
40.0	5334.258474982406
41.0	5276.849318320416
42.0	4982.638599271292
43.0	5095.227320728011
44.0	5277.8588802785625
45.0	5531.86027777439
46.0	5785.973882414978
47.0	6130.808284806088
48.0	6313.0744481266265
49.0	6162.786301650167
50.0	6068.121194913968
51.0	6077.425751630186
52.0	6006.0079256623585
53.0	5808.345863900773
54.0	5749.299239151506
55.0	5759.961007300067
56.0	5792.849980842556
57.0	5921.015873092057
58.0	5959.674677795127
59.0	6025.685809234638
60.0	5981.8815406406375
61.0	5804.656049897479
62.0	5702.714819145844
63.0	5529.08468369044
64.0	5547.427040677953
65.0	5372.065075396065
66.0	5370.631082035979
67.0	5383.189096123107
68.0	5344.037573479642
69.0	5373.755991592857
70.0	5278.651831778616
71.0	5186.042302190598
72.0	5046.315597388538
73.0	4910.778186186029
74.0	4799.048605991289
75.0	4719.04899159429
76.0	4808.051935078745
77.0	4915.020290709625
78.0	4970.9746966422035
79.0	5253.382341809752
80.0	5333.138328229524
81.0	5486.850434404463
82.0	5389.079573887568
83.0	5242.418925520871
84.0	4906.096837304822
85.0	4738.233798126162
86.0	4517.129365329348
87.0	4330.723425968541
88.0	4183.749684111235
89.0	3665.8841939623944
90.0	3304.906556523284
91.0	3075.09935111288
92.0	2895.189010993827
93.0	2636.197297643582
94.0	2366.466339198143
95.0	1965.5156069915372
96.0	1376.499519003421
97.0	1042.4158583538942
98.0	679.1620264212223
99.0	246.68809643132965
