#Transcript position	Transcript coverage profile
0.0	4294.962015467456
1.0	4519.353130312062
2.0	4596.793677480275
3.0	5264.795728332171
4.0	6333.5850422286885
5.0	7931.1936986309265
6.0	8816.470356228412
7.0	9177.03767169319
8.0	10021.788181137814
9.0	10868.416376015006
10.0	11102.792207614726
11.0	11309.105881334302
12.0	11891.232387129201
13.0	11801.276205702026
14.0	11055.931463313656
15.0	10456.088868693201
16.0	10671.08133408003
17.0	10612.596686032368
18.0	10183.565055380104
19.0	9919.990038669266
20.0	9845.150764470189
21.0	9703.665000289562
22.0	9747.792823401294
23.0	10017.21360143633
24.0	9308.638789214772
25.0	8859.238535530141
26.0	9051.107523116434
27.0	9153.688572885689
28.0	9096.426224144447
29.0	8698.173748233336
30.0	8755.161264775716
31.0	8790.151903048036
32.0	8921.890522610167
33.0	9061.46052008707
34.0	8792.99501105815
35.0	8621.613520977762
36.0	8437.515535993707
37.0	8188.950268382781
38.0	8321.54987389096
39.0	8141.092815517531
40.0	8165.6361699339195
41.0	7974.331946656551
42.0	7728.027702405347
43.0	8007.28240269119
44.0	8050.677861282116
45.0	7971.5599260112285
46.0	8061.810068145378
47.0	8496.153669584908
48.0	8686.77614746054
49.0	8817.692760937223
50.0	8405.611866622881
51.0	8302.469786161178
52.0	8306.633719255819
53.0	8569.49334266001
54.0	8916.759111131816
55.0	9094.57664928073
56.0	9044.074070656477
57.0	9014.04863512493
58.0	8952.375466521544
59.0	8732.04108583515
60.0	8856.737199823112
61.0	8517.386561758854
62.0	8424.60551520741
63.0	7966.449643204721
64.0	7948.076648293087
65.0	7532.151785053397
66.0	7491.516779347241
67.0	7637.538259530601
68.0	7513.301833157087
69.0	7625.619727970535
70.0	7336.73600039061
71.0	7302.010133649783
72.0	7388.439332049915
73.0	7145.186140414453
74.0	7263.703020084724
75.0	6965.605840653815
76.0	7338.122224780986
77.0	7866.777002856383
78.0	7725.315246410454
79.0	7967.692686634631
80.0	7520.22520290527
81.0	7659.251234289614
82.0	7401.1861942579535
83.0	6817.813313660279
84.0	6119.553538312695
85.0	6183.2551112073415
86.0	6316.8287389919715
87.0	5868.514019375031
88.0	5964.868464367069
89.0	5545.564201806721
90.0	5273.823232599104
91.0	5017.674461939745
92.0	4653.470239000794
93.0	4653.71671922726
94.0	4855.467518598987
95.0	4190.506753395094
96.0	3098.164894423717
97.0	2363.0996022444156
98.0	1601.2951085305156
99.0	537.9102607233449
