Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51
SRR1039510_pass_2 - illumina_universal_adapter	(1, 0.002940581996312983)	(2, 0.005622987894735391)	(3, 0.009679415737863569)	(4, 0.013267625911935957)	(5, 0.016991487934052547)	(6, 0.021406736794587964)	(7, 0.02505620909358354)	(8, 0.028924474695876213)	(9, 0.03371604803808264)	(10, 0.03850324551422312)	(11, 0.0427172045357252)	(12, 0.046664235727204836)	(13, 0.05057625999015693)	(14, 0.05440076693179018)	(15, 0.05820777040915967)	(16, 0.063082485206619)	(17, 0.06735770635304426)	(18, 0.07102468211630361)	(19, 0.07406153316606731)	(20, 0.07692334957319334)	(21, 0.08033652510462805)	(22, 0.0834083830829193)	(23, 0.08632270988283662)	(24, 0.08929829880767715)	(25, 0.09223450493792418)	(26, 0.09519259039850093)	(27, 0.09799752054676972)	(28, 0.10122253383736893)	(29, 0.10461820590453987)	(30, 0.10844271284617313)	(31, 0.11159333641365132)	(32, 0.11503714300754762)	(33, 0.11811775271797074)	(34, 0.12223106681995617)	(35, 0.12636188438620535)	(36, 0.1298713289710908)	(37, 0.13281628683346972)	(38, 0.13794042599668774)	(39, 0.14084162519840723)	(40, 0.1446880114703702)	(41, 0.14782113157358462)	(42, 0.15112928631943673)	(43, 0.1542449029583874)	(44, 0.15742178172226123)	(45, 0.16037111545070612)	(46, 0.16346485275932707)	(47, 0.1667336247105857)	(48, 0.17256227831042034)	(49, 0.17642616804664707)	(50, 0.18012815073843397)	(51, 0.18388701968907809)	(52, 0.18794344753220626)
SRR1039510_pass_2 - polya	(1, 0.018724330896165556)	(2, 0.022470072248611854)	(3, 0.02846063289288637)	(4, 0.03389545854678626)	(5, 0.03705920971246228)	(6, 0.04015732288714917)	(7, 0.04339983964201215)	(8, 0.04711057406593091)	(9, 0.05105760525741054)	(10, 0.0591398298812053)	(11, 0.06328377504565232)	(12, 0.06757212379027541)	(13, 0.07116470983041374)	(14, 0.07593440384229046)	(15, 0.07982454877491285)	(16, 0.08384596968951348)	(17, 0.08745605919391558)	(18, 0.09131994893014232)	(19, 0.09490815910421471)	(20, 0.09825569664466029)	(21, 0.10207145185416167)	(22, 0.10648232484863114)	(23, 0.11020618687074772)	(24, 0.11378564531268823)	(25, 0.11803023539665192)	(26, 0.1229749640511663)	(27, 0.12696137803723942)	(28, 0.13323636997580016)	(29, 0.13777851895224788)	(30, 0.14170804667946374)	(31, 0.14602702648654844)	(32, 0.15017534751706138)	(33, 0.1558333423403243)	(34, 0.1599947909690351)	(35, 0.16405121881216328)	(36, 0.16810327078922552)	(37, 0.17215532276628775)	(38, 0.1764611749751746)	(39, 0.1805613614789622)	(40, 0.1852260347052563)	(41, 0.19170669234891632)	(42, 0.19857680207244519)	(43, 0.20398537252994942)	(44, 0.20925829113940944)	(45, 0.21943217974272444)	(46, 0.8109705062688876)	(47, 0.9055067167574973)	(48, 0.9159431573247687)	(49, 0.9234302641635954)	(50, 0.929871539012662)	(51, 0.9344530707837032)	(52, 0.9396034651433168)
SRR1039511_pass_1 - polya	(1, 0.021851858891689578)	(2, 0.02649663240245964)	(3, 0.03344783907951984)	(4, 0.03995690343023589)	(5, 0.043899719020830695)	(6, 0.047373043275204384)	(7, 0.05082357668801394)	(8, 0.05472992693210613)	(9, 0.06698228335698339)	(10, 0.07100258780889625)	(11, 0.07494996156780387)	(12, 0.07864663606950605)	(13, 0.08183279572017167)	(14, 0.08665533779514197)	(15, 0.09057992071248547)	(16, 0.09438143308538265)	(17, 0.09811457293358744)	(18, 0.10205283035586941)	(19, 0.10569024866950485)	(20, 0.10907696772593484)	(21, 0.11286936376220638)	(22, 0.11764632415404841)	(23, 0.12114243924998622)	(24, 0.12511260385045797)	(25, 0.12901439592623734)	(26, 0.13373210013001263)	(27, 0.1379301731461257)	(28, 0.14410649121000543)	(29, 0.14876038105740114)	(30, 0.1531271063010888)	(31, 0.15729783030732492)	(32, 0.1615825085213817)	(33, 0.16667398252680876)	(34, 0.17110452212687596)	(35, 0.17590427336028214)	(36, 0.17993825231713348)	(37, 0.18411809265999524)	(38, 0.18822500230985179)	(39, 0.1926327510683549)	(40, 0.19720915205443254)	(41, 0.20281114091089614)	(42, 0.20978513842952048)	(43, 0.21508628817733755)	(44, 0.219143057975753)	(45, 0.22448978940669834)	(46, 0.22859214088824206)	(47, 0.23314119286444276)	(48, 0.23748056909825346)	(49, 0.24292302206376815)	(50, 0.24771821512886147)	(51, 0.2520484750260465)	(52, 0.2773599836671713)
SRR1039511_pass_2 - polya	(1, 0.022927586613516602)	(2, 0.027458405916466005)	(3, 0.034550915811223826)	(4, 0.040617837835595715)	(5, 0.044546978921252034)	(6, 0.048275560601144)	(7, 0.05177167569708182)	(8, 0.0559697487131949)	(9, 0.060655545738780396)	(10, 0.0705285383043623)	(11, 0.07550149993365586)	(12, 0.07994115587034874)	(13, 0.08379736626299984)	(14, 0.08934009893139669)	(15, 0.09381166204627936)	(16, 0.09832424867597746)	(17, 0.10243571649414683)	(18, 0.10662467317363426)	(19, 0.11081362985312168)	(20, 0.11482937613672171)	(21, 0.11912317068740415)	(22, 0.1244060877619699)	(23, 0.12849932290688798)	(24, 0.13281590829913453)	(25, 0.1374652399782174)	(26, 0.1427299243795319)	(27, 0.14750688477137391)	(28, 0.15470879070563956)	(29, 0.15989598624563595)	(30, 0.16487806421155515)	(31, 0.16959576841533044)	(32, 0.1744137523219879)	(33, 0.18016160256446195)	(34, 0.18527586741145313)	(35, 0.1902852943872493)	(36, 0.1946565777992498)	(37, 0.19923753695364027)	(38, 0.20390054313766165)	(39, 0.2088370394204526)	(40, 0.21404702580201312)	(41, 0.22040111243009308)	(42, 0.22809985871045682)	(43, 0.23380668543811542)	(44, 0.2382144341966185)	(45, 0.2441628438448569)	(46, 0.2714936210485638)	(47, 0.2816492200495409)	(48, 0.2861982720257416)	(49, 0.29232900840649306)	(50, 0.29798569528271057)	(51, 0.3022384663185776)	(52, 0.30698807770054265)
SRR1039512_pass_1 - polya	(1, 0.023094735828991193)	(2, 0.027075361271969054)	(3, 0.031169718870460567)	(4, 0.03628766586857496)	(5, 0.03986312050753543)	(6, 0.04311514932925395)	(7, 0.046082847762188336)	(8, 0.049846671283718294)	(9, 0.0536993480517433)	(10, 0.05835525816808347)	(11, 0.06222215145554768)	(12, 0.0661174777818903)	(13, 0.06957209200561752)	(14, 0.07437727557606937)	(15, 0.07836856340862662)	(16, 0.08242382557866032)	(17, 0.08632981429458235)	(18, 0.08992659371270163)	(19, 0.09355180616969933)	(20, 0.09657637068039053)	(21, 0.0999385775277629)	(22, 0.10437413159279538)	(23, 0.10774344669988735)	(24, 0.11115896549515675)	(25, 0.11479128621187405)	(26, 0.11806108568289157)	(27, 0.12095059325891033)	(28, 0.12527952342814874)	(29, 0.1288336532879504)	(30, 0.13237356662831287)	(31, 0.13575709825484406)	(32, 0.13965597871104646)	(33, 0.14348733069991265)	(34, 0.1470059192611163)	(35, 0.15109672272974803)	(36, 0.15458687825207326)	(37, 0.15846798805897666)	(38, 0.1620150096590587)	(39, 0.16614135442628844)	(40, 0.17122731425566462)	(41, 0.17553136551588444)	(42, 0.1805853381765224)	(43, 0.1848502940082844)	(44, 0.18847906059514188)	(45, 0.19356857455437787)	(46, 0.1968490364149748)	(47, 0.2007088214427194)	(48, 0.20446909083438955)	(49, 0.20890464489942204)	(50, 0.21377735693721012)	(51, 0.21729594549841375)	(52, 0.2346720863829841)
SRR1039512_pass_2 - polya	(1, 0.031528685986300535)	(2, 0.036550671478200285)	(3, 0.04164729369715586)	(4, 0.04761467773176285)	(5, 0.05180855096632881)	(6, 0.055853150746783105)	(7, 0.05932198148994953)	(8, 0.0637539814251222)	(9, 0.06859115216431226)	(10, 0.07401120020050979)	(11, 0.07903318569240954)	(12, 0.08362156734141349)	(13, 0.08777634514752163)	(14, 0.09394631458413731)	(15, 0.09857734579145887)	(16, 0.10347138260840576)	(17, 0.10818415880250276)	(18, 0.11213279707674241)	(19, 0.11649726854457884)	(20, 0.11995543689816586)	(21, 0.12420973034034845)	(22, 0.1292246075725286)	(23, 0.13325499083354367)	(24, 0.137406214509792)	(25, 0.14127666192711602)	(26, 0.1450689184875244)	(27, 0.1486728061653633)	(28, 0.15371967056628164)	(29, 0.1577358373078575)	(30, 0.16171646275083537)	(31, 0.16553359822026237)	(32, 0.16975235036384695)	(33, 0.17405284749420694)	(34, 0.17804768945662403)	(35, 0.1823161994182458)	(36, 0.18624706704318644)	(37, 0.19031654573265935)	(38, 0.19435403725339404)	(39, 0.19854791048796)	(40, 0.20427716782196026)	(41, 0.2088406705619456)	(42, 0.21479383807711339)	(43, 0.21946041058303298)	(44, 0.2233912782079736)	(45, 0.2287437977768349)	(46, 0.2364384889233055)	(47, 0.25682853192898764)	(48, 0.2632330739363502)	(49, 0.2687704082579212)	(50, 0.27418334803439914)	(51, 0.27783699353027524)	(52, 0.2817323198566179)
SRR1039513_pass_1 - polya	(1, 0.029554621600980747)	(2, 0.034904412317167934)	(3, 0.04069407471446384)	(4, 0.046917664580961596)	(5, 0.051048891856239474)	(6, 0.054668916907526136)	(7, 0.05825327668737155)	(8, 0.06272926825324815)	(9, 0.06759163359307162)	(10, 0.07302464327595505)	(11, 0.07782756649670976)	(12, 0.0829277003128082)	(13, 0.08658339063553612)	(14, 0.09198667925888517)	(15, 0.09667071824150239)	(16, 0.10099810450970713)	(17, 0.1059318003924131)	(18, 0.11011058136294596)	(19, 0.11447957711449884)	(20, 0.11827198431108486)	(21, 0.122248662076784)	(22, 0.12804426868598678)	(23, 0.1317891221873178)	(24, 0.13561125044343822)	(25, 0.13961170505676485)	(26, 0.14358838282246397)	(27, 0.14730351526426064)	(28, 0.15246903541133472)	(29, 0.15714118597013818)	(30, 0.16178361546940728)	(31, 0.1658554006256164)	(32, 0.1700995679271249)	(33, 0.17494410063122776)	(34, 0.17903371842315752)	(35, 0.18347998892949974)	(36, 0.1874091129999439)	(37, 0.191908881413448)	(38, 0.19605199711253962)	(39, 0.20066470555227436)	(40, 0.20575889515646592)	(41, 0.2109898016345156)	(42, 0.21688645984613528)	(43, 0.2218023230931206)	(44, 0.2256957818921235)	(45, 0.23159838431565002)	(46, 0.23548589890274604)	(47, 0.2400213325876914)	(48, 0.24403367562483178)	(49, 0.2498233380221277)	(50, 0.2555654467241686)	(51, 0.25968478557563274)	(52, 0.2708539597486502)
SRR1039513_pass_2 - polya	(1, 0.037549586615727146)	(2, 0.0442665460704955)	(3, 0.05137582351111758)	(4, 0.05916868532103024)	(5, 0.06414399068708432)	(6, 0.06924412450318276)	(7, 0.07375578134050062)	(8, 0.07948005740682092)	(9, 0.0851330029302587)	(10, 0.09154680757777645)	(11, 0.09731863733935173)	(12, 0.10289430810800015)	(13, 0.10794094401693673)	(14, 0.11490161615988694)	(15, 0.1205842827428591)	(16, 0.12570224919467818)	(17, 0.13175345691587656)	(18, 0.13646721695802816)	(19, 0.14204883193858345)	(20, 0.1465902098354357)	(21, 0.15182111631348538)	(22, 0.1582586978086306)	(23, 0.1627881872816691)	(24, 0.1677099947405613)	(25, 0.17300034333767975)	(26, 0.17773788022745884)	(27, 0.18195827068133982)	(28, 0.18828885636216133)	(29, 0.19366242392597602)	(30, 0.19885172092067757)	(31, 0.20356548096282917)	(32, 0.20870722426227575)	(33, 0.2140451265546492)	(34, 0.21877077502061454)	(35, 0.22390062989624734)	(36, 0.22851928254788895)	(37, 0.23344109000678115)	(38, 0.2383569532537665)	(39, 0.24361163657944368)	(40, 0.2495142390029702)	(41, 0.255119630831153)	(42, 0.2623596809337263)	(43, 0.2679412959142816)	(44, 0.27266694438024697)	(45, 0.2798118870923103)	(46, 0.2855421073705374)	(47, 0.3045635854725363)	(48, 0.3115777555226484)	(49, 0.3193052310015854)	(50, 0.3261410746944913)	(51, 0.3306170662603679)	(52, 0.33527138418345076)
SRR1039514_pass_1 - polya	(1, 0.022637703765257308)	(2, 0.02697035037993238)	(3, 0.03243738082567001)	(4, 0.038334177832955584)	(5, 0.04196970310651512)	(6, 0.04568268630686527)	(7, 0.048898439590075664)	(8, 0.05301870156677647)	(9, 0.05755873553382641)	(10, 0.062296162282052446)	(11, 0.06681120982110542)	(12, 0.07090648536980926)	(13, 0.07439209207538695)	(14, 0.07968421752514578)	(15, 0.08394940078422902)	(16, 0.0881046437601256)	(17, 0.09223739895082489)	(18, 0.09611779121875476)	(19, 0.10004815634267857)	(20, 0.10335885805227746)	(21, 0.10714430189381882)	(22, 0.1116593494328718)	(23, 0.11503501585526282)	(24, 0.11860557641603023)	(25, 0.12226109083198733)	(26, 0.12581915817875625)	(27, 0.1293672309543264)	(28, 0.13418711291494242)	(29, 0.1383298626768405)	(30, 0.1420878214475852)	(31, 0.14571085350714624)	(32, 0.14967869827306554)	(33, 0.15418125259812002)	(34, 0.15806164486604987)	(35, 0.16203948420316794)	(36, 0.1659173778282981)	(37, 0.16989271852261648)	(38, 0.17365317593616086)	(39, 0.17792835376644292)	(40, 0.18272574794186167)	(41, 0.1877555158976523)	(42, 0.1932375382001881)	(43, 0.19840223286716238)	(44, 0.20247751927346863)	(45, 0.2080894710015887)	(46, 0.2117824650595413)	(47, 0.2160801306750206)	(48, 0.2202078885801205)	(49, 0.2253401008906987)	(50, 0.23060474126966085)	(51, 0.23449013082319012)	(52, 0.23848795930270575)
SRR1039514_pass_2 - polya	(1, 0.03301206866960039)	(2, 0.03880142403649897)	(3, 0.04520544553212309)	(4, 0.052506479792838526)	(5, 0.05730637261105699)	(6, 0.062298660924852145)	(7, 0.06669877089511904)	(8, 0.07251810997561399)	(9, 0.07825999112931833)	(10, 0.08455407234175577)	(11, 0.0900186041446937)	(12, 0.095430664448838)	(13, 0.10006064955667705)	(14, 0.10640220498230873)	(15, 0.11168433586086877)	(16, 0.11658167574827544)	(17, 0.12181383377084153)	(18, 0.12661122794626029)	(19, 0.1315510447612618)	(20, 0.13581622802034504)	(21, 0.14059113441056653)	(22, 0.1460256824999081)	(23, 0.1503558304717835)	(24, 0.15476843365604886)	(25, 0.1591635463407164)	(26, 0.16366110338017148)	(27, 0.16778136535687227)	(28, 0.1733658320141957)	(29, 0.17826067325880265)	(30, 0.18288566108104232)	(31, 0.18732075205050497)	(32, 0.19207067201272948)	(33, 0.1972678490360998)	(34, 0.201962798856731)	(35, 0.20676768896054887)	(36, 0.21114780978841818)	(37, 0.21575280846826025)	(38, 0.22020289129452109)	(39, 0.224957808542345)	(40, 0.23052978198566992)	(41, 0.2359618314322118)	(42, 0.242290893643845)	(43, 0.2478678643727693)	(44, 0.25242039155381774)	(45, 0.25812979035112604)	(46, 0.26656520844290404)	(47, 0.33997033661241055)	(48, 0.3500348698095912)	(49, 0.3569511130791532)	(50, 0.3631577417936013)	(51, 0.3674454128378818)	(52, 0.37199294273333083)
SRR1039514_pass_2 - polyg	(1, 0.016286153768426834)	(2, 0.01811516029780524)	(3, 0.019826730615597872)	(4, 0.021963070209339044)	(5, 0.023684635098330464)	(6, 0.025536129412906144)	(7, 0.02721022008870332)	(8, 0.028974261905289594)	(9, 0.03086573450466043)	(10, 0.03247486046766548)	(11, 0.03394406243388747)	(12, 0.03536079290131583)	(13, 0.03682499758193843)	(14, 0.038226736192568604)	(15, 0.03961348294640059)	(16, 0.04081782877585467)	(17, 0.042112125746097864)	(18, 0.04336894307434559)	(19, 0.044743196614179095)	(20, 0.04613244201081078)	(21, 0.04747921047984761)	(22, 0.04884097080568262)	(23, 0.050215224345516125)	(24, 0.051561992814552954)	(25, 0.05299371513877949)	(26, 0.05450039674699695)	(27, 0.05629692091997929)	(28, 0.05796601431017707)	(29, 0.059847492338349115)	(30, 0.06156655858454084)	(31, 0.06321566283234105)	(32, 0.06483478336654487)	(33, 0.06645640254354841)	(34, 0.06825792400213014)	(35, 0.06995949974872398)	(36, 0.07158861485412661)	(37, 0.07346009831109987)	(38, 0.07548649762165435)	(39, 0.07732300007943185)	(40, 0.07922696589280118)	(41, 0.0812283787753587)	(42, 0.08320980251551863)	(43, 0.08514375204248432)	(44, 0.08726260113662761)	(45, 0.08959633351154486)	(46, 0.09168270024929209)	(47, 0.09392898012621995)	(48, 0.0960703170055605)	(49, 0.0981891660997038)	(50, 0.10050041068942377)	(51, 0.10273669599515284)	(52, 0.10511040665486525)
SRR1039515_pass_1 - polya	(1, 0.02287891904070682)	(2, 0.026911742994802423)	(3, 0.03177351329095262)	(4, 0.037472519392577966)	(5, 0.04103284393170245)	(6, 0.04465533944648103)	(7, 0.047772177692606305)	(8, 0.05197079091511283)	(9, 0.05643466696707682)	(10, 0.061259134677834566)	(11, 0.06550333994915408)	(12, 0.06940767722023124)	(13, 0.07315036995460773)	(14, 0.07811990327522503)	(15, 0.08200766161946108)	(16, 0.08626844581762169)	(17, 0.09040074333276385)	(18, 0.09420560704279443)	(19, 0.09801876021624557)	(20, 0.10151276904800569)	(21, 0.10515598822133564)	(22, 0.10945821973659899)	(23, 0.1128610444707331)	(24, 0.11627630339999803)	(25, 0.12001485140266425)	(26, 0.12352958389297573)	(27, 0.1271064873589413)	(28, 0.13222523102112843)	(29, 0.13619588399956994)	(30, 0.13997173458762863)	(31, 0.1436439668829305)	(32, 0.1476892250321569)	(33, 0.15204948279136407)	(34, 0.15593724113560012)	(35, 0.1601607227483683)	(36, 0.16409407314141733)	(37, 0.16824294958340058)	(38, 0.17194005026896408)	(39, 0.17585682173517203)	(40, 0.18064398686053731)	(41, 0.1855845070591827)	(42, 0.19142443403895734)	(43, 0.1960002178470987)	(44, 0.1999086998498861)	(45, 0.2045881019507843)	(46, 0.20822717639240396)	(47, 0.2122848687367612)	(48, 0.21589907478811923)	(49, 0.22063650313296126)	(50, 0.22534077362412108)	(51, 0.2289881375291613)	(52, 0.23295050104418227)
SRR1039515_pass_2 - polya	(1, 0.03135075065650478)	(2, 0.03651094163579463)	(3, 0.042640999835288365)	(4, 0.049554412328023684)	(5, 0.05393539374578222)	(6, 0.058415848724587306)	(7, 0.062436238483552085)	(8, 0.06776221873125286)	(9, 0.07339076439380356)	(10, 0.07938404644685829)	(11, 0.08457739527983031)	(12, 0.08970442840543799)	(13, 0.09413929133543007)	(14, 0.10039369148623199)	(15, 0.10505236992857882)	(16, 0.10980637720026191)	(17, 0.11451479242313202)	(18, 0.11926879969481512)	(19, 0.12393162286887222)	(20, 0.12784010487165962)	(21, 0.13239102028953936)	(22, 0.1377211452689504)	(23, 0.14171666663765353)	(24, 0.1460769243968607)	(25, 0.1504496163511987)	(26, 0.1548223083055367)	(27, 0.15895046108896857)	(28, 0.16476551967848155)	(29, 0.1693910402671462)	(30, 0.17369741651411982)	(31, 0.17793747705372906)	(32, 0.1825339845204218)	(33, 0.18776049120707602)	(34, 0.19215390681996536)	(35, 0.1968747562379663)	(36, 0.20111481677757553)	(37, 0.20569889004913744)	(38, 0.20985191122283098)	(39, 0.21417486639664568)	(40, 0.21977854366893473)	(41, 0.22537393147780327)	(42, 0.23223760719001532)	(43, 0.23732319299852025)	(44, 0.24188654261153078)	(45, 0.24707989144450282)	(46, 0.25327212061965065)	(47, 0.28943904952349264)	(48, 0.29544476577167816)	(49, 0.30123910070263976)	(50, 0.3067971859261158)	(51, 0.31101237807546345)	(52, 0.3154886883225583)
SRR1039516_pass_1 - polya	(1, 0.023557665362466056)	(2, 0.027627415979430726)	(3, 0.031719145447612125)	(4, 0.03699773288149699)	(5, 0.04036049711765682)	(6, 0.04380385047494466)	(7, 0.04679297424042006)	(8, 0.05067956776391197)	(9, 0.05914508862422282)	(10, 0.06407201443864)	(11, 0.06843481640516108)	(12, 0.07259614556886212)	(13, 0.0763142345663591)	(14, 0.08163677970267742)	(15, 0.0856808883265559)	(16, 0.09018655282598574)	(17, 0.09436619769903407)	(18, 0.0982747700737427)	(19, 0.1018536596802004)	(20, 0.10497831969484563)	(21, 0.10887590264394591)	(22, 0.1129603058283884)	(23, 0.11637069090885115)	(24, 0.11994591737343936)	(25, 0.12308156681369298)	(26, 0.12652858331285027)	(27, 0.1295213702201951)	(28, 0.13391347732167183)	(29, 0.13758760861673536)	(30, 0.1411445193719763)	(31, 0.14477835610647583)	(32, 0.14858436050883972)	(33, 0.15274202653067132)	(34, 0.15658832549359922)	(35, 0.16028443563987946)	(36, 0.16402450348859315)	(37, 0.16776823447917633)	(38, 0.17123722982955034)	(39, 0.17513847592052006)	(40, 0.18029617967271291)	(41, 0.18459670822745328)	(42, 0.18964818086543192)	(43, 0.19406592995999483)	(44, 0.19772174554571106)	(45, 0.2025131351109584)	(46, 0.20592352019142113)	(47, 0.21023137502990039)	(48, 0.21416925253956468)	(49, 0.21868590646460287)	(50, 0.22324651809207455)	(51, 0.22672650286805693)	(52, 0.23034935017694808)
SRR1039516_pass_2 - polya	(1, 0.03141510467244735)	(2, 0.03594641116496337)	(3, 0.041217672315109324)	(4, 0.04741937150009689)	(5, 0.051558721812581206)	(6, 0.05554788330841786)	(7, 0.05908281521244208)	(8, 0.06383024707525595)	(9, 0.06879380430836768)	(10, 0.07443504278732861)	(11, 0.0795231468440018)	(12, 0.0847101557311503)	(13, 0.08887881117859026)	(14, 0.09526366745705057)	(15, 0.10002941502921173)	(16, 0.10530067617935768)	(17, 0.11003345547469373)	(18, 0.1146013933859043)	(19, 0.11907042646663958)	(20, 0.12289840972022022)	(21, 0.12757624188751443)	(22, 0.13263870395110144)	(23, 0.1368586433847138)	(24, 0.14108957224393448)	(25, 0.14502744975359877)	(26, 0.1489030538514823)	(27, 0.15240501747868143)	(28, 0.1574052061304877)	(29, 0.16168009269214187)	(30, 0.16568390675545633)	(31, 0.16973167852120427)	(32, 0.1736658928889991)	(33, 0.1782961042119904)	(34, 0.1825673276317751)	(35, 0.18691181388894892)	(36, 0.19078741798683246)	(37, 0.1949011263062306)	(38, 0.19916868658414585)	(39, 0.20360108824618658)	(40, 0.20929727385318933)	(41, 0.2140776739928283)	(42, 0.2200705740912569)	(43, 0.2251843201410163)	(44, 0.22953246954005957)	(45, 0.23488798295320298)	(46, 0.24811192510193608)	(47, 0.3321517258709761)	(48, 0.3483721180689235)	(49, 0.3565702295727641)	(50, 0.36359613567837906)	(51, 0.3680395267660282)	(52, 0.37236203417198527)
SRR1039516_pass_2 - polyg	(1, 0.026535799702333093)	(2, 0.028473601751274866)	(3, 0.03030517268600244)	(4, 0.03305985537183271)	(5, 0.034840142320387915)	(6, 0.036598450417726386)	(7, 0.03786956064642732)	(8, 0.03959856360881015)	(9, 0.041572997076446475)	(10, 0.04297964355431725)	(11, 0.044023638987111965)	(12, 0.04505298185242886)	(13, 0.046243502960001785)	(14, 0.04731314038588269)	(15, 0.048456040649152696)	(16, 0.04929490013725792)	(17, 0.05022900131396899)	(18, 0.05121072333498297)	(19, 0.05235728674012243)	(20, 0.05338662960543933)	(21, 0.05445260388945077)	(22, 0.05548927303850658)	(23, 0.05656257360625694)	(24, 0.05768715816017967)	(25, 0.058928963253924965)	(26, 0.06037590429235975)	(27, 0.06200600242426729)	(28, 0.06344561717896316)	(29, 0.06512699929704308)	(30, 0.06689629681998992)	(31, 0.06858134207993928)	(32, 0.0701638193675439)	(33, 0.07161442354784814)	(34, 0.07328481624031968)	(35, 0.07488194609540214)	(36, 0.0764204656805733)	(37, 0.07830332060147324)	(38, 0.08005796555694226)	(39, 0.08185290507297528)	(40, 0.08356725546788028)	(41, 0.0853805106932606)	(42, 0.08724138676294381)	(43, 0.08924512536553576)	(44, 0.0911133277189579)	(45, 0.09341378081297573)	(46, 0.09546514025987062)	(47, 0.09758243626041568)	(48, 0.09941400719514326)	(49, 0.10106974732013699)	(50, 0.10333723213732972)	(51, 0.10533730759805224)	(52, 0.10734837248438311)
SRR1039517_pass_1 - polya	(1, 0.02500709948551326)	(2, 0.030045255940097253)	(3, 0.035019269199078905)	(4, 0.04036647923247418)	(5, 0.04348908661838822)	(6, 0.04672540239650641)	(7, 0.049372767015003094)	(8, 0.05334089834294801)	(9, 0.06153081818144711)	(10, 0.06606749147041278)	(11, 0.07028053318156664)	(12, 0.07424574890971146)	(13, 0.07773572187043891)	(14, 0.08296922351163004)	(15, 0.08720559002118475)	(16, 0.09114164975132849)	(17, 0.09518558667407617)	(18, 0.09876011202900672)	(19, 0.10246292377514195)	(20, 0.10556512196245524)	(21, 0.10920670611278822)	(22, 0.11444603895357956)	(23, 0.11784562832050373)	(24, 0.12141140687603394)	(25, 0.12511130302236906)	(26, 0.12846424279249152)	(27, 0.13150521338400256)	(28, 0.13604188667296824)	(29, 0.1397621920179041)	(30, 0.14364868655144605)	(31, 0.1470453603185701)	(32, 0.15090269885411098)	(33, 0.15500203217306066)	(34, 0.1585765575279912)	(35, 0.1627108780445422)	(36, 0.16601133701826273)	(37, 0.16957711557379296)	(38, 0.1732420245225268)	(39, 0.1771955778514712)	(40, 0.18182263473424015)	(41, 0.18586948725678795)	(42, 0.1911088200975793)	(43, 0.1952548030133307)	(44, 0.19868646397805603)	(45, 0.20397827761524928)	(46, 0.2072233401927678)	(47, 0.21085034634410024)	(48, 0.2142965853078261)	(49, 0.2194222097564133)	(50, 0.22476941978980858)	(51, 0.227929929973124)	(52, 0.23146363693085306)
SRR1039517_pass_2 - polya	(1, 0.03224070258957743)	(2, 0.03840719616680263)	(3, 0.044054712979608876)	(4, 0.05034949294803876)	(5, 0.05422432508238027)	(6, 0.05804084522071965)	(7, 0.061463759386044654)	(8, 0.06612871906621502)	(9, 0.07087823114058847)	(10, 0.07643536435959142)	(11, 0.0813335720237703)	(12, 0.08646794327175782)	(13, 0.09048855539610465)	(14, 0.09621479340351377)	(15, 0.10103427987308977)	(16, 0.10575172034966206)	(17, 0.11057703801883827)	(18, 0.11482506692759341)	(19, 0.11941713661276111)	(20, 0.12302081796569272)	(21, 0.12753125085645745)	(22, 0.13361610763927967)	(23, 0.1375055177726217)	(24, 0.14139784350576384)	(25, 0.1457041844105211)	(26, 0.14938075575845539)	(27, 0.15259957793777293)	(28, 0.15763773439235693)	(29, 0.16179537970730876)	(30, 0.16633788419587467)	(31, 0.17032642472242032)	(32, 0.17435578364616747)	(33, 0.178504682161719)	(34, 0.1823357802990589)	(35, 0.18673833599721967)	(36, 0.19023122455774724)	(37, 0.19401567309828546)	(38, 0.19794007042922876)	(39, 0.2025408869137968)	(40, 0.20764027096418303)	(41, 0.21211280105754635)	(42, 0.21799648145416123)	(43, 0.22278972752553627)	(44, 0.22637299967986715)	(45, 0.23267069524809714)	(46, 0.23716655013986132)	(47, 0.24717580425362687)	(48, 0.25199529072320287)	(49, 0.2580888943054254)	(50, 0.2646985590522668)	(51, 0.2682351816097959)	(52, 0.2719584025545319)
