Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62
SRR1039513_pass_1	(1, 37.76609472648541)	(2, 39.19901494897964)	(3, 39.07939220195484)	(4, 39.01280329746834)	(5, 39.142353235030335)	(6, 39.08870975411887)	(7, 39.139952486725385)	(8, 39.09147940021475)	(9, 39.096609076764025)	(10, 38.91986875417878)	(11, 38.89701486433406)	(12, 38.92922316045663)	(13, 38.95568649465544)	(14, 38.85916016132116)	(15, 38.82219417743045)	(16, 38.74751187178002)	(17, 38.65681740474757)	(18, 38.59387123220184)	(19, 38.39807965101294)	(20, 38.546432319678765)	(21, 38.53589376694695)	(22, 38.53691391259441)	(23, 38.494370236903)	(24, 38.39222365121076)	(25, 38.42811218725124)	(26, 38.38489871776216)	(27, 38.27539539708762)	(28, 38.14206838839576)	(29, 38.144942712063326)	(30, 38.064972970479616)	(31, 37.944260946622876)	(32, 37.9575910201504)	(33, 37.92527959195125)	(34, 37.613099866088795)	(35, 37.644825967741475)	(36, 37.548348614713305)	(37, 37.210414164153455)	(38, 37.292671476247406)	(39, 37.29830534085062)	(40, 37.06863044406592)	(41, 36.825430979140094)	(42, 36.747595982378506)	(43, 36.8002164644208)	(44, 36.73173563616858)	(45, 36.50686300874132)	(46, 36.10010885040844)	(47, 36.063103515834904)	(48, 35.94250930625816)	(49, 35.3635425315495)	(50, 35.163013770123534)	(51, 35.08888148240085)	(52, 35.07012452172871)	(53, 34.991451331646125)	(54, 34.802914958300164)	(55, 34.593223253661876)	(56, 34.20887502936441)	(57, 33.860598898371094)	(58, 33.717995768672196)	(59, 33.499610297467385)	(60, 33.1632097507901)	(61, 32.84509692869704)	(62, 32.63050136811981)	(63, 30.89609006384559)
SRR1039513_pass_2	(1, 37.438550877223015)	(2, 38.741860115098966)	(3, 38.82914367445501)	(4, 38.79369441567446)	(5, 38.75077066707372)	(6, 38.725233619416365)	(7, 38.70328651909804)	(8, 38.631434431062836)	(9, 38.58682680611312)	(10, 38.38028678206997)	(11, 38.30134217927173)	(12, 38.228297325675285)	(13, 38.278887383814435)	(14, 38.02388443786301)	(15, 37.993675536857445)	(16, 38.15899536399025)	(17, 38.1235853964504)	(18, 38.012945780227746)	(19, 38.016820752527714)	(20, 37.894942058200016)	(21, 38.08054841061284)	(22, 37.85476364386847)	(23, 38.025925145252764)	(24, 37.94208233351689)	(25, 37.81005175744192)	(26, 37.836038841382745)	(27, 37.82720467253099)	(28, 37.835331955702785)	(29, 37.641079806513524)	(30, 37.556113895379966)	(31, 37.51790913772786)	(32, 37.4908633302043)	(33, 37.427786087786025)	(34, 37.33864531886179)	(35, 37.23399122681876)	(36, 37.05280629810651)	(37, 36.99449280655252)	(38, 36.83828973610552)	(39, 34.988934671208995)	(40, 35.663781465091304)	(41, 36.17183272179281)	(42, 36.373889442889435)	(43, 36.29316698575196)	(44, 36.176020419081205)	(45, 36.118888577412186)	(46, 35.95151122076993)	(47, 35.84935993915029)	(48, 35.726186476585035)	(49, 35.54371545818461)	(50, 35.420335196487116)	(51, 35.21183714904184)	(52, 35.09863795517208)	(53, 34.713459978334534)	(54, 34.459573295937105)	(55, 34.33349775023468)	(56, 34.18999341856858)	(57, 33.89610670763893)	(58, 33.642675530199924)	(59, 33.44485447618178)	(60, 33.133788279535835)	(61, 32.75177208845368)	(62, 32.365141940647284)	(63, 30.945586268109636)
SRR1039514_pass_1	(1, 37.63408250723413)	(2, 39.015949411678314)	(3, 38.96668869386871)	(4, 38.927894440937045)	(5, 39.00833772115831)	(6, 38.96650022124233)	(7, 39.008392816232046)	(8, 39.034438169047526)	(9, 38.9613752799823)	(10, 38.79408449815271)	(11, 38.80604979890048)	(12, 38.866834107383724)	(13, 38.87911388731426)	(14, 38.77741425301312)	(15, 38.70032582551973)	(16, 38.65556791189945)	(17, 38.55610753628898)	(18, 38.49090992500149)	(19, 38.40465195317533)	(20, 38.47140549432062)	(21, 38.47562750103213)	(22, 38.469882196737785)	(23, 38.4653028591195)	(24, 38.36263754934913)	(25, 38.36298566026399)	(26, 38.32380796560828)	(27, 38.22102049719144)	(28, 38.08595068873465)	(29, 38.05758144819688)	(30, 37.95741685509973)	(31, 37.857213682957756)	(32, 37.76455061521958)	(33, 37.81231839395636)	(34, 37.60148668746854)	(35, 37.60047258830185)	(36, 37.49631531392936)	(37, 37.28640353276109)	(38, 37.245937063135734)	(39, 37.15735970114433)	(40, 36.970257805216654)	(41, 36.86700109168203)	(42, 36.70612967301486)	(43, 36.637197340334666)	(44, 36.58643084042825)	(45, 36.36652211435054)	(46, 36.07080169229079)	(47, 35.968232280431074)	(48, 35.80344216530186)	(49, 35.46640728422339)	(50, 35.1164470238878)	(51, 34.92005422454658)	(52, 34.75840475349802)	(53, 34.748254017124246)	(54, 34.57590435815026)	(55, 34.31135088198468)	(56, 34.09095606993671)	(57, 33.78616052725561)	(58, 33.60210750025855)	(59, 33.381979693180156)	(60, 33.07124405201205)	(61, 32.71022852162277)	(62, 32.49989841767698)	(63, 30.72225351494702)
SRR1039514_pass_2	(1, 37.27004276951867)	(2, 38.68695798659563)	(3, 38.68363624088486)	(4, 38.68070008573093)	(5, 38.62578663834272)	(6, 38.60324090961892)	(7, 38.60375480548353)	(8, 38.48349437794126)	(9, 38.40228881177467)	(10, 38.31147144149976)	(11, 38.184373103139706)	(12, 38.115889976462036)	(13, 38.079356420576254)	(14, 37.95699775774294)	(15, 37.93382247097932)	(16, 38.02088920350688)	(17, 37.973843132756365)	(18, 37.91917297821756)	(19, 37.830941278471066)	(20, 37.79425480564594)	(21, 37.95109673802932)	(22, 37.845323841222545)	(23, 37.91840197200885)	(24, 37.88341567569036)	(25, 37.7964848693311)	(26, 37.75461473714015)	(27, 37.64594486389855)	(28, 37.64347230692968)	(29, 37.539267383439004)	(30, 37.51464403322725)	(31, 37.391240862744375)	(32, 37.388588628371785)	(33, 37.21691762576862)	(34, 37.14282034855717)	(35, 37.09491689351636)	(36, 36.91150201989035)	(37, 36.784775079796034)	(38, 36.74554968604928)	(39, 34.95522729441436)	(40, 35.576644681025385)	(41, 36.073024909694674)	(42, 36.27657099854786)	(43, 36.187667563671106)	(44, 36.0753092938743)	(45, 36.02647192111425)	(46, 35.87537634245518)	(47, 35.78395859828837)	(48, 35.65062949432442)	(49, 35.48534817100721)	(50, 35.334577740735675)	(51, 35.10913424600592)	(52, 34.94704583837674)	(53, 34.66266125897066)	(54, 34.37722007848387)	(55, 34.150357904345306)	(56, 34.04537050587547)	(57, 33.83151084409726)	(58, 33.53412160349802)	(59, 33.311240367013646)	(60, 33.02677388209659)	(61, 32.755298065973015)	(62, 32.398030474796855)	(63, 30.994146504472432)
SRR1039515_pass_1	(1, 38.13416894440398)	(2, 39.770892328408316)	(3, 39.62672674703965)	(4, 39.658160641014256)	(5, 39.692893948666836)	(6, 39.62432330001549)	(7, 39.584463871078285)	(8, 39.49371745712089)	(9, 39.519209670952236)	(10, 39.29147220621665)	(11, 39.37587556421197)	(12, 39.47872434607946)	(13, 39.475584048651854)	(14, 39.416126255822626)	(15, 39.350933149041985)	(16, 39.19334149679691)	(17, 39.170109488061804)	(18, 39.13851399099781)	(19, 39.07017917758078)	(20, 39.13063323957121)	(21, 39.149710071872136)	(22, 39.169491052643316)	(23, 39.12245904113953)	(24, 38.939788446261936)	(25, 38.977210772953505)	(26, 38.953331191335984)	(27, 38.94418264937385)	(28, 38.84555345307132)	(29, 38.79425817053034)	(30, 38.705021599440364)	(31, 38.572837815736335)	(32, 38.48426518921902)	(33, 38.46540392441435)	(34, 38.22709109382537)	(35, 38.21566779875869)	(36, 38.18318213766528)	(37, 38.11544988534429)	(38, 37.97506450653197)	(39, 37.92468205970287)	(40, 37.722571222447996)	(41, 37.60038457307647)	(42, 37.54766851795253)	(43, 37.395362269031715)	(44, 37.25808788439382)	(45, 37.117781462720586)	(46, 36.95597917753104)	(47, 36.83835683106082)	(48, 36.6881027217044)	(49, 36.24050502063786)	(50, 36.11406380416574)	(51, 35.98491926933022)	(52, 35.85845654170052)	(53, 35.64148232350676)	(54, 35.49890599806508)	(55, 35.226535409644974)	(56, 35.053283178763856)	(57, 34.73158485339297)	(58, 34.47946766226438)	(59, 34.352670620574926)	(60, 34.130520129842836)	(61, 33.826878079483855)	(62, 33.54436176809944)	(63, 31.58615272490827)
SRR1039515_pass_2	(1, 37.917859292492636)	(2, 39.46820555581391)	(3, 39.427595764647876)	(4, 39.41327331264449)	(5, 39.38482644391884)	(6, 39.34297576152606)	(7, 39.334999474033545)	(8, 39.2546899504431)	(9, 39.214083309273164)	(10, 39.093260235186996)	(11, 39.043002834913594)	(12, 39.00929282007297)	(13, 38.928183404709756)	(14, 38.8843353761058)	(15, 38.63122253752578)	(16, 38.84012373018891)	(17, 38.81569024662563)	(18, 38.75558065328764)	(19, 38.731592977067116)	(20, 38.67526880864744)	(21, 38.810987509685205)	(22, 38.8412413985419)	(23, 38.86439888500085)	(24, 38.798370407544006)	(25, 38.7475866263434)	(26, 38.69086999327807)	(27, 38.62303698252921)	(28, 38.58079706838152)	(29, 38.481501026194124)	(30, 38.40529690081002)	(31, 38.394517406919896)	(32, 38.30004326270959)	(33, 38.2012602968606)	(34, 38.12124202356744)	(35, 38.01679975814662)	(36, 37.86509180124818)	(37, 37.7665124246208)	(38, 37.65479379255137)	(39, 35.82957994719114)	(40, 36.57163891064182)	(41, 36.88644943796194)	(42, 37.16737690789254)	(43, 37.169517910504794)	(44, 37.148840880185176)	(45, 36.98267498000374)	(46, 36.90065446971598)	(47, 36.75146261364958)	(48, 36.60594502079702)	(49, 36.40935670696755)	(50, 36.262396913269086)	(51, 36.07985459783792)	(52, 35.88358211256478)	(53, 35.65514912040089)	(54, 35.473945926338004)	(55, 35.278818340305186)	(56, 35.093287424627015)	(57, 34.870592896410635)	(58, 34.583995060474535)	(59, 34.41560994659348)	(60, 34.201941980884996)	(61, 33.91143790110123)	(62, 33.6867364108961)	(63, 32.205403204888924)
SRR1039516_pass_1	(1, 37.64745864038094)	(2, 39.198646432447816)	(3, 39.18970104000261)	(4, 39.14128247329478)	(5, 39.198984027602506)	(6, 39.215926058748735)	(7, 39.249879134634014)	(8, 39.2101696510894)	(9, 39.140282728615766)	(10, 39.12871679773999)	(11, 39.065518662425724)	(12, 38.81585803420422)	(13, 38.92096313523917)	(14, 38.938040739265986)	(15, 38.873174995247076)	(16, 38.81946219948958)	(17, 38.757279340575856)	(18, 38.702576287676784)	(19, 38.613555309962244)	(20, 38.705173675050744)	(21, 38.69986933572952)	(22, 38.642331890177545)	(23, 38.60775454165487)	(24, 38.38531904317269)	(25, 38.43240217488059)	(26, 38.50527671923153)	(27, 38.44835453498795)	(28, 38.34867993188021)	(29, 38.29919491467993)	(30, 38.23470511891108)	(31, 37.93961427848743)	(32, 37.942147450984415)	(33, 37.9317835801131)	(34, 37.82403709737034)	(35, 37.72300965933879)	(36, 37.638576107450206)	(37, 37.44894118715834)	(38, 37.314566117329704)	(39, 37.208004331298945)	(40, 37.10693216630518)	(41, 36.98769404120375)	(42, 36.87419855034824)	(43, 36.74531672806703)	(44, 36.64345834293382)	(45, 36.37137181366183)	(46, 36.096544594905964)	(47, 35.90107018689716)	(48, 35.62716208706775)	(49, 35.42173649775065)	(50, 35.27471919270214)	(51, 35.06734964725776)	(52, 34.74544263025308)	(53, 34.40573127850611)	(54, 34.45377133276457)	(55, 34.076311633735635)	(56, 33.9125513893015)	(57, 33.791720676640914)	(58, 33.6231368436245)	(59, 33.31714174564095)	(60, 33.00993572284962)	(61, 32.54747937376392)	(62, 32.440446324531656)	(63, 30.742656994018457)
SRR1039516_pass_2	(1, 37.50694202015681)	(2, 38.94011484682389)	(3, 38.91276718498903)	(4, 38.85781089909253)	(5, 38.856358243552776)	(6, 38.81076916088775)	(7, 38.78008210566186)	(8, 38.662849111156945)	(9, 38.49026014534614)	(10, 38.57171644204891)	(11, 38.286327982337795)	(12, 38.362885486155704)	(13, 38.18169930953439)	(14, 38.14455574697507)	(15, 38.10919455935517)	(16, 38.12847686194754)	(17, 38.0865370744757)	(18, 38.08348278341637)	(19, 38.0346792937609)	(20, 37.98402456209886)	(21, 38.1851148962763)	(22, 38.113604359431875)	(23, 38.180343470834245)	(24, 38.07819122846027)	(25, 37.98983551394063)	(26, 38.032841129170805)	(27, 37.98526142195109)	(28, 37.843982868218106)	(29, 37.7836205908135)	(30, 37.74236614055402)	(31, 37.6515650224166)	(32, 37.550864849479666)	(33, 37.36474672853957)	(34, 37.31192275752528)	(35, 37.2068232610974)	(36, 37.06858079260866)	(37, 37.001278363249604)	(38, 36.671147043276726)	(39, 34.93296629872849)	(40, 35.76547748871111)	(41, 36.23067936262797)	(42, 36.3772064660315)	(43, 36.314033203450535)	(44, 36.18517200465805)	(45, 36.12989471763953)	(46, 36.061431401990625)	(47, 35.93966717425602)	(48, 35.757992481035)	(49, 35.438006122575324)	(50, 35.3368695961789)	(51, 35.140022389123104)	(52, 34.93428125676537)	(53, 34.84794429972999)	(54, 34.59581812061041)	(55, 34.3004163893363)	(56, 34.13613059393816)	(57, 33.88984082549635)	(58, 33.6522657448248)	(59, 32.9892164429647)	(60, 32.911850337210524)	(61, 32.756988816794184)	(62, 32.48477305187705)	(63, 30.975918944927226)
SRR1039517_pass_1	(1, 37.57228235484832)	(2, 39.076043070406485)	(3, 39.09464518025113)	(4, 39.04075428316189)	(5, 39.113561271038236)	(6, 39.119641841889354)	(7, 39.14848694948373)	(8, 39.10609374936221)	(9, 39.02323479383502)	(10, 39.0151531593731)	(11, 38.9428894060515)	(12, 38.71984368886352)	(13, 38.81520065449384)	(14, 38.812279281806134)	(15, 38.729152761685285)	(16, 38.67831190270294)	(17, 38.60820222366966)	(18, 38.554712688048895)	(19, 38.45515530525455)	(20, 38.55162066530489)	(21, 38.563458350365295)	(22, 38.50990388433699)	(23, 38.468835999260605)	(24, 38.20938126307282)	(25, 38.263229971432956)	(26, 38.32968261363696)	(27, 38.275165649802645)	(28, 38.17063833558903)	(29, 38.10022243110875)	(30, 38.03116846160709)	(31, 37.75702044360268)	(32, 37.74751226447056)	(33, 37.740191980584434)	(34, 37.64740634072982)	(35, 37.54942139921967)	(36, 37.4619340747898)	(37, 37.272764828303245)	(38, 37.150672453937894)	(39, 37.03799942037876)	(40, 36.937815416875374)	(41, 36.82511914598583)	(42, 36.70713330647094)	(43, 36.57692483525403)	(44, 36.4464469043036)	(45, 36.16912161141702)	(46, 35.88213743204466)	(47, 35.65163754662773)	(48, 35.418092142283605)	(49, 35.22056620364998)	(50, 35.071925922772756)	(51, 34.87537204511249)	(52, 34.56822007880283)	(53, 34.24072451488793)	(54, 34.24623292843427)	(55, 33.91298885132949)	(56, 33.7469822084269)	(57, 33.547657490496604)	(58, 33.399926177013064)	(59, 33.12309831460838)	(60, 32.83341443560111)	(61, 32.38902055089675)	(62, 32.26895399358452)	(63, 30.51080876989095)
SRR1039517_pass_2	(1, 37.57013043810386)	(2, 38.994917234868474)	(3, 38.97303906962044)	(4, 38.91860018554877)	(5, 38.910098092439675)	(6, 38.86221108592681)	(7, 38.83765383433445)	(8, 38.72189936165858)	(9, 38.5478573257069)	(10, 38.61118998456482)	(11, 38.319442181615045)	(12, 38.40389451243299)	(13, 38.243236100023736)	(14, 38.20340539141053)	(15, 38.17019213219563)	(16, 38.18694615995097)	(17, 38.15034199985655)	(18, 38.1415503876873)	(19, 38.092674555502235)	(20, 38.02998087949651)	(21, 38.232911348855595)	(22, 38.15666115423931)	(23, 38.21060307432505)	(24, 38.10944698069231)	(25, 38.03024952286209)	(26, 38.06501274408673)	(27, 38.00384354774849)	(28, 37.87022872297312)	(29, 37.79618692026943)	(30, 37.76824007981746)	(31, 37.6687907783077)	(32, 37.55747419839957)	(33, 37.384349410145006)	(34, 37.33294735651313)	(35, 37.222356877579216)	(36, 37.06898510303438)	(37, 37.00154139014632)	(38, 36.66637170515356)	(39, 34.93875307377109)	(40, 35.77163719092455)	(41, 36.222025286413945)	(42, 36.36885384273138)	(43, 36.31362570579382)	(44, 36.18807044438989)	(45, 36.13017397967127)	(46, 36.06342030178791)	(47, 35.94652247665042)	(48, 35.76163537159028)	(49, 35.45507346436816)	(50, 35.34480667532405)	(51, 35.1406782151631)	(52, 34.9398497766359)	(53, 34.859080606421436)	(54, 34.61653678641424)	(55, 34.324634223427076)	(56, 34.15953564408223)	(57, 33.90811064467994)	(58, 33.675730867979894)	(59, 33.04447141050304)	(60, 32.946480666949284)	(61, 32.777848409802715)	(62, 32.5046922205383)	(63, 30.977798494734134)
SRR1039518_pass_1	(1, 37.60281332536168)	(2, 39.09439016858731)	(3, 39.109063111835276)	(4, 39.05141252644442)	(5, 39.124172700156365)	(6, 39.13136768589937)	(7, 39.15924158705964)	(8, 39.11732004651591)	(9, 39.03566140625205)	(10, 39.027121302708174)	(11, 38.95479343784082)	(12, 38.77705481387068)	(13, 38.8520406225773)	(14, 38.834126611303105)	(15, 38.74218736449286)	(16, 38.69098376542318)	(17, 38.62026020656216)	(18, 38.56624791401127)	(19, 38.467319553762664)	(20, 38.56395749839034)	(21, 38.57679743242711)	(22, 38.51877820191057)	(23, 38.47812014638056)	(24, 38.22039541805185)	(25, 38.27382386371102)	(26, 38.3379437078696)	(27, 38.283246061259085)	(28, 38.179565818693085)	(29, 38.10858855761271)	(30, 38.038668876391206)	(31, 37.75924733584747)	(32, 37.7540326596849)	(33, 37.74831839743506)	(34, 37.6584030852923)	(35, 37.56084888243565)	(36, 37.471587979448906)	(37, 37.28181963917323)	(38, 37.16015794383927)	(39, 37.0462986018948)	(40, 36.94696506708014)	(41, 36.83369049183344)	(42, 36.71398860754504)	(43, 36.58311117827155)	(44, 36.453086507759224)	(45, 36.17583051916482)	(46, 35.88981199821295)	(47, 35.657122780967896)	(48, 35.42585808049617)	(49, 35.23082513172937)	(50, 35.081799140638346)	(51, 34.88419264023757)	(52, 34.57689062849033)	(53, 34.25095236061653)	(54, 34.25942827483805)	(55, 33.954202626703285)	(56, 33.78512262985691)	(57, 33.574167444121784)	(58, 33.41719942052219)	(59, 33.13140382113714)	(60, 32.844108412283354)	(61, 32.403046003442704)	(62, 32.28556367685899)	(63, 30.528457879452848)
SRR1039518_pass_2	(1, 37.55314245167733)	(2, 38.974348843015385)	(3, 38.95245926573197)	(4, 38.898814271447904)	(5, 38.88961910174369)	(6, 38.84200031536208)	(7, 38.81554597059249)	(8, 38.69976781467222)	(9, 38.52781306255995)	(10, 38.59031155145001)	(11, 38.30319672023442)	(12, 38.384088012299124)	(13, 38.22206286217363)	(14, 38.18344979829967)	(15, 38.14876588307951)	(16, 38.16167302865853)	(17, 38.12408347896929)	(18, 38.11575571922263)	(19, 38.06607180400247)	(20, 38.00247053335611)	(21, 38.2035901672733)	(22, 38.1315916258229)	(23, 38.18627090916258)	(24, 38.08595029105292)	(25, 38.008092453648345)	(26, 38.04310795895037)	(27, 37.981182049327884)	(28, 37.848331570371734)	(29, 37.77571258688882)	(30, 37.74489074018107)	(31, 37.6468214130849)	(32, 37.5357119298845)	(33, 37.36365435659567)	(34, 37.31229669001222)	(35, 37.201063230096054)	(36, 37.04587516260857)	(37, 36.97892665203737)	(38, 36.64369604351997)	(39, 34.911413610501555)	(40, 35.744488423583824)	(41, 36.198335545247886)	(42, 36.34369762033034)	(43, 36.287857278950895)	(44, 36.16175686241016)	(45, 36.101886160860936)	(46, 36.03397011287334)	(47, 35.91559051548559)	(48, 35.73197528349736)	(49, 35.42548615034887)	(50, 35.31452590568046)	(51, 35.110428662470596)	(52, 34.91017141242789)	(53, 34.82619620777105)	(54, 34.582681628845116)	(55, 34.290802399379785)	(56, 34.124735654310605)	(57, 33.87321110862909)	(58, 33.64203898006649)	(59, 33.01504175262473)	(60, 32.91752391495736)	(61, 32.74977602722626)	(62, 32.47817825841294)	(63, 30.95487178560635)
SRR1039519_pass_1	(1, 37.81148104639548)	(2, 39.262927716559744)	(3, 39.180465674966946)	(4, 39.231403211627885)	(5, 39.264578218697295)	(6, 39.26168404201911)	(7, 39.275464959548934)	(8, 39.25407005038667)	(9, 39.153959448795845)	(10, 39.13949783306325)	(11, 39.06132685290441)	(12, 39.0722026081903)	(13, 39.096742418094806)	(14, 39.005148568474546)	(15, 38.94569604295854)	(16, 38.845117763682396)	(17, 38.75808138676719)	(18, 38.71997476484447)	(19, 38.60619174513849)	(20, 38.716756491373054)	(21, 38.697146352374)	(22, 38.73807739489289)	(23, 38.64576170770845)	(24, 38.42609948899036)	(25, 38.48149431723014)	(26, 38.52181604511948)	(27, 38.474542940564696)	(28, 38.37270982034983)	(29, 38.34049114520454)	(30, 38.29908112297798)	(31, 38.083124973016425)	(32, 38.0315675882411)	(33, 37.96686916123397)	(34, 37.798153611210886)	(35, 37.68813904742487)	(36, 37.61112711226321)	(37, 37.441806587587166)	(38, 37.29333038275203)	(39, 37.2577791480852)	(40, 37.12556316282123)	(41, 37.074767941225865)	(42, 37.01141264655615)	(43, 36.83215538382007)	(44, 36.734446733229554)	(45, 36.36864452811457)	(46, 36.107611211334934)	(47, 36.05458465406883)	(48, 35.692419710998244)	(49, 35.43700209788139)	(50, 35.26919428108627)	(51, 35.051648479075546)	(52, 34.719734167392446)	(53, 34.42764822771857)	(54, 34.528198116314535)	(55, 34.285726065650735)	(56, 34.0533632219082)	(57, 33.880132875616496)	(58, 33.68743782474949)	(59, 33.411156135856636)	(60, 33.14718659887563)	(61, 32.60160701195551)	(62, 32.49107101806583)	(63, 30.816878756650958)
SRR1039519_pass_2	(1, 37.61352404516559)	(2, 39.03637248481969)	(3, 39.03020578496275)	(4, 38.9460808090078)	(5, 38.94879600685987)	(6, 38.9052954721612)	(7, 38.86369105515003)	(8, 38.75232549281903)	(9, 38.524529479856064)	(10, 38.66227287738413)	(11, 38.48335973862491)	(12, 38.542934099941974)	(13, 38.28180860386796)	(14, 38.275324362390755)	(15, 38.221377142383105)	(16, 38.258833491147236)	(17, 38.16087285066615)	(18, 38.199887477065374)	(19, 38.132039628507044)	(20, 38.05082808787639)	(21, 38.30604086313997)	(22, 38.205903543568276)	(23, 38.29738423734066)	(24, 38.234944451690296)	(25, 38.194377786372335)	(26, 38.18935069203413)	(27, 38.14180661019122)	(28, 38.04623648306381)	(29, 37.97729952642266)	(30, 37.87924747518471)	(31, 37.78034474332768)	(32, 37.63833998608043)	(33, 37.447618675190505)	(34, 37.412864594764855)	(35, 37.3353725496933)	(36, 37.19001990738219)	(37, 37.0929386094489)	(38, 36.954881377363904)	(39, 35.102173627544566)	(40, 35.92065939615103)	(41, 36.35919766491176)	(42, 36.469158114614714)	(43, 36.40291149137644)	(44, 36.32631425001927)	(45, 36.24135301482577)	(46, 36.16579320870518)	(47, 36.05547593155224)	(48, 35.8617012210931)	(49, 35.49535403245986)	(50, 35.42094174327366)	(51, 35.234243635887715)	(52, 35.030779430409716)	(53, 34.98397056772545)	(54, 34.73770537752485)	(55, 34.56849538662749)	(56, 34.33441468069413)	(57, 34.134675395745965)	(58, 33.8609932172043)	(59, 33.21634408057709)	(60, 33.12277255787596)	(61, 32.98503160158472)	(62, 32.72076066227139)	(63, 31.324951045290142)
SRR1039520_pass_1	(1, 37.76644735110469)	(2, 39.199643464940216)	(3, 39.124355655566525)	(4, 39.09358796210997)	(5, 39.18233730126799)	(6, 39.10664278736568)	(7, 39.084788517405244)	(8, 39.08725722752442)	(9, 39.08120798530242)	(10, 38.94950166122326)	(11, 38.873137140033826)	(12, 38.938815291751865)	(13, 38.94285474712031)	(14, 38.85883122716194)	(15, 38.793254645822536)	(16, 38.712774902744364)	(17, 38.596994118412354)	(18, 38.55516145789073)	(19, 38.41955395704283)	(20, 38.51461875527828)	(21, 38.516399644517776)	(22, 38.48587927328815)	(23, 38.47716405538514)	(24, 38.393451168759675)	(25, 38.41447985625794)	(26, 38.36231362000026)	(27, 38.26548508809597)	(28, 38.13894912400366)	(29, 38.1190120008152)	(30, 37.95917655704899)	(31, 37.81727079969588)	(32, 37.78174212987021)	(33, 37.82559331953618)	(34, 37.52294146312483)	(35, 37.54256038572867)	(36, 37.47213860121843)	(37, 37.150981524249424)	(38, 37.198303920381605)	(39, 37.1829796716358)	(40, 36.9836735839181)	(41, 36.767034917649504)	(42, 36.669470529267684)	(43, 36.61470656359913)	(44, 36.5854692880504)	(45, 36.384689325305715)	(46, 36.064881287211136)	(47, 35.96801792714833)	(48, 35.81813779053547)	(49, 35.3821469637366)	(50, 35.05536083852293)	(51, 34.89846092440419)	(52, 34.93644956205823)	(53, 34.88724658637045)	(54, 34.66663172883783)	(55, 34.41850262607135)	(56, 34.08700802523495)	(57, 33.757019542498064)	(58, 33.585290165092054)	(59, 33.3749003096839)	(60, 33.06959098487452)	(61, 32.7420184765026)	(62, 32.51856002438065)	(63, 30.8186004269246)
SRR1039520_pass_2	(1, 37.5355449793682)	(2, 38.89771430456863)	(3, 38.9066259890069)	(4, 38.906388349102045)	(5, 38.86817556099186)	(6, 38.84374574635851)	(7, 38.82743394776284)	(8, 38.74412264249558)	(9, 38.61365767670896)	(10, 38.493139745800505)	(11, 38.30852728685167)	(12, 38.31511906812068)	(13, 38.25874769598336)	(14, 38.12225501469081)	(15, 38.115486601546316)	(16, 38.22803353730758)	(17, 38.1957785263769)	(18, 38.10811464132543)	(19, 38.107570175214306)	(20, 37.97193804554715)	(21, 38.13642556305993)	(22, 37.99875384754799)	(23, 38.12299068316209)	(24, 38.03357801093895)	(25, 37.94441181491461)	(26, 37.928725043109836)	(27, 37.85083160806261)	(28, 37.87938284879108)	(29, 37.72458517360121)	(30, 37.64438852093976)	(31, 37.56992629402824)	(32, 37.541983018523126)	(33, 37.420047050445085)	(34, 37.304805938064725)	(35, 37.214951404143505)	(36, 37.031616024675444)	(37, 36.991567637505895)	(38, 36.848174891689595)	(39, 34.988791255152314)	(40, 35.61942411052361)	(41, 36.150154578741905)	(42, 36.33612641690913)	(43, 36.223209766849685)	(44, 36.16606239889963)	(45, 36.061625817921204)	(46, 35.91734493056177)	(47, 35.818243920065754)	(48, 35.67099939612391)	(49, 35.49856565328789)	(50, 35.34229504310231)	(51, 35.081026700272155)	(52, 34.98675322035912)	(53, 34.69552984110464)	(54, 34.453414118367235)	(55, 34.21723398807138)	(56, 34.12129669981342)	(57, 33.85439818070108)	(58, 33.610711336701904)	(59, 33.371623924698234)	(60, 33.11112546747755)	(61, 32.78128330060771)	(62, 32.45355328999664)	(63, 31.062585119831425)
