#Transcript position	Transcript coverage profile
0.0	2395.4889970028544
1.0	2760.4831111520944
2.0	3082.8819568849176
3.0	3725.4104363361316
4.0	4417.428913293682
5.0	5151.0340822935705
6.0	5676.451043641736
7.0	5832.374767728288
8.0	6261.304570264863
9.0	6614.059226186647
10.0	6670.4631245220235
11.0	6978.391816302996
12.0	7400.719099458567
13.0	7369.6063154243875
14.0	6939.018190458371
15.0	6553.585730771693
16.0	6317.602321813917
17.0	6168.166402210081
18.0	6095.83366823715
19.0	6257.98133247936
20.0	6471.333899588006
21.0	6505.310850037864
22.0	6597.015605664871
23.0	6787.346824368367
24.0	6322.891929722223
25.0	5951.498887602452
26.0	5817.0984725267035
27.0	5821.436271296128
28.0	5897.013701586016
29.0	5654.760085835973
30.0	5560.1386728457765
31.0	5482.697757286066
32.0	5677.238743593993
33.0	5834.884568783801
34.0	5859.501854527387
35.0	5800.286380605695
36.0	5835.749639527978
37.0	5697.069796936937
38.0	5670.133015582436
39.0	5337.071752979133
40.0	5351.039803443328
41.0	5285.3880583589025
42.0	4922.817710242726
43.0	4923.891705870164
44.0	5005.914200265929
45.0	5166.633651150827
46.0	5354.64645584242
47.0	5633.53931529278
48.0	5750.219595660308
49.0	5757.4540047345845
50.0	5650.8159988065845
51.0	5638.185638053711
52.0	5585.089931691193
53.0	5494.543741848825
54.0	5530.766089176416
55.0	5603.608604614733
56.0	5611.442143762154
57.0	5693.042904069361
58.0	5645.44345479851
59.0	5674.152058676799
60.0	5665.204299070189
61.0	5463.341095370148
62.0	5306.658620698039
63.0	5197.024803504078
64.0	5175.65309513376
65.0	5098.875390411505
66.0	5068.10486989264
67.0	5068.671474836113
68.0	5048.828354708389
69.0	5208.502480492841
70.0	5132.106403511174
71.0	5188.950938680549
72.0	5141.315548753928
73.0	4950.518410651861
74.0	4773.43627850327
75.0	4673.219547133475
76.0	4742.970073974749
77.0	4946.059970655122
78.0	5004.557623240372
79.0	5038.022122816199
80.0	4962.464804696287
81.0	5014.138212266088
82.0	4972.725366152619
83.0	4813.3452125404265
84.0	4446.83969665877
85.0	4367.114194940445
86.0	4259.62222329228
87.0	4050.54726927542
88.0	3892.2402242246712
89.0	3440.7326153084423
90.0	3177.8501701520377
91.0	3069.694044087688
92.0	3011.8342323456186
93.0	2898.64730983864
94.0	2957.652392640498
95.0	2789.46774415317
96.0	2024.3522033015017
97.0	1190.2051542882436
98.0	660.8062644525787
99.0	195.2228510027871
