Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
Cyp_rep1	(0, 17382.096428635443)	(1, 20287.583599940546)	(2, 21329.356755537476)	(3, 23623.711710055173)	(4, 26310.20111393555)	(5, 29395.653132891475)	(6, 32060.15570899282)	(7, 33762.04893979047)	(8, 35584.45237997168)	(9, 37078.994745727774)	(10, 38153.591663286694)	(11, 39029.60686270076)	(12, 40105.06909495909)	(13, 40672.90238170964)	(14, 40492.791624589445)	(15, 40353.341977406475)	(16, 40191.5470803205)	(17, 40586.031285404984)	(18, 40892.02007415519)	(19, 41278.96156618012)	(20, 41630.186113130505)	(21, 41738.90757771581)	(22, 41950.424893215924)	(23, 42293.692646784824)	(24, 41662.54418511414)	(25, 40998.57540762079)	(26, 40679.59771923469)	(27, 40502.025584134215)	(28, 40526.53576073201)	(29, 40430.32051964987)	(30, 40475.94378716984)	(31, 40598.58733387358)	(32, 40869.10496468364)	(33, 41189.94075302732)	(34, 41311.94736629209)	(35, 41510.017409528264)	(36, 41587.037734432655)	(37, 41529.33693986151)	(38, 41460.56102761187)	(39, 40946.972437875345)	(40, 40708.01474319411)	(41, 40464.41258201841)	(42, 39974.63864734292)	(43, 39751.42501566842)	(44, 39615.34075914456)	(45, 39595.306267972315)	(46, 39516.76893868724)	(47, 39659.26832593204)	(48, 39499.77930502093)	(49, 39119.70017641129)	(50, 38624.94153724304)	(51, 38318.56599709867)	(52, 38039.87627691109)	(53, 37957.54322328373)	(54, 38090.79565773501)	(55, 38173.29006316364)	(56, 37949.93547588819)	(57, 38048.39867398213)	(58, 37955.9503941204)	(59, 37944.468471776774)	(60, 37971.07271472398)	(61, 37758.31832338161)	(62, 37507.53473229119)	(63, 37465.67043861563)	(64, 37330.93543439804)	(65, 36971.34504126307)	(66, 36621.45786735694)	(67, 36370.03669164912)	(68, 36221.07761484955)	(69, 36149.5872397417)	(70, 36159.22533596558)	(71, 36211.51047347392)	(72, 36268.24068613518)	(73, 36282.85478324612)	(74, 36195.43607313575)	(75, 36162.30946662529)	(76, 36289.58793467119)	(77, 36553.73159776627)	(78, 36423.7382235798)	(79, 36268.31703653082)	(80, 36082.89153940236)	(81, 36120.38004367382)	(82, 35915.960988291554)	(83, 35480.36390204108)	(84, 34742.224948352225)	(85, 34358.817400613785)	(86, 34137.1561968775)	(87, 33882.928686777785)	(88, 33240.25336248961)	(89, 31897.157625905158)	(90, 30551.62103232461)	(91, 29729.23766356986)	(92, 29062.55591468799)	(93, 27817.292028419124)	(94, 25949.262303026848)	(95, 22999.95054925524)	(96, 18580.125549021446)	(97, 12911.233381511489)	(98, 7093.347002958409)	(99, 2033.6078010619162)
Cyp_rep2	(0, 17517.57197925273)	(1, 20707.843156248317)	(2, 21943.255173372803)	(3, 24217.5579686116)	(4, 26808.818282647208)	(5, 29738.60446426689)	(6, 32308.799242488156)	(7, 33997.94759336248)	(8, 35881.09343454029)	(9, 37506.07280844557)	(10, 38549.05569490637)	(11, 39576.22247839148)	(12, 40532.466154026326)	(13, 41085.69054445564)	(14, 40974.69322613939)	(15, 40950.05205900079)	(16, 40806.242684061704)	(17, 40970.11947858231)	(18, 41293.84747442412)	(19, 41697.44721413821)	(20, 42150.114861558286)	(21, 42300.85929023696)	(22, 42547.690120533574)	(23, 42900.20791909355)	(24, 42351.27279588229)	(25, 41700.68352349774)	(26, 41401.29854485873)	(27, 41329.0156983783)	(28, 41478.25082430124)	(29, 41340.68642456432)	(30, 41295.125945919186)	(31, 41380.802485419066)	(32, 41500.28349619464)	(33, 41753.10480570862)	(34, 41777.01782747675)	(35, 41783.57858807596)	(36, 41854.34332027165)	(37, 41772.67909368577)	(38, 41695.00516345555)	(39, 41320.75400156882)	(40, 41148.70363247217)	(41, 41032.184345103604)	(42, 40576.166973389285)	(43, 40329.45948963955)	(44, 40152.93479104772)	(45, 40151.4554947325)	(46, 40100.09939580658)	(47, 40215.62011484761)	(48, 40110.72074926227)	(49, 39838.49917164204)	(50, 39406.65180309774)	(51, 39122.170318678574)	(52, 38903.24568961995)	(53, 38789.748181250296)	(54, 38845.41356833692)	(55, 38903.63282803429)	(56, 38722.57710601026)	(57, 38815.120116796774)	(58, 38650.703823364434)	(59, 38544.50118361784)	(60, 38595.350766186755)	(61, 38354.50352870792)	(62, 38123.63929941969)	(63, 37965.50118632199)	(64, 37855.87217464891)	(65, 37395.015221592854)	(66, 37084.91727118882)	(67, 36919.38462659291)	(68, 36869.68070881664)	(69, 36873.137090327975)	(70, 36929.70472463208)	(71, 37006.72946610544)	(72, 37047.49553910204)	(73, 37044.85589223159)	(74, 36972.196056309935)	(75, 36896.17220499196)	(76, 36805.90783180762)	(77, 36761.41237370577)	(78, 36527.18442948355)	(79, 36479.991140215156)	(80, 36216.77218210723)	(81, 36227.213947571145)	(82, 35991.18638609234)	(83, 35621.10694999939)	(84, 34928.84793093972)	(85, 34570.11035761307)	(86, 34326.28599086458)	(87, 34063.516653946)	(88, 33527.89781978838)	(89, 32362.822714450096)	(90, 31088.073934005628)	(91, 29996.60798420772)	(92, 28796.213630845858)	(93, 26986.514262534383)	(94, 24817.31293805261)	(95, 21815.697202573778)	(96, 17701.732220781618)	(97, 12635.261623505841)	(98, 7205.541238548357)	(99, 2096.1711438985026)
Cyp_rep3	(0, 17458.568082965754)	(1, 20505.315608544104)	(2, 21698.710429069084)	(3, 24034.50069444069)	(4, 26714.87472225481)	(5, 29742.101016053643)	(6, 32319.365755919243)	(7, 34008.47061073468)	(8, 36017.28893904153)	(9, 37624.820911980234)	(10, 38626.06287412345)	(11, 39486.74226297483)	(12, 40453.87312710093)	(13, 41036.153988913335)	(14, 40974.73667382271)	(15, 41028.86950669115)	(16, 41126.686355097)	(17, 41557.79665586327)	(18, 41932.91197907804)	(19, 42376.095288177086)	(20, 42813.724693684126)	(21, 42969.966150722306)	(22, 43340.66813411579)	(23, 43862.8310488945)	(24, 43466.594692211154)	(25, 42914.147532417555)	(26, 42663.156904484706)	(27, 42625.65525635279)	(28, 42780.20707929992)	(29, 42665.53428435336)	(30, 42719.32083933842)	(31, 42895.85384311616)	(32, 43104.94471936292)	(33, 43401.27637832028)	(34, 43491.224680488565)	(35, 43593.20931362808)	(36, 43676.17310931445)	(37, 43541.12029122)	(38, 43406.1701578213)	(39, 42947.338575196634)	(40, 42746.611364393)	(41, 42640.415614770885)	(42, 42261.52280681537)	(43, 42032.72031589962)	(44, 41850.431833895134)	(45, 41648.755522569)	(46, 41463.769941606355)	(47, 41529.28976933816)	(48, 41426.51560950506)	(49, 41201.086493896975)	(50, 40736.975909191846)	(51, 40426.637897215915)	(52, 40233.08766840984)	(53, 40197.95804458073)	(54, 40378.01926306957)	(55, 40505.762923273694)	(56, 40440.61752003012)	(57, 40627.439322897044)	(58, 40457.407277219245)	(59, 40353.044192990834)	(60, 40340.147442125206)	(61, 39955.0670904175)	(62, 39685.631241960975)	(63, 39502.281952000776)	(64, 39427.33255805731)	(65, 38999.14707012934)	(66, 38798.95540509666)	(67, 38647.12434471075)	(68, 38597.49630764793)	(69, 38652.06768074242)	(70, 38700.07591864546)	(71, 38827.44165616929)	(72, 38873.30205260316)	(73, 38805.47263580705)	(74, 38786.98361276112)	(75, 38662.44991180985)	(76, 38650.01619257681)	(77, 38678.834414634424)	(78, 38459.99494018499)	(79, 38442.55250615428)	(80, 38133.36057342405)	(81, 38080.97668597595)	(82, 37799.81882763278)	(83, 37356.725387326966)	(84, 36560.9027523951)	(85, 36107.56176606083)	(86, 35765.548898597925)	(87, 35406.11140873929)	(88, 34914.886698679984)	(89, 33790.39723676453)	(90, 32668.42003497663)	(91, 31584.301782516577)	(92, 30276.243057479758)	(93, 28468.35002013899)	(94, 26279.805457159804)	(95, 23107.407322874787)	(96, 18688.360606799753)	(97, 13229.330122932117)	(98, 7518.684253308092)	(99, 2182.9904609760115)
Cyp_rep4	(0, 16769.655716128982)	(1, 19887.671472892114)	(2, 21115.626412213238)	(3, 23523.584517388692)	(4, 26172.17722939719)	(5, 29068.865826964957)	(6, 31529.87328892335)	(7, 33165.1718371952)	(8, 35038.41693665797)	(9, 36517.536415502786)	(10, 37535.185874425006)	(11, 38391.796065502895)	(12, 39352.05028225031)	(13, 39975.37097612418)	(14, 39881.96756523629)	(15, 39897.29099846075)	(16, 39915.706977682006)	(17, 40246.93776745896)	(18, 40585.86093785011)	(19, 41070.72672165241)	(20, 41506.52276503179)	(21, 41680.86053304863)	(22, 41971.11836629951)	(23, 42368.756180639866)	(24, 41887.1031215422)	(25, 41317.66216958848)	(26, 41046.74404980995)	(27, 41071.413799755)	(28, 41374.38256004197)	(29, 41206.95728754318)	(30, 41288.3758930859)	(31, 41463.60483639988)	(32, 41700.459464421205)	(33, 41973.376684279225)	(34, 42085.66025031903)	(35, 42228.54275259747)	(36, 42341.71303418529)	(37, 42311.16921887753)	(38, 42256.141949064724)	(39, 41831.9559982454)	(40, 41641.15081868575)	(41, 41535.69921349387)	(42, 41083.103374815684)	(43, 40868.5159544532)	(44, 40674.324359493476)	(45, 40576.512882008654)	(46, 40397.78261200476)	(47, 40509.544244953)	(48, 40390.965857278876)	(49, 40146.86946466602)	(50, 39784.45961310914)	(51, 39560.19598581734)	(52, 39323.23116038207)	(53, 39179.624358280445)	(54, 39197.283679139604)	(55, 39233.08774098784)	(56, 38958.998375213865)	(57, 39053.145727177514)	(58, 38841.747623873496)	(59, 38757.34004840529)	(60, 38798.969037462695)	(61, 38498.65485394433)	(62, 38172.9762856962)	(63, 38148.37935346606)	(64, 38017.249236375894)	(65, 37644.28200561206)	(66, 37339.19321654761)	(67, 37072.21806155002)	(68, 36974.069373276754)	(69, 36999.85047810347)	(70, 37074.80399037986)	(71, 37225.97955188776)	(72, 37363.75170519924)	(73, 37405.77394238796)	(74, 37408.89323633499)	(75, 37414.76515553779)	(76, 37515.95670001835)	(77, 37739.973201970395)	(78, 37581.547196897925)	(79, 37431.92703566616)	(80, 37114.26356141598)	(81, 37071.83857426243)	(82, 36807.85622912467)	(83, 36288.263453154184)	(84, 35523.78676725638)	(85, 35202.174400974385)	(86, 35018.176830040444)	(87, 34726.50786950428)	(88, 34142.75725729936)	(89, 32874.11165182485)	(90, 31702.976664681162)	(91, 30906.602905597505)	(92, 30224.33615721875)	(93, 28920.77552930368)	(94, 27137.622951955564)	(95, 24196.38076956444)	(96, 19581.358024120527)	(97, 13650.206090205911)	(98, 7572.825394528623)	(99, 2177.3423020476594)
Cyp_rep5	(0, 18765.015800257046)	(1, 22107.68590984527)	(2, 23273.722093546938)	(3, 25887.34830192821)	(4, 28807.424161020976)	(5, 31982.94067797521)	(6, 34719.84025595662)	(7, 36405.965985023264)	(8, 38391.74396174082)	(9, 40047.390032534844)	(10, 41104.22395723309)	(11, 41962.773221237425)	(12, 43081.78147295547)	(13, 43678.66592841176)	(14, 43530.75717210344)	(15, 43524.306199230814)	(16, 43688.32946328116)	(17, 44217.2602616871)	(18, 44506.99439777844)	(19, 44909.36710183813)	(20, 45345.73525143036)	(21, 45517.40449169667)	(22, 45865.38727216415)	(23, 46401.711093353)	(24, 45829.42997463854)	(25, 45057.96514869046)	(26, 44652.124132186036)	(27, 44576.666877533185)	(28, 44705.85001488192)	(29, 44545.039489079216)	(30, 44640.9348414504)	(31, 44772.46378895699)	(32, 44980.31846788007)	(33, 45350.5547407461)	(34, 45485.130451975376)	(35, 45644.32787562695)	(36, 45616.06527943547)	(37, 45516.90615436365)	(38, 45432.269441292396)	(39, 44880.53006688015)	(40, 44611.5857533508)	(41, 44446.86481882734)	(42, 43993.6191294662)	(43, 43791.649781072156)	(44, 43689.39966461675)	(45, 43712.793472075726)	(46, 43643.928957654425)	(47, 43780.07544897847)	(48, 43629.67859147055)	(49, 43317.60768351944)	(50, 42800.43008165853)	(51, 42526.20190781235)	(52, 42280.32403554178)	(53, 42236.72269410755)	(54, 42389.360632063705)	(55, 42524.24100613206)	(56, 42410.989541604715)	(57, 42643.7902559573)	(58, 42472.0855654973)	(59, 42329.019005509246)	(60, 42360.6926183657)	(61, 42026.81325616444)	(62, 41711.46849936751)	(63, 41660.745395411934)	(64, 41586.01597820228)	(65, 41173.22219351118)	(66, 40942.039294384886)	(67, 40656.26102804518)	(68, 40505.7619865288)	(69, 40524.15818200616)	(70, 40570.44839109309)	(71, 40703.36738926859)	(72, 40791.24432938783)	(73, 40787.408816109826)	(74, 40646.26192218675)	(75, 40540.706123770105)	(76, 40682.45429028634)	(77, 40869.482279968026)	(78, 40591.76867186769)	(79, 40444.880766999944)	(80, 40147.673533696194)	(81, 40164.55114998439)	(82, 39892.875336892466)	(83, 39447.1991809241)	(84, 38597.91899183951)	(85, 38181.37318265772)	(86, 37999.88286894955)	(87, 37687.12542561734)	(88, 37106.89740815219)	(89, 35688.66483953543)	(90, 34365.186613059646)	(91, 33422.3479078864)	(92, 32536.98626579155)	(93, 31040.093983983872)	(94, 29006.4951492002)	(95, 25711.16629462517)	(96, 20718.280013726282)	(97, 14463.798868271248)	(98, 8083.776316053957)	(99, 2324.880085413309)
IL1b_rep1	(0, 17435.87968251395)	(1, 20335.76234756599)	(2, 21372.237500816605)	(3, 23726.348548228045)	(4, 26718.260081163902)	(5, 30566.57130261636)	(6, 33345.813982191954)	(7, 35087.71269647702)	(8, 37170.37627004713)	(9, 39003.03848809048)	(10, 40154.45921638388)	(11, 40676.70139258183)	(12, 41481.082372736324)	(13, 41901.992289406466)	(14, 41748.83397066166)	(15, 41608.55695964305)	(16, 41479.8240419738)	(17, 41602.774888848064)	(18, 41606.933563967636)	(19, 41516.799022879495)	(20, 41637.373320482206)	(21, 41501.220975303615)	(22, 41814.25349361812)	(23, 42217.87868265827)	(24, 41394.03616073474)	(25, 40639.023323069734)	(26, 40473.33751386863)	(27, 40314.211676515595)	(28, 40242.73704469123)	(29, 40000.552410082164)	(30, 40124.471324385784)	(31, 40274.59042904974)	(32, 40538.27941871408)	(33, 40791.8239280157)	(34, 40778.69664448671)	(35, 40756.35973435955)	(36, 40673.965932335894)	(37, 40548.4864493832)	(38, 40599.193497540575)	(39, 40096.28936072629)	(40, 39844.242498550935)	(41, 39760.38958381998)	(42, 39380.09947633379)	(43, 39396.43243518452)	(44, 39455.50252493708)	(45, 39282.194989980504)	(46, 38998.120303547825)	(47, 39111.37885126212)	(48, 38778.250800159796)	(49, 38509.30342978107)	(50, 38002.89932302283)	(51, 37773.01475169062)	(52, 37425.13647295247)	(53, 37402.14870440573)	(54, 37561.16736583462)	(55, 37738.48917102724)	(56, 37666.488456931256)	(57, 37801.28707248146)	(58, 37584.76980988996)	(59, 37115.41296641367)	(60, 36909.06971221526)	(61, 36412.2733769521)	(62, 36168.23346260666)	(63, 35901.54332541078)	(64, 35918.50068719996)	(65, 35420.50934304363)	(66, 35189.52852450928)	(67, 35268.93863897438)	(68, 35164.72464250266)	(69, 34977.26702553969)	(70, 34869.586204011604)	(71, 35006.68126439995)	(72, 35097.990170695586)	(73, 34992.28714874706)	(74, 34817.39273233537)	(75, 34593.52910716068)	(76, 34743.108898576786)	(77, 35134.74582612731)	(78, 35185.6149588632)	(79, 35261.73619060147)	(80, 34725.89180641543)	(81, 34534.191155553286)	(82, 34006.38339385696)	(83, 33368.33961847279)	(84, 32473.80527703452)	(85, 32148.44317747046)	(86, 31924.104786071952)	(87, 31653.805534485182)	(88, 31381.69859765132)	(89, 30525.51349556082)	(90, 29678.140514061884)	(91, 28965.792016745563)	(92, 28142.25841816883)	(93, 27131.199520669114)	(94, 25233.368619766952)	(95, 22147.408455461675)	(96, 18060.42155614854)	(97, 12971.058087845598)	(98, 7280.354520605466)	(99, 2179.660246858243)
IL1b_rep2	(0, 18676.962552470395)	(1, 21737.078273059946)	(2, 23045.02877223947)	(3, 25722.99055143517)	(4, 28952.3728114642)	(5, 32973.20341426225)	(6, 35950.49776595706)	(7, 37836.33159167284)	(8, 40293.480539692544)	(9, 42510.97191741792)	(10, 43774.23644054976)	(11, 44456.27578032844)	(12, 45443.33980140075)	(13, 46012.37233885053)	(14, 45953.27985878514)	(15, 45852.19963978195)	(16, 45845.919246419675)	(17, 46236.10843903221)	(18, 46347.700434740036)	(19, 46437.67151977748)	(20, 46582.7359505963)	(21, 46529.32547295387)	(22, 46829.087985516744)	(23, 47229.19081048062)	(24, 46346.06956682596)	(25, 45491.01921612713)	(26, 45283.14302090625)	(27, 45074.74540804293)	(28, 44963.73812092519)	(29, 44750.04505054789)	(30, 45009.58255127309)	(31, 45223.85553521427)	(32, 45545.40540850611)	(33, 45811.104387125524)	(34, 45880.54629288144)	(35, 45902.86649383594)	(36, 45800.5645759819)	(37, 45702.66141531044)	(38, 45794.75998430898)	(39, 45277.922350316)	(40, 45071.376560150995)	(41, 45056.57111381007)	(42, 44719.43902504528)	(43, 44740.39103041908)	(44, 44799.16865327812)	(45, 44633.27338156863)	(46, 44355.93358334969)	(47, 44477.77371809353)	(48, 44137.70483710327)	(49, 43919.37946167072)	(50, 43379.30864735652)	(51, 43104.63399771055)	(52, 42739.03174775051)	(53, 42732.60685320773)	(54, 42888.45465123892)	(55, 42998.057864073045)	(56, 42914.33428234237)	(57, 43037.3866571426)	(58, 42838.247243933605)	(59, 42392.01473016964)	(60, 42247.7444540558)	(61, 41742.52020846805)	(62, 41438.17010397946)	(63, 41025.031562796146)	(64, 40963.92846209614)	(65, 40430.93502625615)	(66, 40143.400491274224)	(67, 40153.57106564263)	(68, 40038.63985372755)	(69, 39848.37785156339)	(70, 39655.25619958887)	(71, 39834.421042154005)	(72, 40034.3342585883)	(73, 39837.86757757827)	(74, 39721.87686029893)	(75, 39425.71510156915)	(76, 39599.02255587702)	(77, 39994.73017800879)	(78, 40045.3572857812)	(79, 40186.82571099913)	(80, 39643.30387791789)	(81, 39451.73029910084)	(82, 38843.37617495306)	(83, 37958.74630149781)	(84, 36873.59542620668)	(85, 36441.162944274285)	(86, 36220.062212675235)	(87, 35809.826469303334)	(88, 35444.11325707956)	(89, 34515.32801687288)	(90, 33660.796622228765)	(91, 33102.89153683182)	(92, 32343.88916307553)	(93, 31306.58364942759)	(94, 29291.09062027132)	(95, 25630.178698379397)	(96, 20778.5100542224)	(97, 14759.077106466966)	(98, 8253.652545305453)	(99, 2453.2005053826542)
IL1b_rep3	(0, 8391.014957572197)	(1, 9803.952609336304)	(2, 10373.261999942457)	(3, 11510.250955388336)	(4, 12909.7468342115)	(5, 14711.873557692606)	(6, 16017.982515713358)	(7, 16784.150246887162)	(8, 17773.674223954895)	(9, 18680.231079575686)	(10, 19211.0843983298)	(11, 19451.23580109733)	(12, 19841.827279838155)	(13, 20036.65598139498)	(14, 19988.993469226247)	(15, 19920.314775349492)	(16, 19907.846630690252)	(17, 20051.202092555668)	(18, 20103.92004226908)	(19, 20095.157660249)	(20, 20143.361043815068)	(21, 20116.349380425618)	(22, 20267.77480861674)	(23, 20431.954350385313)	(24, 20015.451555094984)	(25, 19640.562484741546)	(26, 19533.245311473376)	(27, 19428.11010405709)	(28, 19404.904795035385)	(29, 19301.243041055863)	(30, 19396.46071797476)	(31, 19487.30137512433)	(32, 19594.86363275935)	(33, 19710.704124993037)	(34, 19736.55900380432)	(35, 19750.92197521073)	(36, 19707.13228643693)	(37, 19626.45277528535)	(38, 19663.973462809245)	(39, 19422.07761868287)	(40, 19298.093044290054)	(41, 19245.59497917761)	(42, 19068.062741406422)	(43, 19072.70544184591)	(44, 19059.064013547486)	(45, 18999.177396095383)	(46, 18921.729117572333)	(47, 18969.63753938699)	(48, 18823.40739070536)	(49, 18703.974736442964)	(50, 18451.825994258703)	(51, 18362.037425574777)	(52, 18234.2040513596)	(53, 18259.045150848073)	(54, 18332.880907084436)	(55, 18390.319151507058)	(56, 18371.564319645342)	(57, 18452.282385129187)	(58, 18367.82708303637)	(59, 18161.183062650503)	(60, 18118.001185939833)	(61, 17867.675413867953)	(62, 17697.833425620614)	(63, 17494.465963615945)	(64, 17475.35486705322)	(65, 17216.594158069114)	(66, 17111.04554269858)	(67, 17163.403904052993)	(68, 17117.420186794418)	(69, 17059.488274933676)	(70, 17007.93584246249)	(71, 17073.29377758248)	(72, 17138.19722253602)	(73, 17073.713082520888)	(74, 17047.764982735887)	(75, 16929.930193991753)	(76, 17018.60632817263)	(77, 17213.372403740257)	(78, 17238.7353246796)	(79, 17305.4560004386)	(80, 17069.823512844465)	(81, 17002.641602706506)	(82, 16775.885086088216)	(83, 16377.68971891598)	(84, 15850.638607133493)	(85, 15641.82939113981)	(86, 15543.904379685755)	(87, 15363.8949159953)	(88, 15223.652931455808)	(89, 14815.643471066269)	(90, 14442.903517167913)	(91, 14181.046570681108)	(92, 13823.180352999592)	(93, 13375.096029274435)	(94, 12537.723298142802)	(95, 10978.6772615347)	(96, 8887.966649491771)	(97, 6324.0187732140375)	(98, 3534.5394601457947)	(99, 1050.3115484513728)
IL1b_rep4	(0, 16209.768062118801)	(1, 18690.021134782786)	(2, 19805.745789761124)	(3, 22065.00422243454)	(4, 24901.425824586455)	(5, 28497.789425273524)	(6, 30869.275449364122)	(7, 32319.446411316185)	(8, 34336.44051048077)	(9, 36115.3453454044)	(10, 37126.21251028731)	(11, 37641.70629706021)	(12, 38544.530169966536)	(13, 39147.58729149367)	(14, 39033.65888809864)	(15, 38972.36915727512)	(16, 39220.665831185586)	(17, 39646.89405930646)	(18, 39601.37884731117)	(19, 39565.002718672324)	(20, 39619.970042481014)	(21, 39516.8694236098)	(22, 39742.77477540469)	(23, 40003.19883102541)	(24, 39103.22719159959)	(25, 38375.43616226522)	(26, 38257.98284837146)	(27, 38080.296428245645)	(28, 38097.83126584314)	(29, 37863.38876940016)	(30, 38101.4072140677)	(31, 38273.9592276037)	(32, 38485.88331822225)	(33, 38624.520309548985)	(34, 38604.94076521951)	(35, 38658.13873827424)	(36, 38632.68232809118)	(37, 38507.96705446572)	(38, 38596.39923759312)	(39, 38116.55905193601)	(40, 37798.20405486953)	(41, 37675.509488425334)	(42, 37380.65447708044)	(43, 37472.672493879334)	(44, 37491.857446005226)	(45, 37358.30694124403)	(46, 37097.913351462295)	(47, 37179.27617656585)	(48, 36912.40726158206)	(49, 36692.13381414098)	(50, 36184.123231101126)	(51, 35940.76637365308)	(52, 35639.77321665784)	(53, 35720.106731575455)	(54, 35817.85946088217)	(55, 35863.36973279974)	(56, 35672.81060753992)	(57, 35818.079947546226)	(58, 35593.73086320786)	(59, 35252.86845171905)	(60, 35187.73971827503)	(61, 34790.09339895681)	(62, 34541.551152719585)	(63, 34208.371325490494)	(64, 34076.26138644496)	(65, 33581.675255105525)	(66, 33344.94406481783)	(67, 33373.77380912318)	(68, 33317.131412524795)	(69, 33368.299706881226)	(70, 33320.40191490538)	(71, 33618.11023942191)	(72, 33939.788226124736)	(73, 33826.41316630842)	(74, 33863.63757211873)	(75, 33564.98975255276)	(76, 33707.16498157489)	(77, 34020.11952426671)	(78, 33814.51343797532)	(79, 33847.360930745184)	(80, 33292.55188759972)	(81, 33274.75992864232)	(82, 32924.43286568805)	(83, 32175.536376857075)	(84, 31265.76915461443)	(85, 31055.08214225707)	(86, 31031.67673718691)	(87, 30580.4415836944)	(88, 30416.323196757017)	(89, 29664.63725289136)	(90, 29034.737537340305)	(91, 28674.35440644815)	(92, 28117.277569490914)	(93, 27459.96545948284)	(94, 25936.419259001552)	(95, 22737.618993415297)	(96, 18425.55387658327)	(97, 13058.048169940164)	(98, 7350.890757017063)	(99, 2166.426715105339)
IL1b_rep5	(0, 19953.06480001538)	(1, 22972.273583473863)	(2, 24178.63279622701)	(3, 26882.28296842893)	(4, 30190.002900771997)	(5, 34589.41195107736)	(6, 37409.91172029025)	(7, 39014.21038820859)	(8, 41220.089592300974)	(9, 43259.62158168414)	(10, 44363.72574184238)	(11, 44979.157555805745)	(12, 45915.689569131)	(13, 46494.99077288582)	(14, 46338.79970398625)	(15, 46128.61099276711)	(16, 46380.34284433552)	(17, 46760.863680961105)	(18, 46685.69103637682)	(19, 46595.26913225969)	(20, 46649.09538395876)	(21, 46495.80568085792)	(22, 46745.627370880284)	(23, 47079.99890486863)	(24, 46032.93239932153)	(25, 45226.40168515939)	(26, 45085.61178394688)	(27, 44948.63429797603)	(28, 44961.66042352806)	(29, 44608.09611182181)	(30, 44819.47336204398)	(31, 45078.15781781117)	(32, 45355.72849330163)	(33, 45555.49455765313)	(34, 45530.48254087624)	(35, 45533.01157682165)	(36, 45420.11423343259)	(37, 45210.47081095198)	(38, 45290.96589205009)	(39, 44745.316100768505)	(40, 44473.51014098445)	(41, 44323.3309245469)	(42, 43943.142174026674)	(43, 44041.75884672169)	(44, 44103.923559998795)	(45, 43980.92948468853)	(46, 43680.44766200356)	(47, 43789.12164901352)	(48, 43460.75306160218)	(49, 43202.42825904973)	(50, 42511.34584508273)	(51, 42202.517283976995)	(52, 41847.54280719736)	(53, 41992.50670837751)	(54, 42177.9956951688)	(55, 42245.80526588473)	(56, 42124.993704526634)	(57, 42272.937105412704)	(58, 42019.29789304488)	(59, 41483.996682186276)	(60, 41348.974248606246)	(61, 40745.791425422445)	(62, 40456.71885953844)	(63, 40063.9976283082)	(64, 39946.13038820146)	(65, 39367.63115155846)	(66, 39180.82079929357)	(67, 39303.07945951772)	(68, 39246.978893608095)	(69, 39329.6948316343)	(70, 39272.25200883098)	(71, 39537.120782696555)	(72, 39878.994013800795)	(73, 39672.36365732893)	(74, 39619.11491886245)	(75, 39250.10919028031)	(76, 39554.22714974605)	(77, 40006.18834247852)	(78, 39858.618992025964)	(79, 40004.53026932036)	(80, 39364.511602169325)	(81, 39367.631003073606)	(82, 38893.44812664151)	(83, 37895.71518136065)	(84, 36670.327164533934)	(85, 36391.949755452566)	(86, 36345.777223284276)	(87, 35825.290535942855)	(88, 35659.56810730824)	(89, 34690.75494724441)	(90, 33835.5909911796)	(91, 33183.406225667444)	(92, 32167.80413174656)	(93, 31176.04781947659)	(94, 29334.722050413016)	(95, 25800.0269287116)	(96, 21009.270205791054)	(97, 15064.815613523417)	(98, 8600.682254758547)	(99, 2561.5413366503585)
