Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
Cyp_rep1	17382.096428635443	20287.583599940546	21329.356755537476	23623.711710055173	26310.20111393555	29395.653132891475	32060.15570899282	33762.04893979047	35584.45237997168	37078.994745727774	38153.591663286694	39029.60686270076	40105.06909495909	40672.90238170964	40492.791624589445	40353.341977406475	40191.5470803205	40586.031285404984	40892.02007415519	41278.96156618012	41630.186113130505	41738.90757771581	41950.424893215924	42293.692646784824	41662.54418511414	40998.57540762079	40679.59771923469	40502.025584134215	40526.53576073201	40430.32051964987	40475.94378716984	40598.58733387358	40869.10496468364	41189.94075302732	41311.94736629209	41510.017409528264	41587.037734432655	41529.33693986151	41460.56102761187	40946.972437875345	40708.01474319411	40464.41258201841	39974.63864734292	39751.42501566842	39615.34075914456	39595.306267972315	39516.76893868724	39659.26832593204	39499.77930502093	39119.70017641129	38624.94153724304	38318.56599709867	38039.87627691109	37957.54322328373	38090.79565773501	38173.29006316364	37949.93547588819	38048.39867398213	37955.9503941204	37944.468471776774	37971.07271472398	37758.31832338161	37507.53473229119	37465.67043861563	37330.93543439804	36971.34504126307	36621.45786735694	36370.03669164912	36221.07761484955	36149.5872397417	36159.22533596558	36211.51047347392	36268.24068613518	36282.85478324612	36195.43607313575	36162.30946662529	36289.58793467119	36553.73159776627	36423.7382235798	36268.31703653082	36082.89153940236	36120.38004367382	35915.960988291554	35480.36390204108	34742.224948352225	34358.817400613785	34137.1561968775	33882.928686777785	33240.25336248961	31897.157625905158	30551.62103232461	29729.23766356986	29062.55591468799	27817.292028419124	25949.262303026848	22999.95054925524	18580.125549021446	12911.233381511489	7093.347002958409	2033.6078010619162
Cyp_rep2	17517.57197925273	20707.843156248317	21943.255173372803	24217.5579686116	26808.818282647208	29738.60446426689	32308.799242488156	33997.94759336248	35881.09343454029	37506.07280844557	38549.05569490637	39576.22247839148	40532.466154026326	41085.69054445564	40974.69322613939	40950.05205900079	40806.242684061704	40970.11947858231	41293.84747442412	41697.44721413821	42150.114861558286	42300.85929023696	42547.690120533574	42900.20791909355	42351.27279588229	41700.68352349774	41401.29854485873	41329.0156983783	41478.25082430124	41340.68642456432	41295.125945919186	41380.802485419066	41500.28349619464	41753.10480570862	41777.01782747675	41783.57858807596	41854.34332027165	41772.67909368577	41695.00516345555	41320.75400156882	41148.70363247217	41032.184345103604	40576.166973389285	40329.45948963955	40152.93479104772	40151.4554947325	40100.09939580658	40215.62011484761	40110.72074926227	39838.49917164204	39406.65180309774	39122.170318678574	38903.24568961995	38789.748181250296	38845.41356833692	38903.63282803429	38722.57710601026	38815.120116796774	38650.703823364434	38544.50118361784	38595.350766186755	38354.50352870792	38123.63929941969	37965.50118632199	37855.87217464891	37395.015221592854	37084.91727118882	36919.38462659291	36869.68070881664	36873.137090327975	36929.70472463208	37006.72946610544	37047.49553910204	37044.85589223159	36972.196056309935	36896.17220499196	36805.90783180762	36761.41237370577	36527.18442948355	36479.991140215156	36216.77218210723	36227.213947571145	35991.18638609234	35621.10694999939	34928.84793093972	34570.11035761307	34326.28599086458	34063.516653946	33527.89781978838	32362.822714450096	31088.073934005628	29996.60798420772	28796.213630845858	26986.514262534383	24817.31293805261	21815.697202573778	17701.732220781618	12635.261623505841	7205.541238548357	2096.1711438985026
Cyp_rep3	17458.568082965754	20505.315608544104	21698.710429069084	24034.50069444069	26714.87472225481	29742.101016053643	32319.365755919243	34008.47061073468	36017.28893904153	37624.820911980234	38626.06287412345	39486.74226297483	40453.87312710093	41036.153988913335	40974.73667382271	41028.86950669115	41126.686355097	41557.79665586327	41932.91197907804	42376.095288177086	42813.724693684126	42969.966150722306	43340.66813411579	43862.8310488945	43466.594692211154	42914.147532417555	42663.156904484706	42625.65525635279	42780.20707929992	42665.53428435336	42719.32083933842	42895.85384311616	43104.94471936292	43401.27637832028	43491.224680488565	43593.20931362808	43676.17310931445	43541.12029122	43406.1701578213	42947.338575196634	42746.611364393	42640.415614770885	42261.52280681537	42032.72031589962	41850.431833895134	41648.755522569	41463.769941606355	41529.28976933816	41426.51560950506	41201.086493896975	40736.975909191846	40426.637897215915	40233.08766840984	40197.95804458073	40378.01926306957	40505.762923273694	40440.61752003012	40627.439322897044	40457.407277219245	40353.044192990834	40340.147442125206	39955.0670904175	39685.631241960975	39502.281952000776	39427.33255805731	38999.14707012934	38798.95540509666	38647.12434471075	38597.49630764793	38652.06768074242	38700.07591864546	38827.44165616929	38873.30205260316	38805.47263580705	38786.98361276112	38662.44991180985	38650.01619257681	38678.834414634424	38459.99494018499	38442.55250615428	38133.36057342405	38080.97668597595	37799.81882763278	37356.725387326966	36560.9027523951	36107.56176606083	35765.548898597925	35406.11140873929	34914.886698679984	33790.39723676453	32668.42003497663	31584.301782516577	30276.243057479758	28468.35002013899	26279.805457159804	23107.407322874787	18688.360606799753	13229.330122932117	7518.684253308092	2182.9904609760115
Cyp_rep4	16769.655716128982	19887.671472892114	21115.626412213238	23523.584517388692	26172.17722939719	29068.865826964957	31529.87328892335	33165.1718371952	35038.41693665797	36517.536415502786	37535.185874425006	38391.796065502895	39352.05028225031	39975.37097612418	39881.96756523629	39897.29099846075	39915.706977682006	40246.93776745896	40585.86093785011	41070.72672165241	41506.52276503179	41680.86053304863	41971.11836629951	42368.756180639866	41887.1031215422	41317.66216958848	41046.74404980995	41071.413799755	41374.38256004197	41206.95728754318	41288.3758930859	41463.60483639988	41700.459464421205	41973.376684279225	42085.66025031903	42228.54275259747	42341.71303418529	42311.16921887753	42256.141949064724	41831.9559982454	41641.15081868575	41535.69921349387	41083.103374815684	40868.5159544532	40674.324359493476	40576.512882008654	40397.78261200476	40509.544244953	40390.965857278876	40146.86946466602	39784.45961310914	39560.19598581734	39323.23116038207	39179.624358280445	39197.283679139604	39233.08774098784	38958.998375213865	39053.145727177514	38841.747623873496	38757.34004840529	38798.969037462695	38498.65485394433	38172.9762856962	38148.37935346606	38017.249236375894	37644.28200561206	37339.19321654761	37072.21806155002	36974.069373276754	36999.85047810347	37074.80399037986	37225.97955188776	37363.75170519924	37405.77394238796	37408.89323633499	37414.76515553779	37515.95670001835	37739.973201970395	37581.547196897925	37431.92703566616	37114.26356141598	37071.83857426243	36807.85622912467	36288.263453154184	35523.78676725638	35202.174400974385	35018.176830040444	34726.50786950428	34142.75725729936	32874.11165182485	31702.976664681162	30906.602905597505	30224.33615721875	28920.77552930368	27137.622951955564	24196.38076956444	19581.358024120527	13650.206090205911	7572.825394528623	2177.3423020476594
Cyp_rep5	18765.015800257046	22107.68590984527	23273.722093546938	25887.34830192821	28807.424161020976	31982.94067797521	34719.84025595662	36405.965985023264	38391.74396174082	40047.390032534844	41104.22395723309	41962.773221237425	43081.78147295547	43678.66592841176	43530.75717210344	43524.306199230814	43688.32946328116	44217.2602616871	44506.99439777844	44909.36710183813	45345.73525143036	45517.40449169667	45865.38727216415	46401.711093353	45829.42997463854	45057.96514869046	44652.124132186036	44576.666877533185	44705.85001488192	44545.039489079216	44640.9348414504	44772.46378895699	44980.31846788007	45350.5547407461	45485.130451975376	45644.32787562695	45616.06527943547	45516.90615436365	45432.269441292396	44880.53006688015	44611.5857533508	44446.86481882734	43993.6191294662	43791.649781072156	43689.39966461675	43712.793472075726	43643.928957654425	43780.07544897847	43629.67859147055	43317.60768351944	42800.43008165853	42526.20190781235	42280.32403554178	42236.72269410755	42389.360632063705	42524.24100613206	42410.989541604715	42643.7902559573	42472.0855654973	42329.019005509246	42360.6926183657	42026.81325616444	41711.46849936751	41660.745395411934	41586.01597820228	41173.22219351118	40942.039294384886	40656.26102804518	40505.7619865288	40524.15818200616	40570.44839109309	40703.36738926859	40791.24432938783	40787.408816109826	40646.26192218675	40540.706123770105	40682.45429028634	40869.482279968026	40591.76867186769	40444.880766999944	40147.673533696194	40164.55114998439	39892.875336892466	39447.1991809241	38597.91899183951	38181.37318265772	37999.88286894955	37687.12542561734	37106.89740815219	35688.66483953543	34365.186613059646	33422.3479078864	32536.98626579155	31040.093983983872	29006.4951492002	25711.16629462517	20718.280013726282	14463.798868271248	8083.776316053957	2324.880085413309
IL1b_rep1	17435.87968251395	20335.76234756599	21372.237500816605	23726.348548228045	26718.260081163902	30566.57130261636	33345.813982191954	35087.71269647702	37170.37627004713	39003.03848809048	40154.45921638388	40676.70139258183	41481.082372736324	41901.992289406466	41748.83397066166	41608.55695964305	41479.8240419738	41602.774888848064	41606.933563967636	41516.799022879495	41637.373320482206	41501.220975303615	41814.25349361812	42217.87868265827	41394.03616073474	40639.023323069734	40473.33751386863	40314.211676515595	40242.73704469123	40000.552410082164	40124.471324385784	40274.59042904974	40538.27941871408	40791.8239280157	40778.69664448671	40756.35973435955	40673.965932335894	40548.4864493832	40599.193497540575	40096.28936072629	39844.242498550935	39760.38958381998	39380.09947633379	39396.43243518452	39455.50252493708	39282.194989980504	38998.120303547825	39111.37885126212	38778.250800159796	38509.30342978107	38002.89932302283	37773.01475169062	37425.13647295247	37402.14870440573	37561.16736583462	37738.48917102724	37666.488456931256	37801.28707248146	37584.76980988996	37115.41296641367	36909.06971221526	36412.2733769521	36168.23346260666	35901.54332541078	35918.50068719996	35420.50934304363	35189.52852450928	35268.93863897438	35164.72464250266	34977.26702553969	34869.586204011604	35006.68126439995	35097.990170695586	34992.28714874706	34817.39273233537	34593.52910716068	34743.108898576786	35134.74582612731	35185.6149588632	35261.73619060147	34725.89180641543	34534.191155553286	34006.38339385696	33368.33961847279	32473.80527703452	32148.44317747046	31924.104786071952	31653.805534485182	31381.69859765132	30525.51349556082	29678.140514061884	28965.792016745563	28142.25841816883	27131.199520669114	25233.368619766952	22147.408455461675	18060.42155614854	12971.058087845598	7280.354520605466	2179.660246858243
IL1b_rep2	18676.962552470395	21737.078273059946	23045.02877223947	25722.99055143517	28952.3728114642	32973.20341426225	35950.49776595706	37836.33159167284	40293.480539692544	42510.97191741792	43774.23644054976	44456.27578032844	45443.33980140075	46012.37233885053	45953.27985878514	45852.19963978195	45845.919246419675	46236.10843903221	46347.700434740036	46437.67151977748	46582.7359505963	46529.32547295387	46829.087985516744	47229.19081048062	46346.06956682596	45491.01921612713	45283.14302090625	45074.74540804293	44963.73812092519	44750.04505054789	45009.58255127309	45223.85553521427	45545.40540850611	45811.104387125524	45880.54629288144	45902.86649383594	45800.5645759819	45702.66141531044	45794.75998430898	45277.922350316	45071.376560150995	45056.57111381007	44719.43902504528	44740.39103041908	44799.16865327812	44633.27338156863	44355.93358334969	44477.77371809353	44137.70483710327	43919.37946167072	43379.30864735652	43104.63399771055	42739.03174775051	42732.60685320773	42888.45465123892	42998.057864073045	42914.33428234237	43037.3866571426	42838.247243933605	42392.01473016964	42247.7444540558	41742.52020846805	41438.17010397946	41025.031562796146	40963.92846209614	40430.93502625615	40143.400491274224	40153.57106564263	40038.63985372755	39848.37785156339	39655.25619958887	39834.421042154005	40034.3342585883	39837.86757757827	39721.87686029893	39425.71510156915	39599.02255587702	39994.73017800879	40045.3572857812	40186.82571099913	39643.30387791789	39451.73029910084	38843.37617495306	37958.74630149781	36873.59542620668	36441.162944274285	36220.062212675235	35809.826469303334	35444.11325707956	34515.32801687288	33660.796622228765	33102.89153683182	32343.88916307553	31306.58364942759	29291.09062027132	25630.178698379397	20778.5100542224	14759.077106466966	8253.652545305453	2453.2005053826542
IL1b_rep3	8391.014957572197	9803.952609336304	10373.261999942457	11510.250955388336	12909.7468342115	14711.873557692606	16017.982515713358	16784.150246887162	17773.674223954895	18680.231079575686	19211.0843983298	19451.23580109733	19841.827279838155	20036.65598139498	19988.993469226247	19920.314775349492	19907.846630690252	20051.202092555668	20103.92004226908	20095.157660249	20143.361043815068	20116.349380425618	20267.77480861674	20431.954350385313	20015.451555094984	19640.562484741546	19533.245311473376	19428.11010405709	19404.904795035385	19301.243041055863	19396.46071797476	19487.30137512433	19594.86363275935	19710.704124993037	19736.55900380432	19750.92197521073	19707.13228643693	19626.45277528535	19663.973462809245	19422.07761868287	19298.093044290054	19245.59497917761	19068.062741406422	19072.70544184591	19059.064013547486	18999.177396095383	18921.729117572333	18969.63753938699	18823.40739070536	18703.974736442964	18451.825994258703	18362.037425574777	18234.2040513596	18259.045150848073	18332.880907084436	18390.319151507058	18371.564319645342	18452.282385129187	18367.82708303637	18161.183062650503	18118.001185939833	17867.675413867953	17697.833425620614	17494.465963615945	17475.35486705322	17216.594158069114	17111.04554269858	17163.403904052993	17117.420186794418	17059.488274933676	17007.93584246249	17073.29377758248	17138.19722253602	17073.713082520888	17047.764982735887	16929.930193991753	17018.60632817263	17213.372403740257	17238.7353246796	17305.4560004386	17069.823512844465	17002.641602706506	16775.885086088216	16377.68971891598	15850.638607133493	15641.82939113981	15543.904379685755	15363.8949159953	15223.652931455808	14815.643471066269	14442.903517167913	14181.046570681108	13823.180352999592	13375.096029274435	12537.723298142802	10978.6772615347	8887.966649491771	6324.0187732140375	3534.5394601457947	1050.3115484513728
IL1b_rep4	16209.768062118801	18690.021134782786	19805.745789761124	22065.00422243454	24901.425824586455	28497.789425273524	30869.275449364122	32319.446411316185	34336.44051048077	36115.3453454044	37126.21251028731	37641.70629706021	38544.530169966536	39147.58729149367	39033.65888809864	38972.36915727512	39220.665831185586	39646.89405930646	39601.37884731117	39565.002718672324	39619.970042481014	39516.8694236098	39742.77477540469	40003.19883102541	39103.22719159959	38375.43616226522	38257.98284837146	38080.296428245645	38097.83126584314	37863.38876940016	38101.4072140677	38273.9592276037	38485.88331822225	38624.520309548985	38604.94076521951	38658.13873827424	38632.68232809118	38507.96705446572	38596.39923759312	38116.55905193601	37798.20405486953	37675.509488425334	37380.65447708044	37472.672493879334	37491.857446005226	37358.30694124403	37097.913351462295	37179.27617656585	36912.40726158206	36692.13381414098	36184.123231101126	35940.76637365308	35639.77321665784	35720.106731575455	35817.85946088217	35863.36973279974	35672.81060753992	35818.079947546226	35593.73086320786	35252.86845171905	35187.73971827503	34790.09339895681	34541.551152719585	34208.371325490494	34076.26138644496	33581.675255105525	33344.94406481783	33373.77380912318	33317.131412524795	33368.299706881226	33320.40191490538	33618.11023942191	33939.788226124736	33826.41316630842	33863.63757211873	33564.98975255276	33707.16498157489	34020.11952426671	33814.51343797532	33847.360930745184	33292.55188759972	33274.75992864232	32924.43286568805	32175.536376857075	31265.76915461443	31055.08214225707	31031.67673718691	30580.4415836944	30416.323196757017	29664.63725289136	29034.737537340305	28674.35440644815	28117.277569490914	27459.96545948284	25936.419259001552	22737.618993415297	18425.55387658327	13058.048169940164	7350.890757017063	2166.426715105339
IL1b_rep5	19953.06480001538	22972.273583473863	24178.63279622701	26882.28296842893	30190.002900771997	34589.41195107736	37409.91172029025	39014.21038820859	41220.089592300974	43259.62158168414	44363.72574184238	44979.157555805745	45915.689569131	46494.99077288582	46338.79970398625	46128.61099276711	46380.34284433552	46760.863680961105	46685.69103637682	46595.26913225969	46649.09538395876	46495.80568085792	46745.627370880284	47079.99890486863	46032.93239932153	45226.40168515939	45085.61178394688	44948.63429797603	44961.66042352806	44608.09611182181	44819.47336204398	45078.15781781117	45355.72849330163	45555.49455765313	45530.48254087624	45533.01157682165	45420.11423343259	45210.47081095198	45290.96589205009	44745.316100768505	44473.51014098445	44323.3309245469	43943.142174026674	44041.75884672169	44103.923559998795	43980.92948468853	43680.44766200356	43789.12164901352	43460.75306160218	43202.42825904973	42511.34584508273	42202.517283976995	41847.54280719736	41992.50670837751	42177.9956951688	42245.80526588473	42124.993704526634	42272.937105412704	42019.29789304488	41483.996682186276	41348.974248606246	40745.791425422445	40456.71885953844	40063.9976283082	39946.13038820146	39367.63115155846	39180.82079929357	39303.07945951772	39246.978893608095	39329.6948316343	39272.25200883098	39537.120782696555	39878.994013800795	39672.36365732893	39619.11491886245	39250.10919028031	39554.22714974605	40006.18834247852	39858.618992025964	40004.53026932036	39364.511602169325	39367.631003073606	38893.44812664151	37895.71518136065	36670.327164533934	36391.949755452566	36345.777223284276	35825.290535942855	35659.56810730824	34690.75494724441	33835.5909911796	33183.406225667444	32167.80413174656	31176.04781947659	29334.722050413016	25800.0269287116	21009.270205791054	15064.815613523417	8600.682254758547	2561.5413366503585
