Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
Control_rep1	(0, 0.4896255741763031)	(1, 0.5677083261930673)	(2, 0.591459540906462)	(3, 0.6592543805344931)	(4, 0.7424505712364642)	(5, 0.8343576567709078)	(6, 0.9071637570829868)	(7, 0.9506210093698952)	(8, 1.0029310882067741)	(9, 1.042898686964209)	(10, 1.0748247805499287)	(11, 1.1037994470151062)	(12, 1.1407591204759706)	(13, 1.1614163350449966)	(14, 1.1601051745763984)	(15, 1.1583650492029842)	(16, 1.1496449488445328)	(17, 1.1537833880778183)	(18, 1.1618176529139304)	(19, 1.171884795670344)	(20, 1.1832740710550507)	(21, 1.183428034131339)	(22, 1.186369401908956)	(23, 1.1917765700077543)	(24, 1.170732838203079)	(25, 1.149570143047225)	(26, 1.1372206368501485)	(27, 1.1298514503767465)	(28, 1.131630499241273)	(29, 1.1276995068878324)	(30, 1.12722838951426)	(31, 1.1305447677278937)	(32, 1.1355007404160435)	(33, 1.1433188287738267)	(34, 1.1494501366687622)	(35, 1.1573721522848968)	(36, 1.162390807324759)	(37, 1.1609812160950554)	(38, 1.1582443891181682)	(39, 1.1401666495897684)	(40, 1.1313332999160046)	(41, 1.1245469629519085)	(42, 1.110075675869221)	(43, 1.1060822122476726)	(44, 1.1030199991685703)	(45, 1.1055146537663083)	(46, 1.104766811837331)	(47, 1.1095720858401867)	(48, 1.1078591916295273)	(49, 1.098256575633818)	(50, 1.0881153279650464)	(51, 1.080148703400987)	(52, 1.07000606460698)	(53, 1.0650832301922082)	(54, 1.0642568178523475)	(55, 1.0629311203342002)	(56, 1.05555248096372)	(57, 1.056339557747565)	(58, 1.0521279504614163)	(59, 1.0521131022217558)	(60, 1.053323942197754)	(61, 1.0486325307410749)	(62, 1.037670509996382)	(63, 1.0348485009195771)	(64, 1.030249819617626)	(65, 1.0199430466255577)	(66, 1.0124947813604865)	(67, 1.0034907882707234)	(68, 0.9994422708208441)	(69, 0.9997948890332293)	(70, 1.0015380071166964)	(71, 1.0054292424534452)	(72, 1.011414370791289)	(73, 1.0138012549302209)	(74, 1.0126645763512996)	(75, 1.011896166180991)	(76, 1.018168621220445)	(77, 1.0273314204406772)	(78, 1.0215183056388113)	(79, 1.0164449576515948)	(80, 1.0106863944684714)	(81, 1.0108411669179236)	(82, 1.002524894464291)	(83, 0.9913127440748997)	(84, 0.972171145548216)	(85, 0.9661833670284334)	(86, 0.9635239724398071)	(87, 0.9571915320400816)	(88, 0.9394399296851837)	(89, 0.8994836824950763)	(90, 0.8639578981081584)	(91, 0.8458308973276534)	(92, 0.829935189395609)	(93, 0.795470081358954)	(94, 0.7410400456852364)	(95, 0.6563573047897604)	(96, 0.5259771836487765)	(97, 0.3630022795393902)	(98, 0.19856118292365332)	(99, 0.05708676805851151)
Control_rep2	(0, 0.4707489452926374)	(1, 0.5552712280222748)	(2, 0.5898192889960044)	(3, 0.6551568812852583)	(4, 0.7280303155602006)	(5, 0.8119570132049331)	(6, 0.8835029172939454)	(7, 0.92827907381269)	(8, 0.9809159983582609)	(9, 1.0237646159123894)	(10, 1.0571555745033125)	(11, 1.0940669229596462)	(12, 1.1367551377212288)	(13, 1.1592473863052495)	(14, 1.1619004975402634)	(15, 1.16421808934854)	(16, 1.155463129048306)	(17, 1.155793415485387)	(18, 1.1667203656753344)	(19, 1.1744369756747182)	(20, 1.186661248675571)	(21, 1.1879334398040464)	(22, 1.1909527718403032)	(23, 1.196965828544442)	(24, 1.176763351624741)	(25, 1.1554491387270878)	(26, 1.1423099858319565)	(27, 1.1374031468774108)	(28, 1.1385828761876189)	(29, 1.1357673293162185)	(30, 1.1346220392931987)	(31, 1.1377439041171271)	(32, 1.1411305079259766)	(33, 1.1483476595214857)	(34, 1.1524606726375093)	(35, 1.1580218664979651)	(36, 1.1634175859193752)	(37, 1.1614987383896556)	(38, 1.1566972924621233)	(39, 1.141853574848171)	(40, 1.133895238503488)	(41, 1.1288391560542903)	(42, 1.114709443311975)	(43, 1.1124641302304301)	(44, 1.1107989214581202)	(45, 1.1132711063910288)	(46, 1.1129820108019732)	(47, 1.1183459141691916)	(48, 1.1202650957721205)	(49, 1.1119755819035149)	(50, 1.1017128879676743)	(51, 1.0941722120761241)	(52, 1.0845490480506306)	(53, 1.077506639779164)	(54, 1.0749548655050982)	(55, 1.0729318909616588)	(56, 1.0685061531534268)	(57, 1.0709689901502057)	(58, 1.0650474668835508)	(59, 1.063574789736198)	(60, 1.0656749029004517)	(61, 1.0597273671083918)	(62, 1.0504664560947956)	(63, 1.0460276575857053)	(64, 1.042331071485477)	(65, 1.0301508234132692)	(66, 1.0231029047362787)	(67, 1.0160555298753313)	(68, 1.0132872656821719)	(69, 1.0125251267327444)	(70, 1.014367174198366)	(71, 1.0158307934860729)	(72, 1.0171786800123617)	(73, 1.0206024956480755)	(74, 1.020217550365644)	(75, 1.0185832877971004)	(76, 1.0187412468999955)	(77, 1.019492768873325)	(78, 1.0146854306421187)	(79, 1.016616065181153)	(80, 1.0114802353593788)	(81, 1.0113939967964911)	(82, 1.0045013780202736)	(83, 0.9952354075627051)	(84, 0.9769514660647771)	(85, 0.965490053640089)	(86, 0.954697053917663)	(87, 0.9451284327480315)	(88, 0.9300901476016723)	(89, 0.8973654328025678)	(90, 0.8639336945856813)	(91, 0.8365198355837586)	(92, 0.803567363876175)	(93, 0.7529116902295179)	(94, 0.6907558338586988)	(95, 0.6030194986165024)	(96, 0.4820175306282295)	(97, 0.3407402865884093)	(98, 0.19262461448723447)	(99, 0.05665317441088455)
Control_rep3	(0, 0.4634186230934949)	(1, 0.5394976251020324)	(2, 0.5692327905698384)	(3, 0.6352694953565674)	(4, 0.7118956541227794)	(5, 0.7961969921337355)	(6, 0.8646325497411382)	(7, 0.9067047141810018)	(8, 0.9595073648818583)	(9, 1.0019196098286025)	(10, 1.0343542346218322)	(11, 1.0683302045822733)	(12, 1.1083425423618942)	(13, 1.1314495983374144)	(14, 1.134788191832613)	(15, 1.1342947717388032)	(16, 1.1291353820013628)	(17, 1.1317775226506368)	(18, 1.1396854781375674)	(19, 1.1500366123444081)	(20, 1.1626640981791592)	(21, 1.1642500800479851)	(22, 1.168543473133183)	(23, 1.175973543969621)	(24, 1.1608466153078945)	(25, 1.14607882690009)	(26, 1.1379525978510205)	(27, 1.1352235979000187)	(28, 1.1393156843970218)	(29, 1.1356349862824775)	(30, 1.134971983030407)	(31, 1.1399308700162711)	(32, 1.1441907926929935)	(33, 1.1521965691600051)	(34, 1.15719867977533)	(35, 1.1645659018690833)	(36, 1.1687659600018279)	(37, 1.1654760698137039)	(38, 1.1601025336607234)	(39, 1.1456990552950912)	(40, 1.1396735581312718)	(41, 1.135187234888054)	(42, 1.1217387977382642)	(43, 1.1183758844505236)	(44, 1.1173094131140395)	(45, 1.118750963825727)	(46, 1.1161797234306237)	(47, 1.1197589667553365)	(48, 1.1197947716889276)	(49, 1.112505244182687)	(50, 1.103676358107884)	(51, 1.0941018528720758)	(52, 1.0835032620455698)	(53, 1.0772320961015047)	(54, 1.0754676671776253)	(55, 1.0762389994954131)	(56, 1.0735313148117644)	(57, 1.0794825817130416)	(58, 1.0755349089185486)	(59, 1.0725850826669536)	(60, 1.071656863291502)	(61, 1.0617077341410108)	(62, 1.0502589323937483)	(63, 1.0427105147078366)	(64, 1.0376709398257982)	(65, 1.0241752277101157)	(66, 1.0196198661896467)	(67, 1.015376297829122)	(68, 1.0147242674000445)	(69, 1.0184317051617635)	(70, 1.0214741105095833)	(71, 1.0260865887954855)	(72, 1.0288034422103578)	(73, 1.0301417972540698)	(74, 1.0322317197174968)	(75, 1.0311369237958021)	(76, 1.0336834188918356)	(77, 1.0354619187375536)	(78, 1.0268290021152873)	(79, 1.0270067696653102)	(80, 1.0216100475315284)	(81, 1.0229705468760608)	(82, 1.0168292962130805)	(83, 1.0067006683372406)	(84, 0.9879349612215091)	(85, 0.976631142079199)	(86, 0.9684761097626764)	(87, 0.9577398554201175)	(88, 0.9457362238622422)	(89, 0.9149301299734772)	(90, 0.8842708098476941)	(91, 0.858865310290206)	(92, 0.8273149732522714)	(93, 0.7805118922388163)	(94, 0.7198139203458062)	(95, 0.6308968128879111)	(96, 0.5062047403531803)	(97, 0.35898014353805097)	(98, 0.20362535108870736)	(99, 0.06008846551725411)
Control_rep4	(0, 0.46533621973221423)	(1, 0.5479009755917461)	(2, 0.5789023859622987)	(3, 0.6453593647489124)	(4, 0.7215817635077221)	(5, 0.8055130180258028)	(6, 0.8738670940622019)	(7, 0.915097625821494)	(8, 0.9666021376016404)	(9, 1.0048272466593244)	(10, 1.0359209108000538)	(11, 1.0684856618117082)	(12, 1.1080884151033212)	(13, 1.1309067565738165)	(14, 1.1310960468766598)	(15, 1.134643946055878)	(16, 1.131431233130269)	(17, 1.1353583846683983)	(18, 1.1444375262042865)	(19, 1.1552360996048598)	(20, 1.1682771289222766)	(21, 1.170633820388829)	(22, 1.175471736786182)	(23, 1.1809345406563425)	(24, 1.1609567557348806)	(25, 1.1417944431960507)	(26, 1.1326431447127603)	(27, 1.1298791530195065)	(28, 1.1371869023392887)	(29, 1.134442883360121)	(30, 1.1353472144364614)	(31, 1.1403394161745122)	(32, 1.1457573846213365)	(33, 1.1523859438160862)	(34, 1.1583683980922215)	(35, 1.1652032242339416)	(36, 1.1700797613587177)	(37, 1.169287185043296)	(38, 1.1668758788788596)	(39, 1.1509409112430393)	(40, 1.1413295981961507)	(41, 1.1368852453887621)	(42, 1.1226453997245034)	(43, 1.1191125410461202)	(44, 1.1173911881652325)	(45, 1.1179225371264558)	(46, 1.1147302861413386)	(47, 1.1188340191657578)	(48, 1.1192287982610956)	(49, 1.1112823228413764)	(50, 1.101937897190112)	(51, 1.095062416580499)	(52, 1.0861658120210642)	(53, 1.0808677542578298)	(54, 1.07735356050511)	(55, 1.0760911120246104)	(56, 1.0683392438696615)	(57, 1.070618216579259)	(58, 1.0640467475267583)	(59, 1.062797656378699)	(60, 1.0637274856336614)	(61, 1.0567081473318678)	(62, 1.0471247043994125)	(63, 1.0450544388865526)	(64, 1.040375514387552)	(65, 1.0294369393211342)	(66, 1.023358567389412)	(67, 1.0156529307902034)	(68, 1.01429659964429)	(69, 1.0153451259826192)	(70, 1.0169524623167105)	(71, 1.022041124951056)	(72, 1.0263571684430284)	(73, 1.0281800846857256)	(74, 1.027025121466586)	(75, 1.0250493607591746)	(76, 1.030064977358181)	(77, 1.03679570715731)	(78, 1.0297857948874793)	(79, 1.0265844716123642)	(80, 1.0203804200722781)	(81, 1.0202995656934117)	(82, 1.0132643411932378)	(83, 0.9994521286380441)	(84, 0.9779466359572182)	(85, 0.9682295115588481)	(86, 0.9606634940259883)	(87, 0.9502424972824957)	(88, 0.9334840310044208)	(89, 0.8969075110961601)	(90, 0.8644035825803389)	(91, 0.8438074637766881)	(92, 0.8219756758731415)	(93, 0.7852952036683021)	(94, 0.734114729917175)	(95, 0.6512834440267072)	(96, 0.5228686022621183)	(97, 0.36418725049410805)	(98, 0.2028903091878804)	(99, 0.05834588173939687)
Control_rep5	(0, 0.47366327413895887)	(1, 0.5600641341991921)	(2, 0.5886785322206135)	(3, 0.6562994558197175)	(4, 0.734511744753739)	(5, 0.8150402595051722)	(6, 0.8800777512009165)	(7, 0.9201238255286308)	(8, 0.9708385342597785)	(9, 1.0086019079534119)	(10, 1.0376174519324668)	(11, 1.0676629634179413)	(12, 1.10690486866652)	(13, 1.1278087199543319)	(14, 1.127934731347006)	(15, 1.1305271515964357)	(16, 1.1293227088035145)	(17, 1.1364634069610893)	(18, 1.1474152105771935)	(19, 1.1583386415907664)	(20, 1.1706537043360632)	(21, 1.1745783417907936)	(22, 1.180044919202137)	(23, 1.1861865555432622)	(24, 1.1646424193701377)	(25, 1.1441735907206505)	(26, 1.1330017307197033)	(27, 1.1304502315273763)	(28, 1.135867234710329)	(29, 1.1333970436212468)	(30, 1.135434191934129)	(31, 1.1414127468621433)	(32, 1.145766020032578)	(33, 1.1532374452333598)	(34, 1.1583302430545455)	(35, 1.1653769353835461)	(36, 1.167709699213152)	(37, 1.1659971746128734)	(38, 1.1609940160623984)	(39, 1.1438092096856942)	(40, 1.1341906431408773)	(41, 1.12754374539428)	(42, 1.1124012613035335)	(43, 1.1083991981545094)	(44, 1.1063403398950173)	(45, 1.1085103747350455)	(46, 1.1085281736705601)	(47, 1.1142528777144907)	(48, 1.1133665697180706)	(49, 1.1038162984558946)	(50, 1.0936499056520772)	(51, 1.0862881407728509)	(52, 1.0767401253843718)	(53, 1.071389754312443)	(54, 1.069785001028576)	(55, 1.0692661933117569)	(56, 1.064806046477148)	(57, 1.068642634649796)	(58, 1.064122161947763)	(59, 1.0632781804249738)	(60, 1.0652459334270554)	(61, 1.0578588988699482)	(62, 1.0480912143885992)	(63, 1.0463488457017178)	(64, 1.0424180101137401)	(65, 1.0318523137054436)	(66, 1.0266179685655206)	(67, 1.0190721870507742)	(68, 1.0149080962491086)	(69, 1.0165540460378433)	(70, 1.017095561238784)	(71, 1.0218203339117242)	(72, 1.0254226433148195)	(73, 1.0269459116437678)	(74, 1.02488009342708)	(75, 1.0229421928595392)	(76, 1.0303314836088326)	(77, 1.03747896704842)	(78, 1.030513476039583)	(79, 1.0275345967285103)	(80, 1.021202842474233)	(81, 1.0228200253025888)	(82, 1.015689506174168)	(83, 1.0039243215057132)	(84, 0.9821836089170527)	(85, 0.9748572898058481)	(86, 0.9701742090777961)	(87, 0.9603250451278564)	(88, 0.9427095387973592)	(89, 0.9012553504134208)	(90, 0.8652420246059028)	(91, 0.8446642251164007)	(92, 0.8253413797993621)	(93, 0.7880920575751127)	(94, 0.7325036258325743)	(95, 0.6470783075441529)	(96, 0.5169789704490352)	(97, 0.35917292723331196)	(98, 0.19983373203318394)	(99, 0.05774188409656759)
Cyp_IL1b_rep1	(0, 0.47046077559968213)	(1, 0.5528345546059733)	(2, 0.5870855168800677)	(3, 0.6563206011922215)	(4, 0.7392500062624878)	(5, 0.8370587567285468)	(6, 0.9097335229920303)	(7, 0.9571553565396475)	(8, 1.012447000857329)	(9, 1.0640308686682238)	(10, 1.094854453930722)	(11, 1.1091710982786482)	(12, 1.126918881244698)	(13, 1.1396146936188574)	(14, 1.1395670610461244)	(15, 1.1395955055196099)	(16, 1.1394524998570743)	(17, 1.1498603763868096)	(18, 1.1559009804322091)	(19, 1.1569551416894557)	(20, 1.15849184889667)	(21, 1.1568515970741846)	(22, 1.164915525185848)	(23, 1.178517659748588)	(24, 1.1620246670300938)	(25, 1.144703914860408)	(26, 1.1406387134748528)	(27, 1.1391242530930297)	(28, 1.1401205780056307)	(29, 1.1354745941814433)	(30, 1.1397793544515715)	(31, 1.144731631835811)	(32, 1.1549325944157618)	(33, 1.1610293891955055)	(34, 1.1603711944275827)	(35, 1.1591313054330703)	(36, 1.15693967349722)	(37, 1.1532832919800962)	(38, 1.1558385455472453)	(39, 1.1441782248188723)	(40, 1.1360593564935217)	(41, 1.1331297210645153)	(42, 1.1228529624598127)	(43, 1.1207718353554517)	(44, 1.1202776587144034)	(45, 1.1173497572101758)	(46, 1.111800999250724)	(47, 1.113887232962046)	(48, 1.105048371448857)	(49, 1.0985015533824913)	(50, 1.0861266158814167)	(51, 1.0810386886406664)	(52, 1.0752539001720767)	(53, 1.0777003029818015)	(54, 1.0824160604842565)	(55, 1.0843190965031702)	(56, 1.078838747216333)	(57, 1.080759571836913)	(58, 1.0755847609156697)	(59, 1.065386561644643)	(60, 1.0627034597333522)	(61, 1.0555624021934222)	(62, 1.0515612048444665)	(63, 1.0488098544615032)	(64, 1.049143760504259)	(65, 1.0373503448594652)	(66, 1.028087647473594)	(67, 1.026901886078288)	(68, 1.0241512100560182)	(69, 1.020516921893588)	(70, 1.0204721079919539)	(71, 1.0226700192237526)	(72, 1.0242430523766992)	(73, 1.0220151809316966)	(74, 1.0149717622518724)	(75, 1.0085445102924364)	(76, 1.0072318761218875)	(77, 1.0124160789297285)	(78, 1.0151021336322592)	(79, 1.0163669063984404)	(80, 1.0014709451387989)	(81, 0.9968205317478716)	(82, 0.9862228757701942)	(83, 0.9702940449228515)	(84, 0.9490335992811232)	(85, 0.9370321392541181)	(86, 0.9302913549468278)	(87, 0.9215989907485733)	(88, 0.9102121175508633)	(89, 0.887275390715638)	(90, 0.8595753962109246)	(91, 0.8333869653091124)	(92, 0.8052082186625602)	(93, 0.7712707635761453)	(94, 0.718262574944459)	(95, 0.6321547146217303)	(96, 0.5189770434490495)	(97, 0.37329601139163615)	(98, 0.21034901385339552)	(99, 0.061995023552598304)
Cyp_IL1b_rep2	(0, 0.4534258791758817)	(1, 0.5306137074932231)	(2, 0.5691644201802275)	(3, 0.6389277497055913)	(4, 0.7195265240896984)	(5, 0.8161773219600439)	(6, 0.8887594575365393)	(7, 0.9375252391391568)	(8, 0.9956451666071622)	(9, 1.0468344886244352)	(10, 1.078975076383074)	(11, 1.0965637556668568)	(12, 1.117810832079706)	(13, 1.1316608676786393)	(14, 1.1296535520419337)	(15, 1.1289081026930152)	(16, 1.1301851956421909)	(17, 1.1425043846476775)	(18, 1.1466580894645995)	(19, 1.1467293725613357)	(20, 1.1497633784216645)	(21, 1.1504478722244245)	(22, 1.1604424795860817)	(23, 1.1710225088770005)	(24, 1.1513855330143774)	(25, 1.1323509522767004)	(26, 1.1279034384831987)	(27, 1.125238452763035)	(28, 1.1268396304146886)	(29, 1.1247449689669813)	(30, 1.131518532898657)	(31, 1.137246333221538)	(32, 1.1474191061910286)	(33, 1.1540867783206494)	(34, 1.1544636279941756)	(35, 1.1566227897948838)	(36, 1.1562697969469582)	(37, 1.1554060362148884)	(38, 1.158256746296281)	(39, 1.1472114104624525)	(40, 1.141625033292819)	(41, 1.1399075194839619)	(42, 1.1323279736469227)	(43, 1.1318593147768101)	(44, 1.130357938862969)	(45, 1.1259025093982515)	(46, 1.117426682034684)	(47, 1.1173048190577188)	(48, 1.1100060483508927)	(49, 1.1051152172954064)	(50, 1.0928234602449254)	(51, 1.0856481789577135)	(52, 1.077922477604238)	(53, 1.0771718847434526)	(54, 1.0815393204780095)	(55, 1.0826531006164792)	(56, 1.077304213037681)	(57, 1.0795547762009048)	(58, 1.074878819595753)	(59, 1.0670921976816719)	(60, 1.0654264144194001)	(61, 1.0574121549582745)	(62, 1.0512867358412077)	(63, 1.047415159408274)	(64, 1.0484412450031304)	(65, 1.037782984155593)	(66, 1.0285955687641548)	(67, 1.027008847460088)	(68, 1.02360854312193)	(69, 1.0210321040556343)	(70, 1.0210356522356843)	(71, 1.0260707069760855)	(72, 1.0279112209225283)	(73, 1.0254172650069215)	(74, 1.0212688638243368)	(75, 1.0156631549766613)	(76, 1.0170783181867473)	(77, 1.0252330863483692)	(78, 1.0271098309229227)	(79, 1.0271544114108557)	(80, 1.0126139716097986)	(81, 1.006479001593292)	(82, 0.9951308154850526)	(83, 0.9766464936871386)	(84, 0.9533045738204303)	(85, 0.9409893991837097)	(86, 0.9361176911733206)	(87, 0.9279396437686376)	(88, 0.9173461960815396)	(89, 0.8935130984260612)	(90, 0.8692245600019151)	(91, 0.851426505770171)	(92, 0.8311444575846207)	(93, 0.8019462323331247)	(94, 0.7540184804225346)	(95, 0.6662978689433791)	(96, 0.5456237819903749)	(97, 0.3877339588707604)	(98, 0.2151530605329461)	(99, 0.06208689862047922)
Cyp_IL1b_rep3	(0, 0.4546479065150902)	(1, 0.5407288361977609)	(2, 0.5800159677036769)	(3, 0.6475892697972091)	(4, 0.7259274766273391)	(5, 0.8185782319572442)	(6, 0.8887355465409607)	(7, 0.9362395095302968)	(8, 0.9911935038496387)	(9, 1.0398642601492918)	(10, 1.0702090958981898)	(11, 1.0884692822313349)	(12, 1.108334429320705)	(13, 1.1237146171314905)	(14, 1.1257575227848755)	(15, 1.1251981734552254)	(16, 1.127432446222238)	(17, 1.1389283284224667)	(18, 1.1440373001867266)	(19, 1.146494067334002)	(20, 1.1498747435256795)	(21, 1.1502887011838208)	(22, 1.1610043451344916)	(23, 1.1733155841389713)	(24, 1.1560351102126731)	(25, 1.139135097870761)	(26, 1.1352715138181828)	(27, 1.1353723588849591)	(28, 1.1398600415355225)	(29, 1.1354500397029228)	(30, 1.1382344622049168)	(31, 1.1433378825269753)	(32, 1.1528409746596806)	(33, 1.160357665516201)	(34, 1.1599635099264145)	(35, 1.1623658041544855)	(36, 1.162709340571153)	(37, 1.1600992397074084)	(38, 1.162107841506684)	(39, 1.1530984483171691)	(40, 1.1480737079791505)	(41, 1.1453454119179987)	(42, 1.1380855167850397)	(43, 1.1373825632332537)	(44, 1.1351087584577837)	(45, 1.1303132860501972)	(46, 1.1217500360528174)	(47, 1.1215264193122338)	(48, 1.1138960703816587)	(49, 1.1093247525213925)	(50, 1.097584219396437)	(51, 1.0903579247140054)	(52, 1.0834640729520775)	(53, 1.0836554403376062)	(54, 1.0885678004447115)	(55, 1.0903771193191798)	(56, 1.085518206481174)	(57, 1.0874326387999322)	(58, 1.0832652240639278)	(59, 1.0740402050199085)	(60, 1.0703137508743141)	(61, 1.0597958469605084)	(62, 1.0543078149974454)	(63, 1.050588675805535)	(64, 1.0505917213653713)	(65, 1.0404629425936154)	(66, 1.0305991187150487)	(67, 1.0282391685602184)	(68, 1.0255401748833148)	(69, 1.0228208156763972)	(70, 1.0213680480298482)	(71, 1.0255043045154126)	(72, 1.0270076084962652)	(73, 1.0242151553897163)	(74, 1.0184780440132628)	(75, 1.0107204456913665)	(76, 1.0095143024767705)	(77, 1.0154618748748612)	(78, 1.015406916526288)	(79, 1.015967999615585)	(80, 1.0009428514707774)	(81, 0.9962200159957706)	(82, 0.9859006442016292)	(83, 0.9681871375689207)	(84, 0.9465663772575273)	(85, 0.9349941362905065)	(86, 0.9278758494149473)	(87, 0.9188626271084792)	(88, 0.9073124430015012)	(89, 0.8843445947191606)	(90, 0.8610912057461407)	(91, 0.8437308369477811)	(92, 0.8241187918621493)	(93, 0.7933184779455716)	(94, 0.7410402696993655)	(95, 0.6503670696742729)	(96, 0.530483227166004)	(97, 0.3783204981304832)	(98, 0.21077137201810792)	(99, 0.06075899254443575)
Cyp_IL1b_rep4	(0, 0.48485677476145056)	(1, 0.5690813036680098)	(2, 0.6066849480517527)	(3, 0.6770924427338114)	(4, 0.7577661718813996)	(5, 0.8563839954636572)	(6, 0.9287836687527087)	(7, 0.9771490302299566)	(8, 1.0330952031403418)	(9, 1.0823213186218368)	(10, 1.1107801760476825)	(11, 1.1239171202754696)	(12, 1.1413904636585197)	(13, 1.1552861025202024)	(14, 1.1500735544909653)	(15, 1.1460846773994897)	(16, 1.1490643184247407)	(17, 1.161599416609307)	(18, 1.1651528734677108)	(19, 1.1653062628843174)	(20, 1.1656684140178757)	(21, 1.1636093566146246)	(22, 1.1714347512743268)	(23, 1.1822242167428176)	(24, 1.1598321165041388)	(25, 1.1393492540819012)	(26, 1.134898001781893)	(27, 1.1330204754760498)	(28, 1.1342946376100236)	(29, 1.1272617144157662)	(30, 1.1313410969837772)	(31, 1.1385395257978153)	(32, 1.1496063565318404)	(33, 1.1560147319940486)	(34, 1.1577629166916459)	(35, 1.1613632845721582)	(36, 1.1620067743272637)	(37, 1.1584495021257362)	(38, 1.1621153005063096)	(39, 1.149183548624387)	(40, 1.140021481931054)	(41, 1.1358566149675007)	(42, 1.1240133029455122)	(43, 1.1214201845771927)	(44, 1.1183165537515918)	(45, 1.1126267350223498)	(46, 1.1057217760288922)	(47, 1.1077353361856552)	(48, 1.1022752790350172)	(49, 1.0959386943248646)	(50, 1.0814415654463065)	(51, 1.0747614663128922)	(52, 1.0682359194168738)	(53, 1.0691244344193434)	(54, 1.0719805591197211)	(55, 1.070919360645438)	(56, 1.0616260645876074)	(57, 1.063135435171842)	(58, 1.056972580997689)	(59, 1.0500834767037426)	(60, 1.0500283323132267)	(61, 1.0413596653061714)	(62, 1.0341942302960394)	(63, 1.0316310668153317)	(64, 1.0307953478519982)	(65, 1.0199606407226751)	(66, 1.010294899519103)	(67, 1.009306474059877)	(68, 1.0079565419579628)	(69, 1.0067691890912467)	(70, 1.0058651038271904)	(71, 1.0110089896548025)	(72, 1.0163309094791173)	(73, 1.0144542584787546)	(74, 1.0118846372371684)	(75, 1.0049662686455272)	(76, 1.00465035835423)	(77, 1.01234080178558)	(78, 1.0116617258061928)	(79, 1.0108370271276084)	(80, 0.9926682823625586)	(81, 0.9854914795058185)	(82, 0.9735740611980841)	(83, 0.9526521759888686)	(84, 0.9284127303236646)	(85, 0.9191496956593057)	(86, 0.9151185747224585)	(87, 0.904538557633224)	(88, 0.8953013052798964)	(89, 0.872821285505779)	(90, 0.8518424047532043)	(91, 0.8391325500683524)	(92, 0.8246642790826044)	(93, 0.8055709875259165)	(94, 0.7657786426388642)	(95, 0.6788089659495312)	(96, 0.5563721697196049)	(97, 0.39558970822093076)	(98, 0.22068575800026166)	(99, 0.06347729618244788)
