Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR32684363	(0.0, 0.0010662867092634538)	(1.0, 0.0021501495730752063)	(2.0, 0.0026891516458896992)	(3.0, 0.0020095403366888168)	(4.0, 0.002683292927706933)	(5.0, 0.0036324052733150616)	(6.0, 0.0030406747368556726)	(7.0, 0.0018806485366679596)	(8.0, 0.0013767987729500638)	(9.0, 0.0012772005638430378)	(10.0, 0.0013123528729396352)	(11.0, 0.001177602354736012)	(12.0, 0.001253765691111973)	(13.0, 0.0017458980184643362)	(14.0, 0.0022204541912684006)	(15.0, 0.00281218472772779)	(16.0, 0.003532807064208036)	(17.0, 0.005067791228092788)	(18.0, 0.007727649283068657)	(19.0, 0.012807157947526977)	(20.0, 0.021296440594355242)	(21.0, 0.030769987895888234)	(22.0, 0.04651822237116386)	(23.0, 0.07400146936652024)	(24.0, 0.10316030976214777)	(25.0, 0.13530709643098604)	(26.0, 0.18176673162032225)	(27.0, 0.24658758959444782)	(28.0, 0.3336012720448919)	(29.0, 0.4217749806955236)	(30.0, 0.5168561180836367)	(31.0, 0.6380847147214356)	(32.0, 0.7730051357523591)	(33.0, 0.9160515989027793)	(34.0, 1.0696789070912753)	(35.0, 1.2555701763122649)	(36.0, 1.4890811069227785)	(37.0, 1.7398693974542696)	(38.0, 1.9889703771491245)	(39.0, 2.2146423428310964)	(40.0, 2.415104244172626)	(41.0, 2.605541878703442)	(42.0, 2.771132689421147)	(43.0, 2.9151106887626272)	(44.0, 3.0370950600460027)	(45.0, 3.1481470632003363)	(46.0, 3.2334382825050474)	(47.0, 3.254148851281126)	(48.0, 3.2010688645452636)	(49.0, 3.137806425607754)	(50.0, 3.1199607700230483)	(51.0, 3.1375603594440777)	(52.0, 3.079594201743789)	(53.0, 2.9167218362628877)	(54.0, 2.785761908723514)	(55.0, 2.7087842105201485)	(56.0, 2.663718950258311)	(57.0, 2.6558917027661355)	(58.0, 2.671036489268586)	(59.0, 2.6536243788294045)	(60.0, 2.6102229945314726)	(61.0, 2.8211837188565188)	(62.0, 3.267295814883253)	(63.0, 3.4291546221185363)	(64.0, 2.8663251424547327)	(65.0, 1.984711089030253)	(66.0, 1.4784240985483268)	(67.0, 1.2586635795127654)	(68.0, 1.0801250016111474)	(69.0, 0.9429431153616762)	(70.0, 0.8239759839424252)	(71.0, 0.6753227274910977)	(72.0, 0.5422712375604767)	(73.0, 0.4561012105283509)	(74.0, 0.425700321877977)	(75.0, 0.4389117313801148)	(76.0, 0.4079249709114642)	(77.0, 0.3237527667796618)	(78.0, 0.2462946536853095)	(79.0, 0.19565775243166098)	(80.0, 0.174279289782747)	(81.0, 0.15444752873408332)	(82.0, 0.13145791858490866)	(83.0, 0.11789498599180483)	(84.0, 0.10770667507197436)	(85.0, 0.10388679081681078)	(86.0, 0.11389348147297548)	(87.0, 0.11601433745513687)	(88.0, 0.09202288649670916)	(89.0, 0.059055879282283584)	(90.0, 0.03853278948805349)	(91.0, 0.03160192587784104)	(92.0, 0.03686305480596511)	(93.0, 0.039710391842789496)	(94.0, 0.0250518789495084)	(95.0, 0.008629891883214655)	(96.0, 0.0023434872731064914)	(97.0, 0.0010545692728979213)	(98.0, 0.0006796113092008826)	(99.0, 0.00045698001825576583)	(100.0, 0.0001464679545691557)
SRR32684364	(0.0, 0.0010040978740386327)	(1.0, 0.0020684416205195835)	(2.0, 0.002876740409120683)	(3.0, 0.0022541997272167305)	(4.0, 0.002384732450841753)	(5.0, 0.0029269453028226144)	(6.0, 0.002414855387062912)	(7.0, 0.0014760238748367902)	(8.0, 0.0010492822783703714)	(9.0, 0.0011095281508126892)	(10.0, 0.0012450813638079047)	(11.0, 0.00138063457680312)	(12.0, 0.0016015361090916192)	(13.0, 0.0020031752587070725)	(14.0, 0.0024399578339138776)	(15.0, 0.0028365764941591376)	(16.0, 0.003469158154803476)	(17.0, 0.004854813220976789)	(18.0, 0.007570897970251291)	(19.0, 0.011702760721920264)	(20.0, 0.017807675796075152)	(21.0, 0.026407774087216042)	(22.0, 0.04110274647377143)	(23.0, 0.0651408495782563)	(24.0, 0.09310497537023223)	(25.0, 0.12197278924884292)	(26.0, 0.15970176686584456)	(27.0, 0.22242274056766773)	(28.0, 0.3041111231100807)	(29.0, 0.3884001191462537)	(30.0, 0.48646031752486657)	(31.0, 0.5987134393530156)	(32.0, 0.7209221916022576)	(33.0, 0.8570276584281942)	(34.0, 1.0100120105167203)	(35.0, 1.1977732924725746)	(36.0, 1.422635990874156)	(37.0, 1.657855958846446)	(38.0, 1.895224696269179)	(39.0, 2.128787902749305)	(40.0, 2.341194767023438)	(41.0, 2.5351864762877017)	(42.0, 2.699692851480821)	(43.0, 2.8441674740868694)	(44.0, 2.9943754955536788)	(45.0, 3.1253098583283165)	(46.0, 3.2184851205497313)	(47.0, 3.2515048791374923)	(48.0, 3.222310733449819)	(49.0, 3.202695681480474)	(50.0, 3.2250368591778336)	(51.0, 3.2460425867027216)	(52.0, 3.1833768383839707)	(53.0, 3.033259185725825)	(54.0, 2.8935791304683107)	(55.0, 2.814491361419658)	(56.0, 2.778845886891286)	(57.0, 2.7682827772564)	(58.0, 2.7712348250060734)	(59.0, 2.731813942471317)	(60.0, 2.690706175508175)	(61.0, 2.8979770791566)	(62.0, 3.311966632622728)	(63.0, 3.4629327479844365)	(64.0, 2.9115072980092704)	(65.0, 2.047275237334849)	(66.0, 1.5527670753495628)	(67.0, 1.3320513011677608)	(68.0, 1.1283750679083944)	(69.0, 0.9502732075007918)	(70.0, 0.8112407953720325)	(71.0, 0.6652399439974451)	(72.0, 0.5366501497586876)	(73.0, 0.45209506778589437)	(74.0, 0.41887448962332624)	(75.0, 0.41648975717248443)	(76.0, 0.37199315988446247)	(77.0, 0.2900989372778716)	(78.0, 0.21902888975341714)	(79.0, 0.17497409552997215)	(80.0, 0.15441519155903113)	(81.0, 0.1313661248604743)	(82.0, 0.1059724896260373)	(83.0, 0.09093612396230878)	(84.0, 0.07924842470849909)	(85.0, 0.07185324386620456)	(86.0, 0.07627127451197455)	(87.0, 0.07687373323639773)	(88.0, 0.060306118314760286)	(89.0, 0.037598444893376604)	(90.0, 0.02362642297612903)	(91.0, 0.01959999050123411)	(92.0, 0.023721812274162698)	(93.0, 0.025679803128538035)	(94.0, 0.016381856814940293)	(95.0, 0.00582376766942407)	(96.0, 0.0015714131728704604)	(97.0, 0.0005622948094616344)	(98.0, 0.00029620887284139666)	(99.0, 0.0001656761492163744)	(100.0, 7.02868511827043e-05)
SRR32684365	(0.0, 0.0010524889252894905)	(1.0, 0.00206850546207885)	(2.0, 0.002610380948366509)	(3.0, 0.002261288087008113)	(4.0, 0.002803163573295772)	(5.0, 0.0030063668806536437)	(6.0, 0.002323812181579766)	(7.0, 0.0015787333879342356)	(8.0, 0.001224430185361536)	(9.0, 0.0010629096077180993)	(10.0, 0.001083750972575317)	(11.0, 0.0012921646211474932)	(12.0, 0.0013963714454335815)	(13.0, 0.0015631023642913226)	(14.0, 0.002104977850578981)	(15.0, 0.002740639478724119)	(16.0, 0.003282514965011777)	(17.0, 0.004486103785516096)	(18.0, 0.007023539956882343)	(19.0, 0.010806247678467343)	(20.0, 0.016235423223772538)	(21.0, 0.025353520348805253)	(22.0, 0.04234965338986623)	(23.0, 0.06821899751888762)	(24.0, 0.0936037799149787)	(25.0, 0.12069755422936161)	(26.0, 0.1640736448384458)	(27.0, 0.22827546928110473)	(28.0, 0.306946411275887)	(29.0, 0.39045776025875806)	(30.0, 0.4870210139834617)	(31.0, 0.599788428884652)	(32.0, 0.7291507805534018)	(33.0, 0.8687722940731171)	(34.0, 1.0188092796802268)	(35.0, 1.213306106868996)	(36.0, 1.4558214386887947)	(37.0, 1.7045943903069731)	(38.0, 1.9496836306866379)	(39.0, 2.1990453508620327)	(40.0, 2.4374757751698164)	(41.0, 2.6556900755660995)	(42.0, 2.8225199909069123)	(43.0, 2.961594418599126)	(44.0, 3.097370700302684)	(45.0, 3.221949958736703)	(46.0, 3.3253387594521446)	(47.0, 3.351437358594596)	(48.0, 3.2957023386251816)	(49.0, 3.2375914030620447)	(50.0, 3.2437864987658527)	(51.0, 3.2796961704148386)	(52.0, 3.205334180604286)	(53.0, 3.0370141076761823)	(54.0, 2.9003312266013346)	(55.0, 2.802199660171125)	(56.0, 2.732553029159518)	(57.0, 2.696658988534175)	(58.0, 2.6886715354526465)	(59.0, 2.643617714972556)	(60.0, 2.597725029556963)	(61.0, 2.7954783200046727)	(62.0, 3.1841541435681386)	(63.0, 3.3068524688237932)	(64.0, 2.7747672136778125)	(65.0, 1.9542947826612973)	(66.0, 1.4780227026029458)	(67.0, 1.2679000621124776)	(68.0, 1.0919937323763464)	(69.0, 0.9402738065570164)	(70.0, 0.8002458864225854)	(71.0, 0.6465929240127485)	(72.0, 0.513265502679913)	(73.0, 0.4273521863972476)	(74.0, 0.39377674761226994)	(75.0, 0.3998988985390776)	(76.0, 0.3689182096788236)	(77.0, 0.2879026141376044)	(78.0, 0.21610932254570395)	(79.0, 0.17467147886834097)	(80.0, 0.15396037254148096)	(81.0, 0.13085250925604092)	(82.0, 0.10301886648922676)	(83.0, 0.0854548062558066)	(84.0, 0.07653991243813175)	(85.0, 0.07147546077782788)	(86.0, 0.07733709464392033)	(87.0, 0.07985889979164366)	(88.0, 0.06442586911487401)	(89.0, 0.04093244057957543)	(90.0, 0.024801224180088986)	(91.0, 0.019184476351068833)	(92.0, 0.024009252315514713)	(93.0, 0.026760312476667443)	(94.0, 0.01727749146663342)	(95.0, 0.006466033446951771)	(96.0, 0.0019590882965784574)	(97.0, 0.000625240945716529)	(98.0, 0.000255306719500916)	(99.0, 7.815511821456612e-05)	(100.0, 2.0841364857217632e-05)
SRR32684366	(0.0, 0.001088440719735408)	(1.0, 0.0020906026019308142)	(2.0, 0.002767559634936983)	(3.0, 0.0020375079326754287)	(4.0, 0.0025219967896308233)	(5.0, 0.0033051431611477635)	(6.0, 0.002568454625229286)	(7.0, 0.0015862032440046494)	(8.0, 0.0011282617216769473)	(9.0, 0.0010220723831661758)	(10.0, 0.001181356390932333)	(11.0, 0.0011614458899615635)	(12.0, 0.0012211773928738725)	(13.0, 0.0016525715805738818)	(14.0, 0.0022432497760400483)	(15.0, 0.0027874701359077523)	(16.0, 0.003537432339140076)	(17.0, 0.005057267246575493)	(18.0, 0.00738015902649862)	(19.0, 0.011680827236184866)	(20.0, 0.019240180771420416)	(21.0, 0.02977283578495756)	(22.0, 0.04488490602177173)	(23.0, 0.06869786518281225)	(24.0, 0.0977273755981944)	(25.0, 0.128966951621332)	(26.0, 0.1691795267486298)	(27.0, 0.2297008128661126)	(28.0, 0.3123227550611498)	(29.0, 0.3990528972898224)	(30.0, 0.4956387374990261)	(31.0, 0.6112789271372562)	(32.0, 0.7354474480246328)	(33.0, 0.8742634607928388)	(34.0, 1.017048300087885)	(35.0, 1.197888743571729)	(36.0, 1.4296071538695463)	(37.0, 1.661113185490342)	(38.0, 1.883626307506007)	(39.0, 2.090874712110748)	(40.0, 2.282845125637252)	(41.0, 2.458243365522419)	(42.0, 2.603795764452402)	(43.0, 2.7593432348697116)	(44.0, 2.9156074833219687)	(45.0, 3.035130220649499)	(46.0, 3.142487641883889)	(47.0, 3.1884875359600238)	(48.0, 3.147717466805545)	(49.0, 3.100848147520353)	(50.0, 3.10672174530673)	(51.0, 3.15182566683918)	(52.0, 3.108785800574033)	(53.0, 2.9534042509981466)	(54.0, 2.81243126729144)	(55.0, 2.735171886691197)	(56.0, 2.7101842079728815)	(57.0, 2.715055643877063)	(58.0, 2.7346873978342416)	(59.0, 2.718068766357306)	(60.0, 2.709666534947641)	(61.0, 2.991937707210243)	(62.0, 3.4802493803520256)	(63.0, 3.646342779450186)	(64.0, 3.0493529551762855)	(65.0, 2.1136390515539945)	(66.0, 1.5783319592875384)	(67.0, 1.3382179544137134)	(68.0, 1.1424048141998508)	(69.0, 0.980485983471895)	(70.0, 0.8398182941134072)	(71.0, 0.6925204079316534)	(72.0, 0.5609717280177782)	(73.0, 0.4733323395781071)	(74.0, 0.44104414383717566)	(75.0, 0.44920081240153426)	(76.0, 0.4143507988690304)	(77.0, 0.32710962044877473)	(78.0, 0.24847641528154843)	(79.0, 0.20133498581642278)	(80.0, 0.18083380665018695)	(81.0, 0.15928400776615728)	(82.0, 0.13346672484072594)	(83.0, 0.11938336382073488)	(84.0, 0.11145234760071161)	(85.0, 0.10733087389976231)	(86.0, 0.11309828234762859)	(87.0, 0.11440573857804245)	(88.0, 0.09342007055485123)	(89.0, 0.06220040503268442)	(90.0, 0.04160631019525166)	(91.0, 0.03351600996746226)	(92.0, 0.037418468157733115)	(93.0, 0.03942942875578084)	(94.0, 0.025346067735789776)	(95.0, 0.00913228311192635)	(96.0, 0.0025750914588862093)	(97.0, 0.000995525048538483)	(98.0, 0.0006703201993492452)	(99.0, 0.00035175218381693063)	(100.0, 9.95525048538483e-05)
SRR32684367	(0.0, 0.001094138013758583)	(1.0, 0.0017965476028381669)	(2.0, 0.002053197260386477)	(3.0, 0.0016412070206378744)	(4.0, 0.0022895851028651827)	(5.0, 0.0028299001713879396)	(6.0, 0.0021409984590214245)	(7.0, 0.0013102640411676858)	(8.0, 0.0009860750000540313)	(9.0, 0.0008915198630625491)	(10.0, 0.0009387974315582903)	(11.0, 0.0010198446918367038)	(12.0, 0.0011684313356804619)	(13.0, 0.0014048191781591683)	(14.0, 0.001810055479551236)	(15.0, 0.002384140239856665)	(16.0, 0.00326890616456268)	(17.0, 0.004639955650939176)	(18.0, 0.007078127397648116)	(19.0, 0.011373632192404035)	(20.0, 0.017438668836571983)	(21.0, 0.0247126604465596)	(22.0, 0.03908504126926494)	(23.0, 0.06269005582535288)	(24.0, 0.08586957226497915)	(25.0, 0.1124125500061596)	(26.0, 0.14835700993963602)	(27.0, 0.20143621148364035)	(28.0, 0.2705762784394836)	(29.0, 0.3412359815255472)	(30.0, 0.4223102575573868)	(31.0, 0.5183107373571677)	(32.0, 0.627042390959016)	(33.0, 0.7492751673355768)	(34.0, 0.8745337080958648)	(35.0, 1.033771312727878)	(36.0, 1.245919270444982)	(37.0, 1.4652061410049428)	(38.0, 1.6819265149894205)	(39.0, 1.9010580449671812)	(40.0, 2.1040949398413202)	(41.0, 2.2953799819750893)	(42.0, 2.477412128560406)	(43.0, 2.655148770350967)	(44.0, 2.832507191593562)	(45.0, 2.9880368840678373)	(46.0, 3.0937562811626718)	(47.0, 3.145633281679213)	(48.0, 3.1431410784256513)	(49.0, 3.1192726602736585)	(50.0, 3.1530085823645484)	(51.0, 3.2190148219229595)	(52.0, 3.1778968452083776)	(53.0, 3.035949322769093)	(54.0, 2.899857464884924)	(55.0, 2.8289343582029556)	(56.0, 2.8253074933054965)	(57.0, 2.835796359573194)	(58.0, 2.8697011301229973)	(59.0, 2.8728484653971424)	(60.0, 2.826401631319255)	(61.0, 2.987523584752741)	(62.0, 3.3692494267257125)	(63.0, 3.526420326220626)	(64.0, 3.0182742660900423)	(65.0, 2.169007041385973)	(66.0, 1.6591860045429692)	(67.0, 1.4314972346674792)	(68.0, 1.2170259221557276)	(69.0, 1.0385328392692346)	(70.0, 0.9171443051872407)	(71.0, 0.7797759529536864)	(72.0, 0.6412189075693819)	(73.0, 0.5443809394133908)	(74.0, 0.5058429671510051)	(75.0, 0.5223023149258795)	(76.0, 0.4940438368421394)	(77.0, 0.40337221440566423)	(78.0, 0.3094654554964091)	(79.0, 0.24808566371222388)	(80.0, 0.22466300549176238)	(81.0, 0.2008418649082653)	(82.0, 0.1771085255234032)	(83.0, 0.16723426764614982)	(84.0, 0.1572924703853311)	(85.0, 0.1534562333988195)	(86.0, 0.1684229607968999)	(87.0, 0.16801097055715128)	(88.0, 0.13459248356901876)	(89.0, 0.0946969696969697)	(90.0, 0.0686132597640336)	(91.0, 0.05474742431806835)	(92.0, 0.05713156455792502)	(93.0, 0.05814465531140518)	(94.0, 0.03656582226227758)	(95.0, 0.013528138528138528)	(96.0, 0.0039037763700769195)	(97.0, 0.0019653960617515287)	(98.0, 0.0013305258562372891)	(99.0, 0.0007429332192187909)	(100.0, 0.0002701575342613785)
SRR32684368	(0.0, 0.0011339251871596674)	(1.0, 0.0019134987533319387)	(2.0, 0.0023623441399159735)	(3.0, 0.0021202038655745866)	(4.0, 0.0028584364092983285)	(5.0, 0.003295470075182783)	(6.0, 0.002533614090059882)	(7.0, 0.001523711970245803)	(8.0, 0.0011221134664600877)	(9.0, 0.0010394314215630286)	(10.0, 0.000986278678414919)	(11.0, 0.0013406302994023152)	(12.0, 0.001452841646048324)	(13.0, 0.0014823709477972734)	(14.0, 0.001990274937879208)	(15.0, 0.0024568379055126127)	(16.0, 0.0032245997509853046)	(17.0, 0.004819182045428586)	(18.0, 0.007707147756475865)	(19.0, 0.013506702619969582)	(20.0, 0.020859498755458047)	(21.0, 0.029109985664114588)	(22.0, 0.04483729177560518)	(23.0, 0.07042147881089518)	(24.0, 0.09875189090883749)	(25.0, 0.12948008230879451)	(26.0, 0.1678091159789312)	(27.0, 0.2238321072570385)	(28.0, 0.30490775813895477)	(29.0, 0.38856426999372917)	(30.0, 0.4689666527957693)	(31.0, 0.5749236933313505)	(32.0, 0.7023308186573688)	(33.0, 0.8332046840087138)	(34.0, 0.9663168704326291)	(35.0, 1.1373328685814963)	(36.0, 1.3618500556391104)	(37.0, 1.5869696404524032)	(38.0, 1.806171553195206)	(39.0, 2.0356910039690925)	(40.0, 2.2367323961362917)	(41.0, 2.4046064765790702)	(42.0, 2.5774001386932244)	(43.0, 2.7490598756202185)	(44.0, 2.9231764504527256)	(45.0, 3.0951432921179087)	(46.0, 3.2228870514838652)	(47.0, 3.28206967804911)	(48.0, 3.249664222309813)	(49.0, 3.1981828376406938)	(50.0, 3.188568096991236)	(51.0, 3.1812330184367967)	(52.0, 3.0968914267814465)	(53.0, 2.938602557686377)	(54.0, 2.8134219417122295)	(55.0, 2.746384520881764)	(56.0, 2.7150125907036795)	(57.0, 2.7286492222513448)	(58.0, 2.793832202931976)	(59.0, 2.8128490732583)	(60.0, 2.756016979112271)	(61.0, 2.8889519897256926)	(62.0, 3.232661250362767)	(63.0, 3.359088002870721)	(64.0, 2.852388808300143)	(65.0, 2.0401381168124844)	(66.0, 1.5589286155116004)	(67.0, 1.340665734564414)	(68.0, 1.1583990724491968)	(69.0, 1.013215307470311)	(70.0, 0.8909639982296593)	(71.0, 0.7402759714047691)	(72.0, 0.5991318149051396)	(73.0, 0.5090438211294439)	(74.0, 0.4766265536694469)	(75.0, 0.4926137176363282)	(76.0, 0.45684192149765057)	(77.0, 0.36737994891903264)	(78.0, 0.2827430642461931)	(79.0, 0.22467664528705847)	(80.0, 0.2035395710951603)	(81.0, 0.1839439264545573)	(82.0, 0.16173789153934715)	(83.0, 0.15101875500447842)	(84.0, 0.14386085226053302)	(85.0, 0.1408783927838891)	(86.0, 0.15632221759858977)	(87.0, 0.15774552994288915)	(88.0, 0.1254936265726863)	(89.0, 0.08395771073261371)	(90.0, 0.057853807986542195)	(91.0, 0.048746971327166114)	(92.0, 0.056253319831749124)	(93.0, 0.060570503747445575)	(94.0, 0.03908498379490979)	(95.0, 0.014345334789639752)	(96.0, 0.004234501870799383)	(97.0, 0.0019075928929821488)	(98.0, 0.0012402306734558863)	(99.0, 0.0007205149626743721)	(100.0, 0.0002244226932920175)
SRR32684369	(0.0, 0.0010407005243082456)	(1.0, 0.0019264030981876034)	(2.0, 0.0026294295162043436)	(3.0, 0.0024190751549079963)	(4.0, 0.0028287125953271996)	(5.0, 0.003249421317919894)	(6.0, 0.002507645412295932)	(7.0, 0.0014392666825539567)	(8.0, 0.0010573074475684835)	(9.0, 0.0010130223188745157)	(10.0, 0.0012233766801708632)	(11.0, 0.0013783746305997507)	(12.0, 0.0014337310414672107)	(13.0, 0.001693906172544272)	(14.0, 0.002230863357958633)	(15.0, 0.0028563908007609292)	(16.0, 0.0034431687559560034)	(17.0, 0.005070647235459323)	(18.0, 0.008530422914675566)	(19.0, 0.014054992719248061)	(20.0, 0.021705248701131014)	(21.0, 0.030440490336016184)	(22.0, 0.045071189728285825)	(23.0, 0.07081745642274141)	(24.0, 0.09956404058621333)	(25.0, 0.12575315856760858)	(26.0, 0.16058894792650108)	(27.0, 0.21885710600558933)	(28.0, 0.29377093683252276)	(29.0, 0.3769107303143608)	(30.0, 0.4646284989749377)	(31.0, 0.5663735821493289)	(32.0, 0.6863364601402012)	(33.0, 0.8194464857120952)	(34.0, 0.9677407747849334)	(35.0, 1.144925574689499)	(36.0, 1.3692851079353137)	(37.0, 1.6130747413956072)	(38.0, 1.848566448866868)	(39.0, 2.067910691288091)	(40.0, 2.2703989066001724)	(41.0, 2.4674234441596354)	(42.0, 2.658668772424536)	(43.0, 2.8294931207204304)	(44.0, 2.9955955671693304)	(45.0, 3.1634583474838154)	(46.0, 3.2893166832320726)	(47.0, 3.332705038069988)	(48.0, 3.3033772115924074)	(49.0, 3.2575531746763238)	(50.0, 3.25050076793181)	(51.0, 3.268076428382228)	(52.0, 3.192121897030987)	(53.0, 3.02674461956445)	(54.0, 2.891531050379593)	(55.0, 2.808906071518822)	(56.0, 2.7523318196122784)	(57.0, 2.7352432955774932)	(58.0, 2.7601260022624166)	(59.0, 2.749630426761946)	(60.0, 2.6900558573863855)	(61.0, 2.867594938320503)	(62.0, 3.2774704113064366)	(63.0, 3.42150225674248)	(64.0, 2.8716138137494807)	(65.0, 2.0167392250822114)	(66.0, 1.5221629078279777)	(67.0, 1.2996578143462227)	(68.0, 1.1092871173730283)	(69.0, 0.9488697743202164)	(70.0, 0.8237642857597571)	(71.0, 0.6798542244276217)	(72.0, 0.5475468668133058)	(73.0, 0.46279066613413805)	(74.0, 0.4312541188629461)	(75.0, 0.4367676173853451)	(76.0, 0.4042955467704931)	(77.0, 0.32446053101744254)	(78.0, 0.2475815476047143)	(79.0, 0.1956184847234297)	(80.0, 0.176238205278732)	(81.0, 0.15882861406091586)	(82.0, 0.1338684084007782)	(83.0, 0.12092054389887934)	(84.0, 0.11302118406809282)	(85.0, 0.10698733528353968)	(86.0, 0.11253404765245918)	(87.0, 0.11169263020727378)	(88.0, 0.08651653454475303)	(89.0, 0.05452606470444797)	(90.0, 0.03793574836747025)	(91.0, 0.03359027011437465)	(92.0, 0.03851145504049183)	(93.0, 0.039950721723045785)	(94.0, 0.025414128229250828)	(95.0, 0.009106129587697149)	(96.0, 0.0023194336153465685)	(97.0, 0.0010573074475684835)	(98.0, 0.0005923135962818206)	(99.0, 0.0003598166706384892)	(100.0, 0.00014392666825539566)
SRR32684370	(0.0, 0.001241693889587849)	(1.0, 0.0025199081876929874)	(2.0, 0.003189449010509965)	(3.0, 0.002337306145106539)	(4.0, 0.0030677143154523327)	(5.0, 0.003944204119867285)	(6.0, 0.0031164081934753857)	(7.0, 0.0019721020599336426)	(8.0, 0.001241693889587849)	(9.0, 0.000973877560461058)	(10.0, 0.001083438786012927)	(11.0, 0.0012295204200820857)	(12.0, 0.0013147347066224282)	(13.0, 0.0014851632797031134)	(14.0, 0.0020816632854855116)	(15.0, 0.002690336760773673)	(16.0, 0.003469438809142519)	(17.0, 0.00441896943059205)	(18.0, 0.00709713272185996)	(19.0, 0.013597765437937523)	(20.0, 0.021303571635085644)	(21.0, 0.03057975539847722)	(22.0, 0.047999990261224396)	(23.0, 0.07491553133846689)	(24.0, 0.10158760302559412)	(25.0, 0.12908747063911324)	(26.0, 0.16540093017480495)	(27.0, 0.22115542051120052)	(28.0, 0.2985543396288431)	(29.0, 0.3794592179641455)	(30.0, 0.4671325453446522)	(31.0, 0.5714470055395373)	(32.0, 0.6898218230135789)	(33.0, 0.8235595590038937)	(34.0, 0.9611806317665469)	(35.0, 1.1336786946632118)	(36.0, 1.3499282069635898)	(37.0, 1.5667011784527156)	(38.0, 1.7883922316221694)	(39.0, 2.0014401214425317)	(40.0, 2.1900315110258157)	(41.0, 2.3572584616264853)	(42.0, 2.5205290346377813)	(43.0, 2.7182626998198933)	(44.0, 2.912368671089288)	(45.0, 3.0679699583119535)	(46.0, 3.1961931126161582)	(47.0, 3.270134766394164)	(48.0, 3.2437061640971514)	(49.0, 3.1835083573911525)	(50.0, 3.188511653358021)	(51.0, 3.200892071845382)	(52.0, 3.1106866628076766)	(53.0, 2.9486577836859684)	(54.0, 2.8223823845026863)	(55.0, 2.7393958428818985)	(56.0, 2.707403965020753)	(57.0, 2.728378852979183)	(58.0, 2.8012492414406815)	(59.0, 2.823843200843378)	(60.0, 2.756852598153163)	(61.0, 2.9084609873779383)	(62.0, 3.272532939886799)	(63.0, 3.38970258387977)	(64.0, 2.8551655378817067)	(65.0, 2.042148203469804)	(66.0, 1.5937749746335328)	(67.0, 1.3788401970397774)	(68.0, 1.17232946034401)	(69.0, 1.0254687242264824)	(70.0, 0.9077877945142695)	(71.0, 0.7429468439367296)	(72.0, 0.5978025670195146)	(73.0, 0.5146577702951518)	(74.0, 0.49251422926416855)	(75.0, 0.5124056784365856)	(76.0, 0.4716732494703019)	(77.0, 0.37617238119758944)	(78.0, 0.28830427830499045)	(79.0, 0.23337758389498675)	(80.0, 0.21656602250752777)	(81.0, 0.19477551209221158)	(82.0, 0.16604612405861038)	(83.0, 0.1554795525276079)	(84.0, 0.14742071571479265)	(85.0, 0.14177222586411853)	(86.0, 0.1592168076658772)	(87.0, 0.1639279403646076)	(88.0, 0.12990309309599937)	(89.0, 0.0882820008557949)	(90.0, 0.06104994957140257)	(91.0, 0.048961694352179695)	(92.0, 0.05749529647571971)	(93.0, 0.06164644957718497)	(94.0, 0.03845599016870603)	(95.0, 0.013682979724477864)	(96.0, 0.0035059592176598085)	(97.0, 0.001180826542059033)	(98.0, 0.0005356326582535818)	(99.0, 0.0002921632681383174)	(100.0, 0.00012173469505763226)
