#Transcript position	Transcript coverage profile
0.0	20431.165090290746
1.0	23909.213732284774
2.0	25646.29141450289
3.0	28789.795498062656
4.0	32421.539827499204
5.0	36776.58107698947
6.0	40047.09928663496
7.0	42244.46335524752
8.0	44863.321006894555
9.0	47169.88871074032
10.0	48618.12906214958
11.0	49410.666997611675
12.0	50368.050653493745
13.0	50992.12699501735
14.0	50901.678260074405
15.0	50868.08864948163
16.0	50925.63388030894
17.0	51480.73096653406
18.0	51667.895027405735
19.0	51671.10701151261
20.0	51807.81794369398
21.0	51838.66092493909
22.0	52289.01341339828
23.0	52765.74474928003
24.0	51880.91149615272
25.0	51023.221894970746
26.0	50822.81893446586
27.0	50702.735882940666
28.0	50774.88422392041
29.0	50680.49972622883
30.0	50985.7134541908
31.0	51243.80554680294
32.0	51702.18609699004
33.0	52002.628388232464
34.0	52019.60906412161
35.0	52116.89991855431
36.0	52100.9942204394
37.0	52062.07355241863
38.0	52190.52525968189
39.0	51692.82742137408
40.0	51441.10779210004
41.0	51363.71739648037
42.0	51022.186488303196
43.0	51001.0689315292
44.0	50933.41761172798
45.0	50732.65797465733
46.0	50350.74102616601
47.0	50345.24993552668
48.0	50016.37062775894
49.0	49795.991991883595
50.0	49242.130977147135
51.0	48918.816046789056
52.0	48570.699437128336
53.0	48536.87806221659
54.0	48733.67274159427
55.0	48783.85917101626
56.0	48542.8407153197
57.0	48644.25007381843
58.0	48433.553583515466
59.0	48082.69192094028
60.0	48007.63248035877
61.0	47646.513572844524
62.0	47370.504957157485
63.0	47196.05347369845
64.0	47242.28842663803
65.0	46762.03201218897
66.0	46348.05122892022
67.0	46276.55428442603
68.0	46123.3381084627
69.0	46007.2449291227
70.0	46007.404808511375
71.0	46234.28209841544
72.0	46317.21482461779
73.0	46204.83829875147
74.0	46017.91321724487
75.0	45765.322511299455
76.0	45829.08912565222
77.0	46196.53929167707
78.0	46281.10455359971
79.0	46283.11333022803
80.0	45627.92768753648
81.0	45351.488712639315
82.0	44840.14457790621
83.0	44007.24939573964
84.0	42955.4730410511
85.0	42400.556840467405
86.0	42181.03988035727
87.0	41812.540762166245
88.0	41335.204799420055
89.0	40261.29619566517
90.0	39166.86563681057
91.0	38364.89336086631
92.0	37450.99344054996
93.0	36135.33461326584
94.0	33975.73178364453
95.0	30023.080694982953
96.0	24585.560902027843
97.0	17471.116865227843
98.0	9694.69962195259
99.0	2797.6075780339565
