#Transcript position	Transcript coverage profile
0.0	17382.096428635443
1.0	20287.583599940546
2.0	21329.356755537476
3.0	23623.711710055173
4.0	26310.20111393555
5.0	29395.653132891475
6.0	32060.15570899282
7.0	33762.04893979047
8.0	35584.45237997168
9.0	37078.994745727774
10.0	38153.591663286694
11.0	39029.60686270076
12.0	40105.06909495909
13.0	40672.90238170964
14.0	40492.791624589445
15.0	40353.341977406475
16.0	40191.5470803205
17.0	40586.031285404984
18.0	40892.02007415519
19.0	41278.96156618012
20.0	41630.186113130505
21.0	41738.90757771581
22.0	41950.424893215924
23.0	42293.692646784824
24.0	41662.54418511414
25.0	40998.57540762079
26.0	40679.59771923469
27.0	40502.025584134215
28.0	40526.53576073201
29.0	40430.32051964987
30.0	40475.94378716984
31.0	40598.58733387358
32.0	40869.10496468364
33.0	41189.94075302732
34.0	41311.94736629209
35.0	41510.017409528264
36.0	41587.037734432655
37.0	41529.33693986151
38.0	41460.56102761187
39.0	40946.972437875345
40.0	40708.01474319411
41.0	40464.41258201841
42.0	39974.63864734292
43.0	39751.42501566842
44.0	39615.34075914456
45.0	39595.306267972315
46.0	39516.76893868724
47.0	39659.26832593204
48.0	39499.77930502093
49.0	39119.70017641129
50.0	38624.94153724304
51.0	38318.56599709867
52.0	38039.87627691109
53.0	37957.54322328373
54.0	38090.79565773501
55.0	38173.29006316364
56.0	37949.93547588819
57.0	38048.39867398213
58.0	37955.9503941204
59.0	37944.468471776774
60.0	37971.07271472398
61.0	37758.31832338161
62.0	37507.53473229119
63.0	37465.67043861563
64.0	37330.93543439804
65.0	36971.34504126307
66.0	36621.45786735694
67.0	36370.03669164912
68.0	36221.07761484955
69.0	36149.5872397417
70.0	36159.22533596558
71.0	36211.51047347392
72.0	36268.24068613518
73.0	36282.85478324612
74.0	36195.43607313575
75.0	36162.30946662529
76.0	36289.58793467119
77.0	36553.73159776627
78.0	36423.7382235798
79.0	36268.31703653082
80.0	36082.89153940236
81.0	36120.38004367382
82.0	35915.960988291554
83.0	35480.36390204108
84.0	34742.224948352225
85.0	34358.817400613785
86.0	34137.1561968775
87.0	33882.928686777785
88.0	33240.25336248961
89.0	31897.157625905158
90.0	30551.62103232461
91.0	29729.23766356986
92.0	29062.55591468799
93.0	27817.292028419124
94.0	25949.262303026848
95.0	22999.95054925524
96.0	18580.125549021446
97.0	12911.233381511489
98.0	7093.347002958409
99.0	2033.6078010619162
