#Transcript position	Transcript coverage profile
0.0	3346.9407036347857
1.0	3629.462363880005
2.0	3833.541970882068
3.0	4532.232582794303
4.0	5525.529054279499
5.0	6845.803332012515
6.0	7919.108094793184
7.0	8512.704187664916
8.0	9607.632020241777
9.0	10615.006530326697
10.0	10908.956428035837
11.0	11131.820541668874
12.0	11655.085127608289
13.0	11545.904612459963
14.0	10854.70615462792
15.0	10449.974645196206
16.0	10408.916368751821
17.0	10180.99024472189
18.0	9797.431109823789
19.0	9579.681660606384
20.0	9628.406800088349
21.0	9432.579906505824
22.0	9334.039208307056
23.0	9518.63288514911
24.0	8916.33385319343
25.0	8433.988762857338
26.0	8427.362421625729
27.0	8342.224258435497
28.0	8213.439312233557
29.0	7932.779258680462
30.0	7933.4788078008205
31.0	7871.557335000597
32.0	8092.54700004405
33.0	8297.703756717243
34.0	8248.8946195036
35.0	8129.921931900317
36.0	8018.789518679392
37.0	7869.785954798384
38.0	8012.044520111519
39.0	7826.002935082162
40.0	7860.069907384541
41.0	7740.253238060142
42.0	7510.832405288089
43.0	7708.232822855619
44.0	7727.135059859376
45.0	7503.810716105035
46.0	7538.791472291486
47.0	7914.89768353238
48.0	8078.384477348935
49.0	8172.230973388218
50.0	7891.524094281395
51.0	7773.817605786875
52.0	7872.760792293038
53.0	8006.962798972502
54.0	8378.428713767527
55.0	8651.223791314555
56.0	8742.40545391499
57.0	8801.74959086409
58.0	8735.253820720047
59.0	8628.662811646938
60.0	8679.864298703658
61.0	8418.16467900949
62.0	8369.402843970807
63.0	7841.648686430274
64.0	7893.382922151646
65.0	7545.260810829968
66.0	7363.70084292684
67.0	7389.078961571556
68.0	7369.556414427444
69.0	7371.189244075441
70.0	7046.818559817695
71.0	6925.72955050007
72.0	6790.90354657429
73.0	6467.612228980966
74.0	6393.941991474445
75.0	6180.738047773463
76.0	6411.38819143289
77.0	6841.105269108894
78.0	6896.666371070334
79.0	7061.639810218313
80.0	6769.005738146729
81.0	6811.087589119814
82.0	6608.442102177911
83.0	6184.380648726266
84.0	5578.349212575209
85.0	5524.206832596214
86.0	5511.6276007610895
87.0	5350.802646616241
88.0	5467.018441162203
89.0	5208.430129639354
90.0	4944.013183423492
91.0	4668.38404261471
92.0	4298.484430841909
93.0	4107.463297779662
94.0	3970.59638370112
95.0	3275.692364464241
96.0	2434.768569532807
97.0	1775.1671948403434
98.0	1129.3732880916882
99.0	421.1152197542012
