#Transcript position	Transcript coverage profile
0.0	2641.745915252882
1.0	2898.9048837336895
2.0	2950.898395775835
3.0	3739.010883288885
4.0	4601.580031253995
5.0	5496.2209688320145
6.0	6014.695219826207
7.0	6038.028260637075
8.0	6434.5938262227355
9.0	6786.1306804116675
10.0	6950.2832880113565
11.0	7465.852241854601
12.0	8313.406490357393
13.0	8435.629132559174
14.0	8096.1277638858965
15.0	7809.294950118052
16.0	7596.4888005251305
17.0	7389.176554898675
18.0	7348.450347178345
19.0	7423.050014817493
20.0	7687.722006905511
21.0	7763.054856865086
22.0	7745.524880934764
23.0	7796.53379296249
24.0	7164.072591912428
25.0	6642.213149197162
26.0	6456.476168012176
27.0	6472.388958170401
28.0	6484.776177941401
29.0	6229.092852742702
30.0	6152.952783369293
31.0	6157.743388217931
32.0	6226.86529742765
33.0	6384.346551283167
34.0	6436.568380019447
35.0	6507.326757982036
36.0	6421.397907690374
37.0	6276.2038612109845
38.0	6167.765505756594
39.0	5738.454944178532
40.0	5624.179367354625
41.0	5543.9739491784685
42.0	5194.901123068425
43.0	5275.722844923463
44.0	5453.126064625064
45.0	5782.809549514413
46.0	6107.804852987615
47.0	6505.170681022831
48.0	6691.2109686872955
49.0	6567.553440549836
50.0	6457.115475745956
51.0	6460.428697647025
52.0	6311.608366059899
53.0	6145.251515856318
54.0	6044.90219491125
55.0	6029.899901605952
56.0	6037.245349288222
57.0	6151.413437691162
58.0	6123.576161412321
59.0	6194.930659784716
60.0	6153.323088367364
61.0	5935.449995078796
62.0	5755.910944998894
63.0	5605.406789293419
64.0	5644.39362433924
65.0	5515.2353756383345
66.0	5597.730577615515
67.0	5651.924010137624
68.0	5600.003133439503
69.0	5793.351686139947
70.0	5711.213452781087
71.0	5687.12395582691
72.0	5612.839149606203
73.0	5423.679702637232
74.0	5219.779913833838
75.0	5139.373557738895
76.0	5435.848480893673
77.0	5728.989886227516
78.0	5695.781510783638
79.0	5796.473261067163
80.0	5701.044910267694
81.0	5798.6549306973375
82.0	5744.662823486371
83.0	5647.637613686857
84.0	5301.200699522366
85.0	5248.222463288022
86.0	5092.656842564719
87.0	4775.576484400304
88.0	4596.895095396822
89.0	3959.638545536106
90.0	3627.1569254509086
91.0	3652.125389116066
92.0	3776.474649321166
93.0	3738.253197135572
94.0	3723.308075380843
95.0	3488.4134620036248
96.0	2530.9104131173913
97.0	1618.8447975599693
98.0	949.9798900538958
99.0	301.1935560298493
