#Transcript position	Transcript coverage profile
0.0	16579.074107495257
1.0	19603.260993197728
2.0	20604.81684783073
3.0	22971.67187919194
4.0	25709.243916439576
5.0	28527.8880603359
6.0	30804.318287166243
7.0	32206.003556517862
8.0	33981.11038936695
9.0	35302.89699432148
10.0	36318.49368539387
11.0	37370.14110817706
12.0	38743.6790005082
13.0	39475.351727853784
14.0	39479.76235525852
15.0	39570.501768212154
16.0	39528.34408486974
17.0	39778.28147794481
18.0	40161.61447772654
19.0	40543.95438493456
20.0	40975.003928017424
21.0	41112.373360607075
22.0	41303.71348969302
23.0	41518.681906287915
24.0	40764.59804609103
25.0	40048.15190048188
26.0	39657.116527914804
27.0	39567.80942621539
28.0	39757.41436734993
29.0	39670.95319680633
30.0	39742.25708438054
31.0	39951.51735558789
32.0	40103.889816032504
33.0	40365.40325575937
34.0	40543.66042092679
35.0	40790.30743941813
36.0	40871.9584065036
37.0	40812.01693793495
38.0	40636.897309902444
39.0	40035.39790305007
40.0	39698.73062006454
41.0	39466.07713742732
42.0	38936.062716595516
43.0	38795.98324420838
44.0	38723.91946910782
45.0	38799.87462626893
46.0	38800.497621310016
47.0	39000.87265093488
48.0	38969.85026275959
49.0	38635.57343859558
50.0	38279.731242455746
51.0	38022.05611297369
52.0	37687.8582484826
53.0	37500.585552144985
54.0	37444.4162752133
55.0	37426.25706369258
56.0	37270.143831068184
57.0	37404.431379010115
58.0	37246.20663155814
59.0	37216.665746765844
60.0	37285.54067253682
61.0	37026.981058474405
62.0	36685.09437711982
63.0	36624.108311364784
64.0	36486.52193286429
65.0	36116.70338598862
66.0	35933.49180781266
67.0	35669.375762169555
68.0	35523.62502792348
69.0	35581.23625728099
70.0	35600.19027195112
71.0	35765.56588910898
72.0	35891.65325499271
73.0	35944.97041063907
74.0	35872.66302440708
75.0	35804.83298801546
76.0	36063.471572898496
77.0	36313.646463156605
78.0	36069.84163821948
79.0	35965.57545683707
80.0	35743.95256829258
81.0	35800.556901836106
82.0	35550.97579325238
83.0	35139.17298067152
84.0	34378.20858922197
85.0	34121.77412594081
86.0	33957.85780250852
87.0	33613.119191900056
88.0	32996.54450511384
89.0	31545.572688620927
90.0	30285.04093532935
91.0	29564.780612580435
92.0	28888.445963116206
93.0	27584.65209239144
94.0	25638.95611025242
95.0	22648.91495678816
96.0	18095.202079308063
97.0	12571.70421082748
98.0	6994.543240824602
99.0	2021.0707221994799
