#Transcript position	Transcript coverage profile
0.0	2127.3997284276074
1.0	2374.5288153561773
2.0	2575.656128883824
3.0	3044.4431775443477
4.0	3812.4211659298426
5.0	4865.9477566437
6.0	5600.253477038169
7.0	5982.809231758031
8.0	6678.139274665584
9.0	7258.188891425073
10.0	7416.14518141097
11.0	7471.838872901765
12.0	7630.612293671451
13.0	7548.72999918746
14.0	7031.99659634689
15.0	6654.063212257915
16.0	6587.463193849545
17.0	6502.274737148523
18.0	6243.215706282276
19.0	6025.17824683155
20.0	5887.257430411185
21.0	5794.745804407673
22.0	5823.113354944548
23.0	6028.716297503523
24.0	5598.402765930404
25.0	5248.200124846553
26.0	5337.4584654573255
27.0	5320.546380674825
28.0	5268.472024396841
29.0	5053.027445492708
30.0	5036.457778815825
31.0	5024.128274981951
32.0	5277.298350376328
33.0	5433.786552472674
34.0	5423.692215766983
35.0	5462.344802538094
36.0	5503.717918612733
37.0	5474.15846063356
38.0	5680.571175919316
39.0	5532.992320754312
40.0	5417.2437818862045
41.0	5180.334416125435
42.0	4865.542695729669
43.0	5006.691630271118
44.0	4989.228330410407
45.0	4964.857781676543
46.0	5098.412579170488
47.0	5464.196716783346
48.0	5694.307118187951
49.0	5694.963665582104
50.0	5375.918324604184
51.0	5292.2344259544925
52.0	5262.403900407843
53.0	5338.663996951527
54.0	5486.5060133821735
55.0	5575.467022786762
56.0	5484.72417307232
57.0	5446.36525929246
58.0	5358.046739911283
59.0	5293.151267654226
60.0	5382.657381222
61.0	5286.753219032486
62.0	5267.966015680844
63.0	5101.7689899660945
64.0	5130.45788724414
65.0	4963.132606388297
66.0	4799.261953725557
67.0	4816.386008893019
68.0	4725.2312578476985
69.0	4654.51913420901
70.0	4386.17669202866
71.0	4343.934310277962
72.0	4375.782086414008
73.0	4284.171365530808
74.0	4409.653636518409
75.0	4446.655278528086
76.0	4654.1731512537735
77.0	4999.4944313171945
78.0	4982.766891504187
79.0	4910.804382796423
80.0	4550.98833736743
81.0	4441.871399327856
82.0	4301.329133620881
83.0	3980.405891781017
84.0	3576.0485780292
85.0	3595.8287356375185
86.0	3630.599756145142
87.0	3419.5965466417224
88.0	3408.5911661767873
89.0	3249.4487678623886
90.0	3321.2390389494
91.0	3447.1236052079503
92.0	3642.752705242122
93.0	3984.3536925947824
94.0	4170.06303401358
95.0	3490.6510408543195
96.0	2529.2963131563306
97.0	1679.4419838820165
98.0	908.7084959960494
99.0	286.07232756235743
