#Transcript position	Transcript coverage profile
0.0	14771.186078963365
1.0	17337.09059685715
2.0	18482.68751815976
3.0	20627.65539205199
4.0	23085.384616335195
5.0	26089.7815819187
6.0	28295.44127747496
7.0	29768.894452401208
8.0	31473.29742969639
9.0	32972.97351874237
10.0	33839.974044492854
11.0	34240.19171246929
12.0	34772.517999257056
13.0	35195.84933749189
14.0	35037.048799078715
15.0	34915.527457455115
16.0	35006.302371457605
17.0	35388.18476939544
18.0	35496.44101167416
19.0	35501.11402798161
20.0	35512.14698051719
21.0	35449.41769295458
22.0	35687.81873564736
23.0	36016.52034491339
24.0	35334.34388262294
25.0	34710.33244663231
26.0	34574.72482097794
27.0	34517.52588744669
28.0	34556.34330107354
29.0	34342.084941514586
30.0	34466.36353704213
31.0	34685.66403364887
32.0	35022.81558970809
33.0	35218.04707113415
34.0	35271.305606051625
35.0	35380.9909949831
36.0	35400.59494280304
37.0	35292.22246590378
38.0	35403.90119831719
39.0	35009.93472549881
40.0	34730.81190193575
41.0	34603.92901998976
42.0	34243.12192235956
43.0	34164.1224405805
44.0	34069.57017106149
45.0	33896.22955671913
46.0	33685.869632986694
47.0	33747.212844642076
48.0	33580.87192837143
49.0	33387.82755582486
50.0	32946.17179391197
51.0	32742.662237148255
52.0	32543.86112208595
53.0	32570.929776415644
54.0	32657.94175935589
55.0	32625.612294354472
56.0	32342.491561588286
57.0	32388.474612506394
58.0	32200.72294949474
59.0	31990.846039981952
60.0	31989.16606334571
61.0	31725.074686091506
62.0	31506.77934738359
63.0	31428.69244276529
64.0	31403.23222242869
65.0	31073.152323685314
66.0	30778.685030783585
67.0	30748.572599353505
68.0	30707.446849834687
69.0	30671.274084909866
70.0	30643.73108177622
71.0	30800.439822756445
72.0	30962.572378418794
73.0	30905.400111113115
74.0	30827.116470484187
75.0	30616.348022667273
76.0	30606.723799721633
77.0	30841.01354644137
78.0	30820.32546250521
79.0	30795.200975698892
80.0	30241.6892507616
81.0	30023.047590033853
82.0	29659.982840673594
83.0	29022.596553351774
84.0	28284.14061953955
85.0	28001.941801650595
86.0	27879.133499148742
87.0	27556.812745312553
88.0	27275.399386828543
89.0	26590.544451459977
90.0	25951.42179203725
91.0	25564.21542851083
92.0	25123.43882375678
93.0	24541.760734216845
94.0	23329.484941774583
95.0	20679.949358328387
96.0	16949.906190602906
97.0	12051.660397916701
98.0	6723.202739618847
99.0	1933.839027332813
