#Transcript position	Transcript coverage profile
0.0	19224.730107350235
1.0	22864.651498881398
2.0	24525.902961980664
3.0	27383.231625755085
4.0	30695.752945707634
5.0	34613.47859655795
6.0	37580.071906679455
7.0	39588.77106577089
8.0	41912.49387186093
9.0	43970.530740772345
10.0	45253.65834141615
11.0	46025.788046478345
12.0	46865.7833172435
13.0	47516.132643448735
14.0	47602.51665458858
15.0	47578.86463784298
16.0	47673.34058355063
17.0	48159.44253074601
18.0	48375.474765551226
19.0	48479.35885841993
20.0	48622.31033017203
21.0	48639.81447819426
22.0	49092.92414817416
23.0	49613.50335629673
24.0	48882.80066834943
25.0	48168.185751117075
26.0	48004.81458060578
27.0	48009.078801695665
28.0	48198.839903700544
29.0	48012.363525409266
30.0	48130.10248414763
31.0	48345.89997691072
32.0	48747.737044273264
33.0	49065.57938104908
34.0	49048.91256102118
35.0	49150.49327328512
36.0	49165.01966788155
37.0	49054.651877907374
38.0	49139.58535484824
39.0	48758.62428581565
40.0	48546.15376637927
41.0	48430.78810720219
42.0	48123.80434561707
43.0	48094.080042222224
44.0	47997.932490460065
45.0	47795.15653691009
46.0	47433.060577196426
47.0	47423.604971168985
48.0	47100.956616886186
49.0	46907.65901045453
50.0	46411.212029374714
51.0	46105.64905865572
52.0	45814.14339542938
53.0	45822.235341494496
54.0	46029.953876862
55.0	46106.46070014511
56.0	45901.00217589542
57.0	45981.953708080015
58.0	45805.73509495764
59.0	45415.65631352032
60.0	45258.08366404835
61.0	44813.3354069017
62.0	44581.27465879641
63.0	44424.01132122999
64.0	44424.14010234839
65.0	43995.845953373566
66.0	43578.75538906106
67.0	43478.96519066077
68.0	43364.838579152456
69.0	43249.850813743724
70.0	43188.420714730026
71.0	43363.32180511284
72.0	43426.88882672902
73.0	43308.810294877134
74.0	43066.21725479577
75.0	42738.188175847965
76.0	42687.18656022599
77.0	42938.67891839749
78.0	42936.355011472326
79.0	42960.08034002869
80.0	42324.74382188442
81.0	42125.03931198273
82.0	41688.68596079186
83.0	40939.6725387818
84.0	40025.44138155893
85.0	39536.11061341909
86.0	39235.114739362914
87.0	38853.991756596806
88.0	38365.593660037026
89.0	37394.40105572245
90.0	36411.13439886233
91.0	35677.05336619964
92.0	34847.76048214247
93.0	33545.37304390136
94.0	31334.79551868448
95.0	27500.69054762303
96.0	22431.41719691191
97.0	15997.235149251559
98.0	8912.441217343525
99.0	2569.1864331118672
