Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62
SRR1039513_pass_1P	(1, 37.76739365006353)	(2, 39.20053655201084)	(3, 39.08104165048044)	(4, 39.014203053810945)	(5, 39.143451575217284)	(6, 39.090218574508285)	(7, 39.1415136296894)	(8, 39.09277057559052)	(9, 39.097739059584804)	(10, 38.92114181018723)	(11, 38.89816428205055)	(12, 38.930177088577125)	(13, 38.95665006935936)	(14, 38.86020693945836)	(15, 38.82312017320626)	(16, 38.74860695292689)	(17, 38.658175939706666)	(18, 38.595513242052704)	(19, 38.39997099268666)	(20, 38.54778038727262)	(21, 38.536980517151136)	(22, 38.53772896056611)	(23, 38.49519903978416)	(24, 38.39316819470641)	(25, 38.42891375940135)	(26, 38.38640210204268)	(27, 38.277356615172536)	(28, 38.14380875304604)	(29, 38.1471763022386)	(30, 38.06823714656558)	(31, 37.94741716526209)	(32, 37.95952700470221)	(33, 37.92671370102978)	(34, 37.615200617458385)	(35, 37.64707957153414)	(36, 37.55013440570761)	(37, 37.21222255444149)	(38, 37.29432553146758)	(39, 37.299693892873094)	(40, 37.07012285755709)	(41, 36.82840997443099)	(42, 36.75116763534819)	(43, 36.80282828136199)	(44, 36.73386022866373)	(45, 36.5089870897205)	(46, 36.10255023574732)	(47, 36.06600273308589)	(48, 35.945596050826126)	(49, 35.36672648609066)	(50, 35.16614267963884)	(51, 35.09272292229262)	(52, 35.07630126601755)	(53, 34.998640713547736)	(54, 34.80949220417751)	(55, 34.599859848916275)	(56, 34.21676947448845)	(57, 33.871104606646874)	(58, 33.732528045883186)	(59, 33.51707251237251)	(60, 33.17668983621293)	(61, 32.84924007706872)	(62, 32.626343456221605)	(63, 30.881380318260714)
SRR1039513_pass_2P	(1, 37.44985607589589)	(2, 38.75363034617099)	(3, 38.84168300955516)	(4, 38.80589675371518)	(5, 38.762815182365934)	(6, 38.738197694001876)	(7, 38.71582928375137)	(8, 38.6448587511602)	(9, 38.599904435299116)	(10, 38.39268680180331)	(11, 38.31347571744021)	(12, 38.24041101863857)	(13, 38.292096922976064)	(14, 38.036335526808145)	(15, 38.006246864134525)	(16, 38.17157546238288)	(17, 38.13686948505594)	(18, 38.02572346654765)	(19, 38.032310732337095)	(20, 37.908772594442425)	(21, 38.09478330002093)	(22, 37.86810221139716)	(23, 38.039006864786536)	(24, 37.95519208897512)	(25, 37.82300095529007)	(26, 37.848886234578266)	(27, 37.83993221949851)	(28, 37.84808573743241)	(29, 37.653865652830525)	(30, 37.56908083343556)	(31, 37.532306627528605)	(32, 37.504565677352296)	(33, 37.44136620162558)	(34, 37.35428013140622)	(35, 37.24842342634433)	(36, 37.06695942081509)	(37, 37.00860040702136)	(38, 36.85199700951419)	(39, 35.002841362035724)	(40, 35.67934933504098)	(41, 36.18717223967422)	(42, 36.388759182068874)	(43, 36.30791707625014)	(44, 36.19105261786419)	(45, 36.13376518969159)	(46, 35.966262157784996)	(47, 35.86461447443893)	(48, 35.74135634219458)	(49, 35.55886351391101)	(50, 35.43561060709386)	(51, 35.22757836074555)	(52, 35.116118276713394)	(53, 34.733122960296924)	(54, 34.48103975391423)	(55, 34.355390577310736)	(56, 34.21198701061078)	(57, 33.91806576662903)	(58, 33.664822161062055)	(59, 33.46802012474819)	(60, 33.16217828028958)	(61, 32.787155976764865)	(62, 32.427033418624724)	(63, 31.005818000882968)
SRR1039514_pass_1P	(1, 37.63826288794342)	(2, 39.01998656282593)	(3, 38.97035317956136)	(4, 38.93116242376403)	(5, 39.01101830239493)	(6, 38.97025115963444)	(7, 39.01430728657478)	(8, 39.03852994319922)	(9, 38.9643877565768)	(10, 38.796909685413176)	(11, 38.80808143098815)	(12, 38.868563692933996)	(13, 38.88152245291272)	(14, 38.77989570222084)	(15, 38.702917146218354)	(16, 38.65720748491123)	(17, 38.55870427729502)	(18, 38.493945544403054)	(19, 38.410456849641186)	(20, 38.47473463860562)	(21, 38.47802267096685)	(22, 38.4714793437952)	(23, 38.46717532020493)	(24, 38.365075515660884)	(25, 38.36806668080535)	(26, 38.326615180459925)	(27, 38.22341587512721)	(28, 38.087740844237565)	(29, 38.05869439591491)	(30, 37.96017475690365)	(31, 37.86326213838626)	(32, 37.77801320538119)	(33, 37.831024818344794)	(34, 37.6110768943451)	(35, 37.60594481360674)	(36, 37.50204479443761)	(37, 37.2958388306622)	(38, 37.25276986757202)	(39, 37.16299915613797)	(40, 36.975763137512224)	(41, 36.87142904199368)	(42, 36.71001691808243)	(43, 36.64425109362903)	(44, 36.59886960319304)	(45, 36.3747908720397)	(46, 36.07776239989958)	(47, 35.97415161343963)	(48, 35.809349748689336)	(49, 35.473859901005774)	(50, 35.125894241815466)	(51, 34.930282988947695)	(52, 34.76879824551888)	(53, 34.75889665459071)	(54, 34.59361705571372)	(55, 34.33619664081307)	(56, 34.1150227165365)	(57, 33.81043625014565)	(58, 33.62844607792825)	(59, 33.413648724203576)	(60, 33.10837803449419)	(61, 32.74618205549984)	(62, 32.53174180895163)	(63, 30.740764362804192)
SRR1039514_pass_2P	(1, 37.29262363366124)	(2, 38.70966949776765)	(3, 38.711027843124164)	(4, 38.7055540845505)	(5, 38.64955438732901)	(6, 38.63252910755257)	(7, 38.63046426230438)	(8, 38.515613219287765)	(9, 38.432151325734296)	(10, 38.33717806269494)	(11, 38.20801414743114)	(12, 38.13918533794558)	(13, 38.10911874044941)	(14, 37.98229128940939)	(15, 37.95930850177162)	(16, 38.04619786911357)	(17, 38.00401900401049)	(18, 37.94586977473183)	(19, 37.8739675429351)	(20, 37.826540800844654)	(21, 37.98532866785245)	(22, 37.87432525139972)	(23, 37.945355667439884)	(24, 37.91022582072)	(25, 37.82256993881785)	(26, 37.78000884339686)	(27, 37.67054714767138)	(28, 37.667922307454795)	(29, 37.56370453115507)	(30, 37.53990638563337)	(31, 37.425388028270916)	(32, 37.41804702700332)	(33, 37.245663808697685)	(34, 37.18337569635864)	(35, 37.12830424771851)	(36, 36.94319200839063)	(37, 36.81570273286261)	(38, 36.774024202427405)	(39, 34.98660380525473)	(40, 35.616956714287646)	(41, 36.110785881004425)	(42, 36.311007448652475)	(43, 36.22088552632054)	(44, 36.110138162236076)	(45, 36.059958040966904)	(46, 35.90765898288996)	(47, 35.819079282994366)	(48, 35.684932966992776)	(49, 35.519319936975926)	(50, 35.36887763891673)	(51, 35.14563328464756)	(52, 34.99206683349136)	(53, 34.72042928349803)	(54, 34.44776010142233)	(55, 34.2232566545913)	(56, 34.118432839622024)	(57, 33.90427153781971)	(58, 33.606678458532826)	(59, 33.38446654027545)	(60, 33.10438623824163)	(61, 32.83898084882843)	(62, 32.507271972661016)	(63, 31.09990578820844)
SRR1039515_pass_1P	(1, 38.135785255200744)	(2, 39.772673173202186)	(3, 39.628503440263955)	(4, 39.6598932011817)	(5, 39.69418227795517)	(6, 39.62586066761896)	(7, 39.58678564717288)	(8, 39.49549792182573)	(9, 39.520686705970654)	(10, 39.29289708069759)	(11, 39.37718017644181)	(12, 39.479867623205365)	(13, 39.47681279644008)	(14, 39.417309252156414)	(15, 39.35195056445938)	(16, 39.19440938280135)	(17, 39.171414762989215)	(18, 39.14001276201856)	(19, 39.072647908903136)	(20, 39.13244492401479)	(21, 39.15145571779135)	(22, 39.17077686951975)	(23, 39.123808965054565)	(24, 38.94136321742943)	(25, 38.979541809593485)	(26, 38.95493946920409)	(27, 38.945350653243324)	(28, 38.846542639386094)	(29, 38.796118517403464)	(30, 38.70902004352231)	(31, 38.57612144920733)	(32, 38.488019415462375)	(33, 38.46859121513561)	(34, 38.229214491907314)	(35, 38.21731944251911)	(36, 38.185060056960644)	(37, 38.11821361700906)	(38, 37.97734319967161)	(39, 37.92651137165348)	(40, 37.72453837635547)	(41, 37.60218395990389)	(42, 37.54928290846466)	(43, 37.397879804904576)	(44, 37.26232615920249)	(45, 37.12083706881509)	(46, 36.9584272168081)	(47, 36.84063637657579)	(48, 36.69048423795636)	(49, 36.24336745443017)	(50, 36.1181959146979)	(51, 35.98873895183943)	(52, 35.86206796952582)	(53, 35.64551476625125)	(54, 35.50503670599441)	(55, 35.23538951356425)	(56, 35.06167551057282)	(57, 34.740023514518995)	(58, 34.48873548886287)	(59, 34.36341095785606)	(60, 34.1409302957106)	(61, 33.83364813112656)	(62, 33.54581257425019)	(63, 31.575982750018635)
SRR1039515_pass_2P	(1, 37.92622480296938)	(2, 39.47684648770437)	(3, 39.437546084317866)	(4, 39.422586748055686)	(5, 39.3938133710587)	(6, 39.353642056788615)	(7, 39.34487033697032)	(8, 39.266101156859264)	(9, 39.22481608075746)	(10, 39.10289104655896)	(11, 39.052038688691184)	(12, 39.0182405002771)	(13, 38.93870297677672)	(14, 38.89369634370533)	(15, 38.64090435651698)	(16, 38.84958198974549)	(17, 38.826588116784045)	(18, 38.76560974985357)	(19, 38.746533980067305)	(20, 38.68703952246699)	(21, 38.82317202174514)	(22, 38.85195017028818)	(23, 38.87448887924806)	(24, 38.80842396124376)	(25, 38.757359663747906)	(26, 38.70043619814331)	(27, 38.632443492550976)	(28, 38.5901784653654)	(29, 38.49094823192021)	(30, 38.415107370366535)	(31, 38.406835999016316)	(32, 38.310919459082605)	(33, 38.211949835035206)	(34, 38.13525606999784)	(35, 38.02879839649498)	(36, 37.87661981022275)	(37, 37.77786649251047)	(38, 37.66554030868665)	(39, 35.84125056414919)	(40, 36.58612846399918)	(41, 36.90011803745705)	(42, 37.180144806541485)	(43, 37.18211613593161)	(44, 37.16196196656421)	(45, 36.99544948772866)	(46, 36.9131520370396)	(47, 36.76487187764111)	(48, 36.61922119431832)	(49, 36.422666416687456)	(50, 36.275799589164436)	(51, 36.09402542487001)	(52, 35.89998583646818)	(53, 35.67657777060481)	(54, 35.50040193519867)	(55, 35.30700228858784)	(56, 35.1215279089158)	(57, 34.89887951880239)	(58, 34.61246867153615)	(59, 34.444942173949535)	(60, 34.235387786264624)	(61, 33.95053390247847)	(62, 33.74945750560325)	(63, 32.26818659717436)
SRR1039516_pass_1P	(1, 37.65188478299168)	(2, 39.20254583965329)	(3, 39.19337513623697)	(4, 39.1446828293837)	(5, 39.20158764068395)	(6, 39.21991578969481)	(7, 39.254596268294094)	(8, 39.21335511435532)	(9, 39.142762832368724)	(10, 39.131433307519146)	(11, 39.06806202119202)	(12, 38.817452354198025)	(13, 38.92237089957332)	(14, 38.93928068200586)	(15, 38.87365879780055)	(16, 38.8203285302926)	(17, 38.75905796602465)	(18, 38.70558737126738)	(19, 38.61744085184406)	(20, 38.70734919255275)	(21, 38.70117618914306)	(22, 38.64284026759646)	(23, 38.608535819017)	(24, 38.38614606836357)	(25, 38.43427067602294)	(26, 38.507467514021435)	(27, 38.44978401686219)	(28, 38.34956527749301)	(29, 38.30100433692363)	(30, 38.237891780110104)	(31, 37.94559658343362)	(32, 37.955159622888786)	(33, 37.945233223631284)	(34, 37.83082949636914)	(35, 37.72794949717416)	(36, 37.648539808850124)	(37, 37.462150465605156)	(38, 37.324807247405026)	(39, 37.21808909289008)	(40, 37.1173699524883)	(41, 36.99572597261163)	(42, 36.88226276237493)	(43, 36.7607325353617)	(44, 36.66132110393511)	(45, 36.384616130459996)	(46, 36.10773346445517)	(47, 35.912340373144296)	(48, 35.639836408424934)	(49, 35.437058478588405)	(50, 35.29149400548537)	(51, 35.08296792099072)	(52, 34.75948351623771)	(53, 34.42482014968521)	(54, 34.48338010158306)	(55, 34.10890711428961)	(56, 33.94082306652596)	(57, 33.81851239087685)	(58, 33.65375503224525)	(59, 33.35259697490927)	(60, 33.052677217728146)	(61, 32.591597064313966)	(62, 32.47877321366445)	(63, 30.767431335654884)
SRR1039516_pass_2P	(1, 37.54873162125275)	(2, 38.98288044283622)	(3, 38.95938001724545)	(4, 38.902709219353376)	(5, 38.90050680502691)	(6, 38.859069170903936)	(7, 38.82642070138725)	(8, 38.7130060590449)	(9, 38.538650682067185)	(10, 38.61687631102321)	(11, 38.329909179513805)	(12, 38.40640291827794)	(13, 38.229952768734485)	(14, 38.189325036948375)	(15, 38.15397421203091)	(16, 38.172838035801924)	(17, 38.134284547156696)	(18, 38.129051747335005)	(19, 38.093278581834674)	(20, 38.034199634664375)	(21, 38.236629936624304)	(22, 38.161087712830735)	(23, 38.22617877001128)	(24, 38.12376209679833)	(25, 38.03490189524051)	(26, 38.07724440324359)	(27, 38.028949133263474)	(28, 37.887549395944625)	(29, 37.82717250435002)	(30, 37.78640745678657)	(31, 37.70223233440237)	(32, 37.597911676391334)	(33, 37.41106544813696)	(34, 37.367463116537834)	(35, 37.25655181536856)	(36, 37.11690328573261)	(37, 37.04875061033061)	(38, 36.71642066322413)	(39, 34.979550540480304)	(40, 35.819308514000284)	(41, 36.28295048081498)	(42, 36.42697817583577)	(43, 36.36289244800631)	(44, 36.235328418416415)	(45, 36.178819971120774)	(46, 36.109367691828936)	(47, 35.98980260764566)	(48, 35.807446089546715)	(49, 35.48681329223434)	(50, 35.38580664060857)	(51, 35.19043884476184)	(52, 34.991926224388756)	(53, 34.91472115326061)	(54, 34.673951052739646)	(55, 34.37957913095387)	(56, 34.215128614113)	(57, 33.96836654231772)	(58, 33.7307120769968)	(59, 33.067231749782586)	(60, 32.993831986299035)	(61, 32.84539684262653)	(62, 32.59813405287579)	(63, 31.085516458732215)
SRR1039517_pass_1P	(1, 37.572756715502635)	(2, 39.07659739544467)	(3, 39.09517659643882)	(4, 39.041224239116)	(5, 39.11397573400513)	(6, 39.12021048813669)	(7, 39.149152227781606)	(8, 39.10662207698871)	(9, 39.02373215067869)	(10, 39.015711130097166)	(11, 38.94327065544482)	(12, 38.720350808894686)	(13, 38.81576609528267)	(14, 38.81297134629823)	(15, 38.72981015224417)	(16, 38.678896541964775)	(17, 38.60875888284471)	(18, 38.555660343735696)	(19, 38.45618595743631)	(20, 38.5524011351422)	(21, 38.56410327155141)	(22, 38.51049754546585)	(23, 38.46938530163392)	(24, 38.20987659577968)	(25, 38.26390551237871)	(26, 38.330391250275106)	(27, 38.27573723083144)	(28, 38.171114648814)	(29, 38.10069420160166)	(30, 38.03200341072305)	(31, 37.75861385186839)	(32, 37.74974423368656)	(33, 37.742123042102236)	(34, 37.648628183181586)	(35, 37.550350425660824)	(36, 37.46305176416197)	(37, 37.27402919712414)	(38, 37.15167796963765)	(39, 37.03893336449009)	(40, 36.938693958905894)	(41, 36.82593297135582)	(42, 36.70811349236432)	(43, 36.578484386293795)	(44, 36.44814955354669)	(45, 36.170873138452194)	(46, 35.88389162733992)	(47, 35.65334424765894)	(48, 35.41986861479632)	(49, 35.2226225747985)	(50, 35.074171239161544)	(51, 34.87768143738648)	(52, 34.570542543539716)	(53, 34.243314883915566)	(54, 34.24945458797066)	(55, 33.91646957243653)	(56, 33.750468510914516)	(57, 33.55120835904512)	(58, 33.40391567131735)	(59, 33.12734717776639)	(60, 32.834229215509936)	(61, 32.38295450064936)	(62, 32.25355809508282)	(63, 30.48562707982639)
SRR1039517_pass_2P	(1, 37.57395830240581)	(2, 38.99893374073174)	(3, 38.97728114415315)	(4, 38.92272065827095)	(5, 38.91416328527433)	(6, 38.866577247376405)	(7, 38.841884387151595)	(8, 38.72639992500982)	(9, 38.552292143898306)	(10, 38.61541009027345)	(11, 38.32354262199276)	(12, 38.40797706243253)	(13, 38.24765855484436)	(14, 38.207583463173)	(15, 38.17441180164305)	(16, 38.19123985137526)	(17, 38.15487323271296)	(18, 38.145945079495945)	(19, 38.098002464946205)	(20, 38.0346679943552)	(21, 38.23770354486656)	(22, 38.16118932925266)	(23, 38.2150822474117)	(24, 38.113881762962095)	(25, 38.03462345873052)	(26, 38.06939764444752)	(27, 38.00818175131342)	(28, 37.87463717465297)	(29, 37.80057335169045)	(30, 37.772672526547694)	(31, 37.673662687353676)	(32, 37.56212970465502)	(33, 37.38905601333304)	(34, 37.338274697482944)	(35, 37.22730968253479)	(36, 37.073872760174524)	(37, 37.00645585658731)	(38, 36.671109092583734)	(39, 34.943624587365115)	(40, 35.77707527902091)	(41, 36.22738888927939)	(42, 36.3740443316372)	(43, 36.3188010854678)	(44, 36.19337619822324)	(45, 36.13544169745185)	(46, 36.068641340695436)	(47, 35.95190291916156)	(48, 35.76705356616546)	(49, 35.46050359137277)	(50, 35.350352649913034)	(51, 35.14647865140027)	(52, 34.94610173406965)	(53, 34.866013483590216)	(54, 34.62436645858883)	(55, 34.33266545979211)	(56, 34.16762055531514)	(57, 33.91624363816327)	(58, 33.684161804763846)	(59, 33.05390126579108)	(60, 32.96072645473316)	(61, 32.799285570697165)	(62, 32.55238387712825)	(63, 31.024755366801514)
SRR1039518_pass_1P	(1, 37.60360205856146)	(2, 39.095299853778286)	(3, 39.109944506477134)	(4, 39.05214217987266)	(5, 39.12480673830059)	(6, 39.13232787675346)	(7, 39.160269243320606)	(8, 39.118106846008835)	(9, 39.03638018277501)	(10, 39.02778613602251)	(11, 38.95536903276515)	(12, 38.77759952576954)	(13, 38.85264992803948)	(14, 38.83483256415388)	(15, 38.742797613321336)	(16, 38.691681374894976)	(17, 38.62101118221946)	(18, 38.56723594283559)	(19, 38.468315763052125)	(20, 38.564690398545466)	(21, 38.57738216356672)	(22, 38.51932334338393)	(23, 38.47895958921324)	(24, 38.221297821352614)	(25, 38.27469587976459)	(26, 38.33871699243334)	(27, 38.28390105434834)	(28, 38.18033802527487)	(29, 38.10925906650076)	(30, 38.039487488756635)	(31, 37.76094213470034)	(32, 37.75602073811713)	(33, 37.74987708587141)	(34, 37.65950319718062)	(35, 37.561697107969174)	(36, 37.47288075056778)	(37, 37.2832855973921)	(38, 37.16125395243809)	(39, 37.047270478669546)	(40, 36.94787297920954)	(41, 36.834510645439266)	(42, 36.714870830675956)	(43, 36.58506420321261)	(44, 36.45516141555143)	(45, 36.17759102374585)	(46, 35.891945302076195)	(47, 35.65917248132671)	(48, 35.42802636019775)	(49, 35.2333120622872)	(50, 35.08440760898505)	(51, 34.88684775599485)	(52, 34.57977467237678)	(53, 34.25423810938252)	(54, 34.263820858874006)	(55, 33.95906043218452)	(56, 33.78993110532368)	(57, 33.579225186041825)	(58, 33.422993144714994)	(59, 33.137737890337505)	(60, 32.847777718836305)	(61, 32.39950680603313)	(62, 32.27276410626191)	(63, 30.505392882301642)
SRR1039518_pass_2P	(1, 37.56052474431741)	(2, 38.98207470109246)	(3, 38.9605482704711)	(4, 38.90672087125781)	(5, 38.89746061168723)	(6, 38.850285283371996)	(7, 38.82364469158044)	(8, 38.70829649908286)	(9, 38.5361435901272)	(10, 38.598325501854305)	(11, 38.311047566905)	(12, 38.39197592509993)	(13, 38.23044922562702)	(14, 38.191501904984115)	(15, 38.15685062170934)	(16, 38.16978780415105)	(17, 38.132587131154494)	(18, 38.12397901735286)	(19, 38.07564250014453)	(20, 38.01121081369564)	(21, 38.21248599827389)	(22, 38.14010337243371)	(23, 38.19460681167932)	(24, 38.09432574349203)	(25, 38.01637854797355)	(26, 38.05131938896551)	(27, 37.98932488451462)	(28, 37.85652418400187)	(29, 37.78390389733841)	(30, 37.75320157657439)	(31, 37.65584918256476)	(32, 37.5443825096227)	(33, 37.37227965701248)	(34, 37.32188783875007)	(35, 37.21011359700921)	(36, 37.05483306175931)	(37, 36.98786029324256)	(38, 36.65237147437724)	(39, 34.92012153484429)	(40, 35.754011413179576)	(41, 36.20775491296315)	(42, 36.35293537041231)	(43, 36.29710612705887)	(44, 36.171173643121406)	(45, 36.11118886017005)	(46, 36.043240296943196)	(47, 35.92513618016079)	(48, 35.74151489703655)	(49, 35.435033996868775)	(50, 35.324152388330255)	(51, 35.12033386322174)	(52, 34.92079848440548)	(53, 34.83792270291617)	(54, 34.59553383620733)	(55, 34.303919642340276)	(56, 34.137908756369185)	(57, 33.886406295316824)	(58, 33.655567065991136)	(59, 33.02948345290506)	(60, 32.93677451421276)	(61, 32.77619967354554)	(62, 32.53074858202441)	(63, 31.006627181784257)
SRR1039519_pass_1P	(1, 37.81308479606598)	(2, 39.264891542704646)	(3, 39.18245141704665)	(4, 39.23318215544237)	(5, 39.26596488083965)	(6, 39.26363039189265)	(7, 39.27725147234956)	(8, 39.25568306452361)	(9, 39.15568607405205)	(10, 39.14209033699251)	(11, 39.062626205027634)	(12, 39.07485946294173)	(13, 39.0996152102925)	(14, 39.00826452714085)	(15, 38.94838916687428)	(16, 38.8471403030844)	(17, 38.759648559488085)	(18, 38.72344687401639)	(19, 38.60887444315238)	(20, 38.719367039599284)	(21, 38.69932281084525)	(22, 38.739605959952456)	(23, 38.648254507447675)	(24, 38.42808736321636)	(25, 38.48336045303133)	(26, 38.52399447242401)	(27, 38.47679759925617)	(28, 38.37422671524453)	(29, 38.34181699034937)	(30, 38.3013752639843)	(31, 38.087765814336535)	(32, 38.03908888676185)	(33, 37.97276711657985)	(34, 37.801670989752445)	(35, 37.69076629156176)	(36, 37.61454670279006)	(37, 37.44502139268313)	(38, 37.29574672470585)	(39, 37.2602204431174)	(40, 37.1276415552465)	(41, 37.07653797773186)	(42, 37.013144394086616)	(43, 36.83620082799712)	(44, 36.73866535922474)	(45, 36.37183569747865)	(46, 36.11128909268262)	(47, 36.05831005750945)	(48, 35.69614398663035)	(49, 35.441424576163406)	(50, 35.27389494434043)	(51, 35.05670214008258)	(52, 34.72556298732363)	(53, 34.43490565802871)	(54, 34.53769130340881)	(55, 34.29640649194003)	(56, 34.064175356955566)	(57, 33.892310170541116)	(58, 33.70075937221656)	(59, 33.4262521001955)	(60, 33.16252248460598)	(61, 32.61191826543894)	(62, 32.492651970247515)	(63, 30.80789612328401)
SRR1039519_pass_2P	(1, 37.63123315767191)	(2, 39.054755405667464)	(3, 39.04944275073615)	(4, 38.96506648003065)	(5, 38.96777736368477)	(6, 38.92496191136283)	(7, 38.88302641800268)	(8, 38.772204085853474)	(9, 38.54432204941193)	(10, 38.681520024564996)	(11, 38.502499922498984)	(12, 38.562182899225824)	(13, 38.30171020413428)	(14, 38.294550422838746)	(15, 38.24111423151691)	(16, 38.27917585081971)	(17, 38.18168351210611)	(18, 38.22034771593763)	(19, 38.15425806412196)	(20, 38.07195447601734)	(21, 38.327243722248134)	(22, 38.22621996213425)	(23, 38.31820002140612)	(24, 38.25533079130006)	(25, 38.21452258130648)	(26, 38.20960066725545)	(27, 38.16161620275804)	(28, 38.06710384027143)	(29, 37.99761898781639)	(30, 37.89927339122037)	(31, 37.80130455138001)	(32, 37.65873549571346)	(33, 37.46872283080318)	(34, 37.43503109204926)	(35, 37.35674959162057)	(36, 37.21115136638248)	(37, 37.114189805715355)	(38, 36.97551064704399)	(39, 35.123081433467405)	(40, 35.94305083180929)	(41, 36.38156669739219)	(42, 36.49103705704113)	(43, 36.42447124843422)	(44, 36.348158648868115)	(45, 36.26294470995711)	(46, 36.18724195239052)	(47, 36.07723216130466)	(48, 35.88335423085263)	(49, 35.51701599099019)	(50, 35.442768401511636)	(51, 35.25716978792125)	(52, 35.054713004278696)	(53, 35.00950314364207)	(54, 34.76557368975758)	(55, 34.596366976649826)	(56, 34.362350263075804)	(57, 34.16243493115601)	(58, 33.889071972383476)	(59, 33.245453094757345)	(60, 33.15710701086635)	(61, 33.02596881004979)	(62, 32.78732722217261)	(63, 31.390142251446502)
SRR1039520_pass_1P	(1, 37.767016641812866)	(2, 39.20025994221855)	(3, 39.125004925463514)	(4, 39.09422531604548)	(5, 39.18292452064543)	(6, 39.10741601297106)	(7, 39.085574321271125)	(8, 39.08798913849482)	(9, 39.08187262972354)	(10, 38.95019883825831)	(11, 38.873791239530625)	(12, 38.9394194789927)	(13, 38.94345116484038)	(14, 38.859492489643834)	(15, 38.79387440674614)	(16, 38.71358220426976)	(17, 38.59788802707514)	(18, 38.55607425088049)	(19, 38.42048143619839)	(20, 38.515355173645744)	(21, 38.51713233730665)	(22, 38.486638710409736)	(23, 38.47786268644701)	(24, 38.394443531712035)	(25, 38.415541066986584)	(26, 38.36323866318171)	(27, 38.26689396368106)	(28, 38.14043552100401)	(29, 38.12044961229667)	(30, 37.96071939321675)	(31, 37.81862487265502)	(32, 37.78283835912427)	(33, 37.82662739900637)	(34, 37.52441835565787)	(35, 37.544059035218545)	(36, 37.47340038107806)	(37, 37.1523026172715)	(38, 37.19955412311278)	(39, 37.18418176380749)	(40, 36.984976126906865)	(41, 36.769026236410774)	(42, 36.67158028222607)	(43, 36.616549816872414)	(44, 36.58715378684259)	(45, 36.386495726560035)	(46, 36.06689450548768)	(47, 35.97029069674486)	(48, 35.820473869392266)	(49, 35.38458388492014)	(50, 35.05785646612434)	(51, 34.90141902427309)	(52, 34.94021075998555)	(53, 34.891205135132786)	(54, 34.67054248107369)	(55, 34.422532209703704)	(56, 34.091573052521944)	(57, 33.76257655616138)	(58, 33.59228724559185)	(59, 33.38282510131469)	(60, 33.07274891005964)	(61, 32.735662115415295)	(62, 32.50339475815903)	(63, 30.79383700354876)
SRR1039520_pass_2P	(1, 37.541324897491585)	(2, 38.903794012836954)	(3, 38.9129445601112)	(4, 38.91261339028282)	(5, 38.87436706030564)	(6, 38.85019105155895)	(7, 38.83381749424955)	(8, 38.75075391331015)	(9, 38.62021587025252)	(10, 38.49955249989256)	(11, 38.314886598667215)	(12, 38.321487331049546)	(13, 38.265407907844605)	(14, 38.128752791762125)	(15, 38.122007751527555)	(16, 38.23458724897887)	(17, 38.20256407169895)	(18, 38.114787985950464)	(19, 38.11494630609985)	(20, 37.978890333273554)	(21, 38.14347539012727)	(22, 38.00564860149281)	(23, 38.1298520987929)	(24, 38.040460037821916)	(25, 37.95124435311478)	(26, 37.9355526962528)	(27, 37.857656032336244)	(28, 37.88623721577724)	(29, 37.73145220908567)	(30, 37.6513194082447)	(31, 37.57732314717699)	(32, 37.54918607832197)	(33, 37.42723484619435)	(34, 37.31260207699861)	(35, 37.22242349356286)	(36, 37.039041645393525)	(37, 36.99901452626282)	(38, 36.85552951811104)	(39, 34.996084164345945)	(40, 35.6272349480185)	(41, 36.15795027764337)	(42, 36.34386087484483)	(43, 36.23098725067866)	(44, 36.17395088897353)	(45, 36.06951402278482)	(46, 35.92523839294342)	(47, 35.82631049678837)	(48, 35.679139424082294)	(49, 35.50676083074533)	(50, 35.350585981080805)	(51, 35.089472885274496)	(52, 34.99568350006024)	(53, 34.70500068070862)	(54, 34.46345234353731)	(55, 34.22745648608717)	(56, 34.13157454387742)	(57, 33.8646750959136)	(58, 33.62133142835317)	(59, 33.38328305014166)	(60, 33.1278453158732)	(61, 32.80487144212774)	(62, 32.50428342430355)	(63, 31.112584291105986)
