Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51
SRR1039512_pass_1P - polya	(1, 0.023106104926682483)	(2, 0.027089302943903413)	(3, 0.03118630661875923)	(4, 0.036307561212329)	(5, 0.03988532657422565)	(6, 0.043139457097223104)	(7, 0.046109073476133355)	(8, 0.049875329458487785)	(9, 0.05373049611086947)	(10, 0.05838941522029752)	(11, 0.06225880757988357)	(12, 0.06615309492707724)	(13, 0.06960994177773684)	(14, 0.07441823081281068)	(15, 0.07841209811043488)	(16, 0.08246998109047869)	(17, 0.08637849414487674)	(18, 0.08997759806757993)	(19, 0.09360515340469185)	(20, 0.09663167261241953)	(21, 0.0999960523662508)	(22, 0.10443447301401125)	(23, 0.10780596562144469)	(24, 0.11122369177729229)	(25, 0.11485835996800639)	(26, 0.11813027262500929)	(27, 0.12102164761429555)	(28, 0.1253533754580233)	(29, 0.12890980225911344)	(30, 0.1324520033529992)	(31, 0.13583772166763697)	(32, 0.13973556544163174)	(33, 0.14356939353320688)	(34, 0.14709025606628612)	(35, 0.15118370331434083)	(36, 0.15467611443301132)	(37, 0.15855973249980174)	(38, 0.16210904644728966)	(39, 0.16623805796335528)	(40, 0.17132730471571525)	(41, 0.17563413757183538)	(42, 0.18069137648298553)	(43, 0.18495908864429367)	(44, 0.18859020040820668)	(45, 0.1936830035873677)	(46, 0.1969655855247739)	(47, 0.20082430860395667)	(48, 0.20457989530590784)	(49, 0.20900409024646394)	(50, 0.21369857362390288)	(51, 0.21697759913450798)	(52, 0.2206442751664319)
SRR1039512_pass_2P - polya	(1, 0.03154550572566933)	(2, 0.03657073679560966)	(3, 0.04167065282837289)	(4, 0.047641893427403194)	(5, 0.05183847705268953)	(6, 0.05588569075233008)	(7, 0.05935676331019404)	(8, 0.06379162753115342)	(9, 0.06862836798063597)	(10, 0.07405191885229839)	(11, 0.07907714992223873)	(12, 0.08366849692244607)	(13, 0.08782595985292041)	(14, 0.09399991677961285)	(15, 0.09863394090143328)	(16, 0.10353114060653437)	(17, 0.10824696254477986)	(18, 0.11219815272079098)	(19, 0.11656544483252965)	(20, 0.12002584810999033)	(21, 0.12428289099089519)	(22, 0.12930100920723334)	(23, 0.13333399719966954)	(24, 0.1374879037033428)	(25, 0.14136085248972993)	(26, 0.1451555598864931)	(27, 0.14876177666279847)	(28, 0.15381190272034642)	(29, 0.15783066500557827)	(30, 0.16181386302279918)	(31, 0.16563346540716997)	(32, 0.16985494402006393)	(33, 0.17415822044938298)	(34, 0.17815208774700717)	(35, 0.18241624348151422)	(36, 0.1863496515235199)	(37, 0.19042176021076807)	(38, 0.19446186105680646)	(39, 0.1986584446820928)	(40, 0.20438784825864897)	(41, 0.2089507438444476)	(42, 0.21489708945587024)	(43, 0.21954178285809395)	(44, 0.22343962663208872)	(45, 0.228660461176089)	(46, 0.23209596946594205)	(47, 0.23637790733445455)	(48, 0.24030420252285806)	(49, 0.24525830505677657)	(50, 0.25036177751634087)	(51, 0.25389686575662446)	(52, 0.25758132392255384)
SRR1039513_pass_1P - polya	(1, 0.02957841713111484)	(2, 0.034932515163697976)	(3, 0.04072683903451573)	(4, 0.04695543974575411)	(5, 0.05108999322647109)	(6, 0.05471293289518568)	(7, 0.05830017857701638)	(8, 0.06277977393094428)	(9, 0.06764605414278095)	(10, 0.07308343814475982)	(11, 0.07789022837845667)	(12, 0.08299446850285261)	(13, 0.08665310215845108)	(14, 0.09206074117136005)	(15, 0.09674855144877728)	(16, 0.10107942185735565)	(17, 0.10601709004296009)	(18, 0.11019923550618892)	(19, 0.11457174889946516)	(20, 0.1183672095047852)	(21, 0.12234708904233867)	(22, 0.1281473619109704)	(23, 0.13189523053377858)	(24, 0.13572043612816853)	(25, 0.13972411165697793)	(26, 0.1437039911945314)	(27, 0.1474221148282697)	(28, 0.1525917939286194)	(29, 0.15726770621040867)	(30, 0.16191387350312805)	(31, 0.16598893700570522)	(32, 0.17023652144488782)	(33, 0.17508495466328255)	(34, 0.17917786515930167)	(35, 0.18362771552415966)	(36, 0.18756000307920126)	(37, 0.19206339442438508)	(38, 0.19620984590073)	(39, 0.2008262682043795)	(40, 0.20592455933096143)	(41, 0.21115967740726493)	(42, 0.21706108323873435)	(43, 0.22198090443089685)	(44, 0.22587749799905457)	(45, 0.23178485282833797)	(46, 0.23567549739868174)	(47, 0.24021458273074944)	(48, 0.2442301562551868)	(49, 0.24999473513693463)	(50, 0.2555332521017512)	(51, 0.2595309786327466)	(52, 0.2633799802183925)
SRR1039513_pass_2P - polya	(1, 0.03757387019310566)	(2, 0.04429623772290449)	(3, 0.05141123910842608)	(4, 0.05920442624474153)	(5, 0.06418373741504385)	(6, 0.06928797753943977)	(7, 0.07380326688025156)	(8, 0.07953215177511551)	(9, 0.08518964869621169)	(10, 0.09160861733749748)	(11, 0.09738509421487328)	(12, 0.1029652541643877)	(13, 0.1080159533084578)	(14, 0.11498222974862986)	(15, 0.12066947165879595)	(16, 0.1257915587766338)	(17, 0.13184763855126674)	(18, 0.13656519381775387)	(19, 0.1421453537672683)	(20, 0.14669038809715)	(21, 0.1519255061734535)	(22, 0.15836827080599522)	(23, 0.16289545814243495)	(24, 0.16781527933459744)	(25, 0.1731098873890408)	(26, 0.17784528964896987)	(27, 0.18206907809689657)	(28, 0.1884047607687866)	(29, 0.19378265479262566)	(30, 0.1989761298842313)	(31, 0.20369368515071845)	(32, 0.20883956825981226)	(33, 0.2141817682967674)	(34, 0.2189112215588825)	(35, 0.22404520667234837)	(36, 0.2286675779738118)	(37, 0.2335933481637883)	(38, 0.2385131693559508)	(39, 0.24377208342351023)	(40, 0.24967943825279362)	(41, 0.25528934319137797)	(42, 0.26252332453317917)	(43, 0.26809753548487963)	(44, 0.27282103974918076)	(45, 0.2799062961456324)	(46, 0.2839397166635117)	(47, 0.28919863073107116)	(48, 0.29351760314402153)	(49, 0.3003886956191699)	(50, 0.30681956225608364)	(51, 0.31117422865591793)	(52, 0.3156538240098458)
SRR1039514_pass_1P - polya	(1, 0.022693359634920453)	(2, 0.027036658267034365)	(3, 0.03251712966672597)	(4, 0.03842842422946463)	(5, 0.04207288761454292)	(6, 0.04579499936040294)	(7, 0.04901865872576084)	(8, 0.0531490505621829)	(9, 0.057695236846661994)	(10, 0.06244431078350628)	(11, 0.06697045878133202)	(12, 0.07107580275943738)	(13, 0.07456997899461554)	(14, 0.07987511538609032)	(15, 0.08414577522908584)	(16, 0.08831123406715126)	(17, 0.09245414983273166)	(18, 0.0963440822293135)	(19, 0.10028411034252871)	(20, 0.10360295156949004)	(21, 0.10739519731863678)	(22, 0.11191884053063086)	(23, 0.11530280618921558)	(24, 0.11888214514267047)	(25, 0.12254664681440211)	(26, 0.12611346183869865)	(27, 0.12966775293383687)	(28, 0.1344994848031262)	(29, 0.1386524197120333)	(30, 0.14241961760286334)	(31, 0.14605155705878328)	(32, 0.15002915695947355)	(33, 0.15454278102814095)	(34, 0.1584327134247228)	(35, 0.16242033246873971)	(36, 0.16630776007948989)	(37, 0.17029287433767515)	(38, 0.17406257701433686)	(39, 0.1783482655723224)	(40, 0.18315745436912673)	(41, 0.18819958824827626)	(42, 0.19369258357712624)	(43, 0.19886997589118588)	(44, 0.2029552815826379)	(45, 0.20858103056056632)	(46, 0.212283104019773)	(47, 0.21658883086441186)	(48, 0.22072673705832893)	(49, 0.2258390049407652)	(50, 0.230788461744143)	(51, 0.23455065006330972)	(52, 0.23838297238576317)
SRR1039514_pass_2P - polya	(1, 0.03307569690718814)	(2, 0.038879285679165036)	(3, 0.04529905176573249)	(4, 0.05261803596586909)	(5, 0.05742972954850509)	(6, 0.0624342916401796)	(7, 0.06684271470391691)	(8, 0.07267385612004217)	(9, 0.07842985396121735)	(10, 0.08473439989952804)	(11, 0.09021236651338797)	(12, 0.09563522783895119)	(13, 0.1002765959850337)	(14, 0.10663123763997777)	(15, 0.1119238501022942)	(16, 0.1168332303323653)	(17, 0.12207825186388002)	(18, 0.12688744066068436)	(19, 0.13183940224989382)	(20, 0.13611507166455267)	(21, 0.14090171738887197)	(22, 0.14634962657275188)	(23, 0.15069042041903413)	(24, 0.15511387219776146)	(25, 0.15951979047566708)	(26, 0.16402840497267115)	(27, 0.1681587968090932)	(28, 0.1737544883570416)	(29, 0.178661363801281)	(30, 0.1832977223757002)	(31, 0.18774371722691252)	(32, 0.19250531509291516)	(33, 0.19771526962278652)	(34, 0.20241925741466077)	(35, 0.2072359605689601)	(36, 0.2116268501318757)	(37, 0.2162381608479782)	(38, 0.22069918441418057)	(39, 0.22546579185184654)	(40, 0.23105146425646822)	(41, 0.23648935429702145)	(42, 0.24282395766531217)	(43, 0.24839460135494384)	(44, 0.2529032158519479)	(45, 0.2584287733966096)	(46, 0.2627219763120901)	(47, 0.26739340188815264)	(48, 0.2717266813769399)	(49, 0.27721717191995815)	(50, 0.28277529168043153)	(51, 0.28689315958769523)	(52, 0.29126651564978917)
SRR1039515_pass_1P - polya	(1, 0.02290342104499929)	(2, 0.02694056392122833)	(3, 0.03180339172281151)	(4, 0.037508501131665505)	(5, 0.04107263857326956)	(6, 0.04469901357206111)	(7, 0.04781918977239435)	(8, 0.05202229946779005)	(9, 0.05649095607385241)	(10, 0.06132059051160226)	(11, 0.06556934108226879)	(12, 0.06947785967364367)	(13, 0.07322456061633106)	(14, 0.07819941602085174)	(15, 0.08209133793030995)	(16, 0.08635668518289315)	(17, 0.09049340815062219)	(18, 0.09430234665049707)	(19, 0.09811958349133029)	(20, 0.10161733420526768)	(21, 0.10526445505645507)	(22, 0.10957129401382994)	(23, 0.11297776297722566)	(24, 0.1163966794520589)	(25, 0.1201392312242671)	(26, 0.12365772779060033)	(27, 0.1272343127436419)	(28, 0.13235853828541255)	(29, 0.1363334436044541)	(30, 0.14011333791097483)	(31, 0.14378950295551637)	(32, 0.1478390933431829)	(33, 0.1522040206872661)	(34, 0.15609594259672432)	(35, 0.16032394731499502)	(36, 0.16426151009972406)	(37, 0.16841482974936978)	(38, 0.17211588981678633)	(39, 0.1760368559195987)	(40, 0.18082914782303605)	(41, 0.18577495903420257)	(42, 0.19162114023934823)	(43, 0.19620182444834808)	(44, 0.2001144922102021)	(45, 0.20479890568118114)	(46, 0.20844187736188935)	(47, 0.2125039152609934)	(48, 0.2161219919188266)	(49, 0.22081885290124315)	(50, 0.22545347632647217)	(51, 0.22909644800718038)	(52, 0.23304645830334694)
SRR1039515_pass_2P - polya	(1, 0.03138017633393653)	(2, 0.03654589358049887)	(3, 0.04268251671918617)	(4, 0.049595034737477624)	(5, 0.05398070793395666)	(6, 0.05846596122193568)	(7, 0.06249065658672723)	(8, 0.06782234065245622)	(9, 0.07345691416316438)	(10, 0.0794566146760392)	(11, 0.08465552528643487)	(12, 0.08978804916916389)	(13, 0.09422766158187207)	(14, 0.10048875983493438)	(15, 0.10515242745351756)	(16, 0.1099115259931216)	(17, 0.11462498365745477)	(18, 0.11938408219705879)	(19, 0.12405189898612115)	(20, 0.12796456674797518)	(21, 0.13252035593410005)	(22, 0.13785618917030823)	(23, 0.14185598951222475)	(24, 0.14622091685630795)	(25, 0.15059829171182865)	(26, 0.15497566656734935)	(27, 0.15910824036459922)	(28, 0.16492952654686988)	(29, 0.16956000080161973)	(30, 0.17387098892947378)	(31, 0.17811559032966115)	(32, 0.18271702039105683)	(33, 0.18794912436528582)	(34, 0.19234724507320236)	(35, 0.19707315024897304)	(36, 0.2013177516491604)	(37, 0.20590673419911862)	(38, 0.21006420301924347)	(39, 0.2143917878290142)	(40, 0.21999731714636817)	(41, 0.225598697293243)	(42, 0.23246142526578445)	(43, 0.23753586076180513)	(44, 0.2420875007774508)	(45, 0.24719512963730483)	(46, 0.25102066481909635)	(47, 0.25592913349595037)	(48, 0.2601820332370961)	(49, 0.2656381924172001)	(50, 0.27068773289034576)	(51, 0.274753919959929)	(52, 0.27904831140586633)
SRR1039516_pass_1P - polya	(1, 0.023618019899145803)	(2, 0.02769819718229788)	(3, 0.03180040962629506)	(4, 0.03709252075592794)	(5, 0.04046390036522912)	(6, 0.04391607556429568)	(7, 0.04691285743923006)	(8, 0.050809408382006246)	(9, 0.05926356509291181)	(10, 0.06420311364902301)	(11, 0.06857709307677648)	(12, 0.0727490835301165)	(13, 0.07647669823974688)	(14, 0.08181287969106998)	(15, 0.08586734928656943)	(16, 0.0903845572598161)	(17, 0.0945749103471937)	(18, 0.09849349645081501)	(19, 0.10208155514175972)	(20, 0.10521422050857225)	(21, 0.109121789031771)	(22, 0.11321298389534562)	(23, 0.11663210635314453)	(24, 0.12021649251728171)	(25, 0.1233601754645168)	(26, 0.12681602319039087)	(27, 0.12981647759213277)	(28, 0.13421983723434638)	(29, 0.13790338162228657)	(30, 0.14146940515238618)	(31, 0.14511255174544366)	(32, 0.14892830709845445)	(33, 0.15309662502498694)	(34, 0.15694910564607292)	(35, 0.1606510126680507)	(36, 0.16440066253852617)	(37, 0.1681539849358092)	(38, 0.17163186782252837)	(39, 0.17554310887253463)	(40, 0.18071402661751945)	(41, 0.18502557308954512)	(42, 0.19008998755711193)	(43, 0.19451905488697818)	(44, 0.19818423664088075)	(45, 0.2029879017051138)	(46, 0.2064070241629127)	(47, 0.21072591568855342)	(48, 0.21467020947982735)	(49, 0.21917639987265147)	(50, 0.2236495375242079)	(51, 0.22713843799134967)	(52, 0.23074118678952443)
SRR1039516_pass_2P - polya	(1, 0.03148089979404103)	(2, 0.036023815454940315)	(3, 0.04130858153095817)	(4, 0.0475261694160855)	(5, 0.051676124708580407)	(6, 0.05567550640196709)	(7, 0.0592194947712216)	(8, 0.06397908951376442)	(9, 0.0689553633379508)	(10, 0.07461105462152794)	(11, 0.0797121943571699)	(12, 0.08490881978980734)	(13, 0.08908448276995487)	(14, 0.09548202446865056)	(15, 0.10025998184523098)	(16, 0.10554474792124884)	(17, 0.11028965255656159)	(18, 0.11486929348553607)	(19, 0.11934977619070757)	(20, 0.12318756670456348)	(21, 0.12787738343776348)	(22, 0.13295281548575283)	(23, 0.13718356636801313)	(24, 0.14142533483069597)	(25, 0.1453733011487774)	(26, 0.14925883451113103)	(27, 0.15276977013911788)	(28, 0.15778276923137943)	(29, 0.16206860801575249)	(30, 0.16608267981636926)	(31, 0.17014082193867622)	(32, 0.17408511572995014)	(33, 0.17872718961465242)	(34, 0.18300935587221795)	(35, 0.18736497266593385)	(36, 0.1912505060282875)	(37, 0.19537475363312978)	(38, 0.19965324736388781)	(39, 0.2040970048009841)	(40, 0.20978942135263642)	(41, 0.2145783963096394)	(42, 0.22057196005950816)	(43, 0.22567677232195765)	(44, 0.2299369034186781)	(45, 0.23499030030582232)	(46, 0.23872893259587527)	(47, 0.24355096029414589)	(48, 0.24761277494326037)	(49, 0.25258537624063926)	(50, 0.2580354060229954)	(51, 0.2619576646534242)	(52, 0.26597173645404093)
SRR1039517_pass_1P - polya	(1, 0.02501519665176099)	(2, 0.030054984434697094)	(3, 0.03503060825280416)	(4, 0.040379549684462036)	(5, 0.04350316815409431)	(6, 0.04674053183410535)	(7, 0.0493887536552315)	(8, 0.05335816984306486)	(9, 0.06150990992020978)	(10, 0.0660451356160811)	(11, 0.07025954148780718)	(12, 0.07422604113178467)	(13, 0.07771714412725604)	(14, 0.08295234034853516)	(15, 0.08719007857110816)	(16, 0.091127412776527)	(17, 0.09517265910461287)	(18, 0.09874834187190434)	(19, 0.10245235256885392)	(20, 0.10555555523149512)	(21, 0.10919831850747151)	(22, 0.11443934781646237)	(23, 0.11784003795240189)	(24, 0.12140697108812576)	(25, 0.12510806524121948)	(26, 0.12846209067546513)	(27, 0.13150404591713316)	(28, 0.13604218815686037)	(29, 0.13976078157308927)	(30, 0.14364853453295837)	(31, 0.14704630812504205)	(32, 0.15090489564635248)	(33, 0.1550055563076998)	(34, 0.15858123907499128)	(35, 0.162716898262609)	(36, 0.16601842590744909)	(37, 0.16958535904317296)	(38, 0.17325145466999628)	(39, 0.1772062881385503)	(40, 0.18183484323780932)	(41, 0.18588300610975106)	(42, 0.1911240354187419)	(43, 0.19526844423792722)	(44, 0.19870121635628127)	(45, 0.2039947434546777)	(46, 0.20724085676625634)	(47, 0.2108690373229534)	(48, 0.21431639216058676)	(49, 0.21942909353991952)	(50, 0.2246847055681897)	(51, 0.22784623910794824)	(52, 0.23138109026125758)
SRR1039517_pass_2P - polya	(1, 0.032251141958164045)	(2, 0.03841963221332022)	(3, 0.044068977662132275)	(4, 0.050365795846946546)	(5, 0.054241882631392194)	(6, 0.05805963853872053)	(7, 0.06148366102550699)	(8, 0.06615013119489227)	(9, 0.07090118113609765)	(10, 0.07646011372537788)	(11, 0.08135990740323243)	(12, 0.08649594113341211)	(13, 0.09051785511065105)	(14, 0.09624594724357148)	(15, 0.10106699423731766)	(16, 0.10578596219610853)	(17, 0.11061284227756643)	(18, 0.1148622466755629)	(19, 0.11945580324855154)	(20, 0.12306065145440168)	(21, 0.12757254479942606)	(22, 0.133659371826618)	(23, 0.137550041330343)	(24, 0.14144362737792382)	(25, 0.14574844610918175)	(26, 0.14942620791142852)	(27, 0.15264607232830438)	(28, 0.15768586011124047)	(29, 0.1618448516497051)	(30, 0.16638882697714405)	(31, 0.17037865897196847)	(32, 0.174409322580775)	(33, 0.17855956448767202)	(34, 0.1823919031142797)	(35, 0.18679588433663705)	(36, 0.19028990387596428)	(37, 0.1940755778008781)	(38, 0.19800124583087347)	(39, 0.2026035520354297)	(40, 0.207704587239339)	(41, 0.21217856551423714)	(42, 0.2180583179276626)	(43, 0.2228414498512825)	(44, 0.22641421607471812)	(45, 0.23269645154025306)	(46, 0.23634796444779704)	(47, 0.24078111110871306)	(48, 0.24472136185798776)	(49, 0.2505165344995931)	(50, 0.25690959863165097)	(51, 0.2603919519955547)	(52, 0.2640055498329725)
SRR1039518_pass_1P - polya	(1, 0.02567565138079098)	(2, 0.031065829090020012)	(3, 0.03599258298400435)	(4, 0.041793597408875845)	(5, 0.045093437908916054)	(6, 0.04852474615796185)	(7, 0.05149263059176296)	(8, 0.05542680298075513)	(9, 0.06305193242307912)	(10, 0.06750540242064336)	(11, 0.07174195063234837)	(12, 0.07572871012094277)	(13, 0.07928819942526902)	(14, 0.08442201502393716)	(15, 0.08857639589251368)	(16, 0.09277021708579188)	(17, 0.09691145117946784)	(18, 0.10081604332493375)	(19, 0.1049145504001829)	(20, 0.10808620984494266)	(21, 0.11199080199040858)	(22, 0.11715419783260297)	(23, 0.12055592583812251)	(24, 0.12439807080281076)	(25, 0.12813504156829456)	(26, 0.1314546022306856)	(27, 0.13452766086369117)	(28, 0.13916847240358837)	(29, 0.14301390406200176)	(30, 0.14735562647291126)	(31, 0.15112875086937158)	(32, 0.15479998776035256)	(33, 0.15904310935950786)	(34, 0.16259273858265869)	(35, 0.16677341300103632)	(36, 0.17014884745675476)	(37, 0.1737905041042095)	(38, 0.17741244058931338)	(39, 0.18160954847631672)	(40, 0.18608602532995694)	(41, 0.19035544047891334)	(42, 0.1957554782693178)	(43, 0.2001497877798295)	(44, 0.20385389160806192)	(45, 0.20927693625454233)	(46, 0.21257677675458256)	(47, 0.21630060074516577)	(48, 0.21987981021184286)	(49, 0.2248887314489557)	(50, 0.23054841804364617)	(51, 0.23391727911191432)	(52, 0.23733544058605957)
SRR1039518_pass_2P - polya	(1, 0.03359658325837754)	(2, 0.039930042066721655)	(3, 0.04579679036609594)	(4, 0.05278430122574285)	(5, 0.0566593131276825)	(6, 0.06092544158291377)	(7, 0.06465583896094727)	(8, 0.06989154206509475)	(9, 0.07477556894065227)	(10, 0.08027092084908577)	(11, 0.08537186951050252)	(12, 0.09066015971425222)	(13, 0.09477510025812706)	(14, 0.10104611188569353)	(15, 0.10594657222987675)	(16, 0.11068927127525327)	(17, 0.11556343806963537)	(18, 0.11997746774249793)	(19, 0.12429618329733144)	(20, 0.12816133511809566)	(21, 0.13260494503448447)	(22, 0.13867875503854257)	(23, 0.14249789314715483)	(24, 0.1466884276467079)	(25, 0.15095455610193917)	(26, 0.15478026759800173)	(27, 0.15838577061447992)	(28, 0.16356888661902516)	(29, 0.16778900136210448)	(30, 0.17272561533726424)	(31, 0.17674524176311004)	(32, 0.18102123029951672)	(33, 0.18553386078413348)	(34, 0.18956006059742955)	(35, 0.1943224798051569)	(36, 0.1977537880542027)	(37, 0.201572926162815)	(38, 0.20565499976943843)	(39, 0.21024651090345853)	(40, 0.21541976682682834)	(41, 0.21993897069889537)	(42, 0.2258517327104216)	(43, 0.23070617934245288)	(44, 0.23477510617417577)	(45, 0.24072073512295342)	(46, 0.24470092122409753)	(47, 0.24961452834318132)	(48, 0.25350597371374667)	(49, 0.259303701444893)	(50, 0.2655911465410852)	(51, 0.26920979633246395)	(52, 0.2729599138728483)
SRR1039519_pass_1P - polya	(1, 0.021704809611121405)	(2, 0.02557420331785802)	(3, 0.03010886120575286)	(4, 0.035231847961338644)	(5, 0.038680360247342505)	(6, 0.04187996416624635)	(7, 0.044554597710902887)	(8, 0.04859596447127224)	(9, 0.05762002418031646)	(10, 0.06222709177500403)	(11, 0.06608290866171701)	(12, 0.06964003550790997)	(13, 0.07275365289999744)	(14, 0.07803051028251778)	(15, 0.08188632716923076)	(16, 0.08628974246356377)	(17, 0.08984686930975673)	(18, 0.09343114979599697)	(19, 0.09726886425601176)	(20, 0.10043678892819378)	(21, 0.10391245485424491)	(22, 0.10802170571473245)	(23, 0.11138423147391995)	(24, 0.1147829620865038)	(25, 0.11808212935224766)	(26, 0.12156232088497333)	(27, 0.12477550162390082)	(28, 0.12916081449153566)	(29, 0.1328853887846868)	(30, 0.13625244015054883)	(31, 0.13951992816957087)	(32, 0.1431539903292311)	(33, 0.14743068863667683)	(34, 0.1511100068630825)	(35, 0.1544906350489682)	(36, 0.15819710691542116)	(37, 0.16183569468175593)	(38, 0.16505792663403251)	(39, 0.16880965456723093)	(40, 0.1732673771416585)	(41, 0.1773902048221697)	(42, 0.18238194898419363)	(43, 0.18626039390427934)	(44, 0.1896681757302123)	(45, 0.19380910583742164)	(46, 0.19697250490292914)	(47, 0.2004119659755839)	(48, 0.20374733809472412)	(49, 0.20760768058811163)	(50, 0.21150422793489554)	(51, 0.21488033051410665)	(52, 0.21826095869999232)
SRR1039519_pass_2P - polya	(1, 0.02804518456216)	(2, 0.03272013625696576)	(3, 0.03823232518656248)	(4, 0.04412466507682104)	(5, 0.047998584390232205)	(6, 0.052261705877654295)	(7, 0.055977228957456354)	(8, 0.060606924585516656)	(9, 0.0653407091670915)	(10, 0.07030982529574274)	(11, 0.07482185515026485)	(12, 0.07924789847797059)	(13, 0.08358795527885997)	(14, 0.08962511458270399)	(15, 0.09402400427036246)	(16, 0.09873063521189003)	(17, 0.10296207745259031)	(18, 0.10708943073977603)	(19, 0.11149737164078359)	(20, 0.11495946074681108)	(21, 0.11915017252744045)	(22, 0.12396089242248258)	(23, 0.12800678478952648)	(24, 0.1319259601696831)	(25, 0.13563243203613606)	(26, 0.13939321118268358)	(27, 0.1431856695759529)	(28, 0.14806427357111324)	(29, 0.15205133305138804)	(30, 0.15582116341128466)	(31, 0.1594778536043176)	(32, 0.1631571718307233)	(33, 0.16749270302493813)	(34, 0.1717422476923366)	(35, 0.1758288705194514)	(36, 0.1796756361928153)	(37, 0.18336400563257008)	(38, 0.18712931038579214)	(39, 0.19110731865271785)	(40, 0.19548358030700358)	(41, 0.20043006840228209)	(42, 0.2060010902186479)	(43, 0.21054932492656636)	(44, 0.214418718633303)	(45, 0.21909367032810875)	(46, 0.22266437399432534)	(47, 0.22689129062835106)	(48, 0.2305253527880113)	(49, 0.23520935569616616)	(50, 0.23978474404413191)	(51, 0.24338260135039577)	(52, 0.24708002200349966)
SRR1039520_pass_1P - polya	(1, 0.022988631136810145)	(2, 0.026971320965584574)	(3, 0.0314148178819858)	(4, 0.03651661063785387)	(5, 0.04025479058339776)	(6, 0.04381429022965779)	(7, 0.04677191939411956)	(8, 0.05053360990535869)	(9, 0.05454921452610646)	(10, 0.05902562623448103)	(11, 0.06295659281872593)	(12, 0.06661483684090598)	(13, 0.06983108222801543)	(14, 0.07467896087437487)	(15, 0.07866635281628835)	(16, 0.08263493630564563)	(17, 0.08646245640083144)	(18, 0.09020063634637533)	(19, 0.09401875221528305)	(20, 0.09715506167902868)	(21, 0.10108132615013453)	(22, 0.10556243997164814)	(23, 0.10926770512521869)	(24, 0.11290714069484255)	(25, 0.1163631938520435)	(26, 0.11988977870633018)	(27, 0.1232753001664454)	(28, 0.12816079571791722)	(29, 0.13181433762695824)	(30, 0.13539264572577445)	(31, 0.13876406084647253)	(32, 0.14280317603291554)	(33, 0.14715733279967483)	(34, 0.15066040708826628)	(35, 0.15464779903017975)	(36, 0.1583718726363065)	(37, 0.16193137228256654)	(38, 0.1657447860383352)	(39, 0.1698403265824468)	(40, 0.17426501504629183)	(41, 0.1790094472035922)	(42, 0.18448270689744511)	(43, 0.18875222562770155)	(44, 0.1921048322958434)	(45, 0.1964495848363246)	(46, 0.1999103401066646)	(47, 0.20354507356314944)	(48, 0.20709516898313135)	(49, 0.21146813420244684)	(50, 0.21548373882319463)	(51, 0.21887396239644888)	(52, 0.22265916347338327)
SRR1039520_pass_2P - polya	(1, 0.02826440207882303)	(2, 0.032961813104732895)	(3, 0.038463285477420124)	(4, 0.04481113821513616)	(5, 0.04916529498189545)	(6, 0.0535241538617938)	(7, 0.0572153126759472)	(8, 0.061687022271182716)	(9, 0.06663834740660123)	(10, 0.07189060778291886)	(11, 0.07673848642927829)	(12, 0.08126191926904335)	(13, 0.08528692811606922)	(14, 0.09104231459826509)	(15, 0.09549991785408346)	(16, 0.10000924435443137)	(17, 0.10478659130370507)	(18, 0.10947459810333683)	(19, 0.11367358513650752)	(20, 0.1174587862134419)	(21, 0.1221608993524908)	(22, 0.12722037309010745)	(23, 0.13140525378386098)	(24, 0.13541145417833064)	(25, 0.13938944189396604)	(26, 0.14332040847821093)	(27, 0.14701626940550339)	(28, 0.1523437635920458)	(29, 0.15674494149019558)	(30, 0.16061478060363282)	(31, 0.16433885420975958)	(32, 0.16843439475387117)	(33, 0.1733481029841773)	(34, 0.17736370760492506)	(35, 0.18156269463809574)	(36, 0.18552187390117494)	(37, 0.189565691200757)	(38, 0.19337910495652566)	(39, 0.1976862405918945)	(40, 0.2022237797710767)	(41, 0.20699642460721132)	(42, 0.2129916188594987)	(43, 0.2177407531299381)	(44, 0.2218739105791621)	(45, 0.226862852619693)	(46, 0.2305257987550121)	(47, 0.2347059773356266)	(48, 0.23840654037605807)	(49, 0.24324971690927846)	(50, 0.24800825540599597)	(51, 0.2518169670486256)	(52, 0.2556821040489238)
