#Transcript position	Transcript coverage profile
0.0	2440.398406629537
1.0	2792.238481935467
2.0	3145.832027242105
3.0	3686.0641966606086
4.0	4585.4890269794905
5.0	5623.968276504795
6.0	6472.1092488768445
7.0	6949.884532260122
8.0	7650.603023899577
9.0	8340.388299680963
10.0	8538.811501164148
11.0	8555.118769456893
12.0	8651.295841139408
13.0	8495.9013191496
14.0	7995.178284640834
15.0	7658.361578865283
16.0	7484.06433236816
17.0	7421.247878588739
18.0	7323.895439540416
19.0	7147.521820320691
20.0	7143.832893951887
21.0	7171.089085939669
22.0	7254.037805713436
23.0	7551.576023972172
24.0	7070.753262058393
25.0	6627.801452919708
26.0	6527.33553642465
27.0	6355.744290043796
28.0	6203.175126733568
29.0	6013.740444327799
30.0	5998.064966154274
31.0	5915.776973476581
32.0	6175.955080723869
33.0	6414.651305855175
34.0	6329.4145823058825
35.0	6205.727319157853
36.0	6155.497283821906
37.0	6049.999153118435
38.0	6149.166042165569
39.0	6026.239677294593
40.0	6101.23594432141
41.0	5971.1710355745045
42.0	5706.400105399408
43.0	5876.4413858490925
44.0	5948.977529907864
45.0	5954.2075937314385
46.0	6146.105795541052
47.0	6427.917719068219
48.0	6468.772901056141
49.0	6529.179145696576
50.0	6276.344751650617
51.0	6213.405658550994
52.0	6199.1058782514665
53.0	6256.703448152468
54.0	6496.8702791327205
55.0	6679.295857351798
56.0	6713.320779139011
57.0	6703.860123709032
58.0	6663.1354939879175
59.0	6504.409712826244
60.0	6530.519422282586
61.0	6414.043368502414
62.0	6425.332411070612
63.0	6279.1332722229545
64.0	6348.151548899112
65.0	6094.9511588521045
66.0	5863.999560878243
67.0	5879.54046547237
68.0	5860.201031609532
69.0	5795.098136145877
70.0	5620.4769232412655
71.0	5634.892802862132
72.0	5523.025816344056
73.0	5363.00948600767
74.0	5157.573203257775
75.0	4988.867892535873
76.0	4947.9653766841875
77.0	5161.880745867301
78.0	5277.699240097761
79.0	5322.00446398512
80.0	5055.355521752551
81.0	5064.191919415821
82.0	4927.073549535913
83.0	4676.339135372914
84.0	4316.406055927337
85.0	4286.5307964727845
86.0	4211.988859131676
87.0	4037.4575363467434
88.0	3933.922328317855
89.0	3726.404266258614
90.0	3427.822155828896
91.0	3119.64579008185
92.0	2863.5494846770803
93.0	2783.174219748174
94.0	2813.6660563210235
95.0	2449.4791460946644
96.0	1926.37225356445
97.0	1426.3833098498865
98.0	866.3503427226048
99.0	294.8851905552581
